#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   173    0.49474E+04   -0.38350E+02    0.51359E-04   -0.38350E+02    0.83540E+00   -0.66888E-06    0.51359E-04   -0.66888E-06    0.66492E-07
   174    0.49724E+04   -0.37781E+02    0.51823E-04   -0.37781E+02    0.82496E+00   -0.66294E-06    0.51823E-04   -0.66294E-06    0.66090E-07
   175    0.49970E+04   -0.37185E+02    0.52267E-04   -0.37185E+02    0.81439E+00   -0.65629E-06    0.52267E-04   -0.65629E-06    0.65692E-07
   176    0.50211E+04   -0.36561E+02    0.52690E-04   -0.36561E+02    0.80390E+00   -0.64889E-06    0.52690E-04   -0.64889E-06    0.65298E-07
   177    0.50448E+04   -0.35912E+02    0.53093E-04   -0.35912E+02    0.79342E+00   -0.64075E-06    0.53093E-04   -0.64075E-06    0.64908E-07
   178    0.50680E+04   -0.35236E+02    0.53477E-04   -0.35236E+02    0.78318E+00   -0.63190E-06    0.53477E-04   -0.63190E-06    0.64521E-07
   179    0.50908E+04   -0.34533E+02    0.53843E-04   -0.34533E+02    0.77288E+00   -0.62240E-06    0.53843E-04   -0.62240E-06    0.64137E-07
   180    0.51133E+04   -0.33805E+02    0.54190E-04   -0.33805E+02    0.76273E+00   -0.61225E-06    0.54190E-04   -0.61225E-06    0.63758E-07
   181    0.51352E+04   -0.33050E+02    0.54520E-04   -0.33050E+02    0.75274E+00   -0.60151E-06    0.54520E-04   -0.60151E-06    0.63381E-07
   182    0.51567E+04   -0.32269E+02    0.54834E-04   -0.32269E+02    0.74298E+00   -0.59020E-06    0.54834E-04   -0.59020E-06    0.63008E-07
   183    0.51777E+04   -0.31462E+02    0.55131E-04   -0.31462E+02    0.73338E+00   -0.57836E-06    0.55131E-04   -0.57836E-06    0.62639E-07
   184    0.51983E+04   -0.30629E+02    0.55412E-04   -0.30629E+02    0.72401E+00   -0.56602E-06    0.55412E-04   -0.56602E-06    0.62273E-07
   185    0.52184E+04   -0.29771E+02    0.55679E-04   -0.29771E+02    0.71501E+00   -0.55322E-06    0.55679E-04   -0.55322E-06    0.61910E-07
   186    0.52378E+04   -0.28887E+02    0.55930E-04   -0.28887E+02    0.70625E+00   -0.53999E-06    0.55930E-04   -0.53999E-06    0.61550E-07
   187    0.52569E+04   -0.27976E+02    0.56168E-04   -0.27976E+02    0.69786E+00   -0.52637E-06    0.56168E-04   -0.52637E-06    0.61194E-07
   188    0.52756E+04   -0.27042E+02    0.56392E-04   -0.27042E+02    0.68983E+00   -0.51238E-06    0.56392E-04   -0.51238E-06    0.60840E-07
   189    0.52936E+04   -0.26082E+02    0.56603E-04   -0.26082E+02    0.68220E+00   -0.49807E-06    0.56603E-04   -0.49807E-06    0.60490E-07
   190    0.53115E+04   -0.25099E+02    0.56801E-04   -0.25099E+02    0.67501E+00   -0.48346E-06    0.56801E-04   -0.48346E-06    0.60143E-07
   191    0.53286E+04   -0.24090E+02    0.56988E-04   -0.24090E+02    0.66829E+00   -0.46859E-06    0.56988E-04   -0.46859E-06    0.59799E-07
   192    0.53452E+04   -0.23056E+02    0.57164E-04   -0.23056E+02    0.66207E+00   -0.45350E-06    0.57164E-04   -0.45350E-06    0.59458E-07
   193    0.53613E+04   -0.22000E+02    0.57329E-04   -0.22000E+02    0.65637E+00   -0.43822E-06    0.57329E-04   -0.43822E-06    0.59120E-07
   194    0.53769E+04   -0.20919E+02    0.57483E-04   -0.20919E+02    0.65124E+00   -0.42279E-06    0.57483E-04   -0.42279E-06    0.58785E-07
   195    0.53920E+04   -0.19815E+02    0.57628E-04   -0.19815E+02    0.64671E+00   -0.40723E-06    0.57628E-04   -0.40723E-06    0.58453E-07
   196    0.54065E+04   -0.18688E+02    0.57764E-04   -0.18688E+02    0.64281E+00   -0.39158E-06    0.57764E-04   -0.39158E-06    0.58123E-07
   197    0.54206E+04   -0.17539E+02    0.57892E-04   -0.17539E+02    0.63960E+00   -0.37588E-06    0.57892E-04   -0.37588E-06    0.57797E-07
   198    0.54342E+04   -0.16368E+02    0.58011E-04   -0.16368E+02    0.63708E+00   -0.36015E-06    0.58011E-04   -0.36015E-06    0.57473E-07
   199    0.54472E+04   -0.15174E+02    0.58123E-04   -0.15174E+02    0.63530E+00   -0.34444E-06    0.58123E-04   -0.34444E-06    0.57152E-07
   200    0.54597E+04   -0.13960E+02    0.58229E-04   -0.13960E+02    0.63428E+00   -0.32878E-06    0.58229E-04   -0.32878E-06    0.56833E-07
   201    0.54717E+04   -0.12724E+02    0.58328E-04   -0.12724E+02    0.63409E+00   -0.31320E-06    0.58328E-04   -0.31320E-06    0.56517E-07
   202    0.54831E+04   -0.11467E+02    0.58421E-04   -0.11467E+02    0.63473E+00   -0.29770E-06    0.58421E-04   -0.29770E-06    0.56204E-07
   203    0.54939E+04   -0.10190E+02    0.58508E-04   -0.10190E+02    0.63626E+00   -0.28228E-06    0.58508E-04   -0.28228E-06    0.55894E-07
   204    0.55041E+04   -0.88937E+01    0.58590E-04   -0.88937E+01    0.63870E+00   -0.26694E-06    0.58590E-04   -0.26694E-06    0.55585E-07
   205    0.55138E+04   -0.75774E+01    0.58668E-04   -0.75774E+01    0.64210E+00   -0.25168E-06    0.58668E-04   -0.25168E-06    0.55280E-07
   206    0.55228E+04   -0.62420E+01    0.58740E-04   -0.62420E+01    0.64648E+00   -0.23650E-06    0.58740E-04   -0.23650E-06    0.54977E-07
   207    0.55313E+04   -0.48879E+01    0.58809E-04   -0.48879E+01    0.65188E+00   -0.22140E-06    0.58809E-04   -0.22140E-06    0.54676E-07
   208    0.55390E+04   -0.35156E+01    0.58874E-04   -0.35156E+01    0.65834E+00   -0.20638E-06    0.58874E-04   -0.20638E-06    0.54378E-07
   209    0.55462E+04   -0.21254E+01    0.58935E-04   -0.21254E+01    0.66589E+00   -0.19144E-06    0.58935E-04   -0.19144E-06    0.54083E-07
   210    0.55528E+04   -0.71826E+00    0.58994E-04   -0.71826E+00    0.67457E+00   -0.17658E-06    0.58994E-04   -0.17658E-06    0.53790E-07
   211    0.55588E+04    0.70579E+00    0.59049E-04    0.70579E+00    0.68442E+00   -0.16180E-06    0.59049E-04   -0.16180E-06    0.53499E-07
   212    0.55641E+04    0.21458E+01    0.59102E-04    0.21458E+01    0.69546E+00   -0.14710E-06    0.59102E-04   -0.14710E-06    0.53211E-07
   213    0.55688E+04    0.36019E+01    0.59153E-04    0.36019E+01    0.70774E+00   -0.13248E-06    0.59153E-04   -0.13248E-06    0.52925E-07
   214    0.55729E+04    0.50729E+01    0.59202E-04    0.50729E+01    0.72124E+00   -0.11793E-06    0.59202E-04   -0.11793E-06    0.52641E-07
   215    0.55764E+04    0.65580E+01    0.59250E-04    0.65580E+01    0.73617E+00   -0.10346E-06    0.59250E-04   -0.10346E-06    0.52360E-07
   216    0.55792E+04    0.80577E+01    0.59297E-04    0.80577E+01    0.75233E+00   -0.89072E-07    0.59297E-04   -0.89072E-07    0.52081E-07
   217    0.55815E+04    0.95701E+01    0.59343E-04    0.95701E+01    0.76989E+00   -0.74757E-07    0.59343E-04   -0.74757E-07    0.51804E-07
   218    0.55832E+04    0.11095E+02    0.59389E-04    0.11095E+02    0.78883E+00   -0.60520E-07    0.59389E-04   -0.60520E-07    0.51530E-07
   219    0.55843E+04    0.12635E+02    0.59435E-04    0.12635E+02    0.80916E+00   -0.46358E-07    0.59435E-04   -0.46358E-07    0.51258E-07
   220    0.55847E+04    0.14183E+02    0.59481E-04    0.14183E+02    0.83102E+00   -0.32273E-07    0.59481E-04   -0.32273E-07    0.50988E-07
   221    0.55846E+04    0.15743E+02    0.59528E-04    0.15743E+02    0.85435E+00   -0.18263E-07    0.59528E-04   -0.18263E-07    0.50720E-07
   222    0.55839E+04    0.17314E+02    0.59576E-04    0.17314E+02    0.87928E+00   -0.43286E-08    0.59576E-04   -0.43286E-08    0.50454E-07
   223    0.55825E+04    0.18895E+02    0.59626E-04    0.18895E+02    0.90575E+00    0.95308E-08    0.59626E-04    0.95308E-08    0.50191E-07
   224    0.55806E+04    0.20484E+02    0.59677E-04    0.20484E+02    0.93375E+00    0.23316E-07    0.59677E-04    0.23316E-07    0.49930E-07
   225    0.55781E+04    0.22083E+02    0.59730E-04    0.22083E+02    0.96343E+00    0.37026E-07    0.59730E-04    0.37026E-07    0.49671E-07
   226    0.55750E+04    0.23688E+02    0.59786E-04    0.23688E+02    0.99479E+00    0.50662E-07    0.59786E-04    0.50662E-07    0.49414E-07
   227    0.55712E+04    0.25302E+02    0.59845E-04    0.25302E+02    0.10278E+01    0.64225E-07    0.59845E-04    0.64225E-07    0.49159E-07
   228    0.55669E+04    0.26922E+02    0.59907E-04    0.26922E+02    0.10625E+01    0.77714E-07    0.59907E-04    0.77714E-07    0.48906E-07
   229    0.55620E+04    0.28547E+02    0.59972E-04    0.28547E+02    0.10990E+01    0.91131E-07    0.59972E-04    0.91131E-07    0.48655E-07
   230    0.55564E+04    0.30177E+02    0.60041E-04    0.30177E+02    0.11372E+01    0.10447E-06    0.60041E-04    0.10447E-06    0.48407E-07
   231    0.55502E+04    0.31813E+02    0.60115E-04    0.31813E+02    0.11773E+01    0.11775E-06    0.60115E-04    0.11775E-06    0.48160E-07
   232    0.55434E+04    0.33453E+02    0.60193E-04    0.33453E+02    0.12191E+01    0.13094E-06    0.60193E-04    0.13094E-06    0.47915E-07
   233    0.55361E+04    0.35095E+02    0.60276E-04    0.35095E+02    0.12628E+01    0.14407E-06    0.60276E-04    0.14407E-06    0.47672E-07
   234    0.55280E+04    0.36739E+02    0.60364E-04    0.36739E+02    0.13084E+01    0.15713E-06    0.60364E-04    0.15713E-06    0.47431E-07
   235    0.55194E+04    0.38386E+02    0.60458E-04    0.38386E+02    0.13559E+01    0.17011E-06    0.60458E-04    0.17011E-06    0.47192E-07
   236    0.55101E+04    0.40033E+02    0.60558E-04    0.40033E+02    0.14052E+01    0.18303E-06    0.60558E-04    0.18303E-06    0.46955E-07
   237    0.55003E+04    0.41681E+02    0.60664E-04    0.41681E+02    0.14566E+01    0.19587E-06    0.60664E-04    0.19587E-06    0.46720E-07
   238    0.54898E+04    0.43328E+02    0.60777E-04    0.43328E+02    0.15099E+01    0.20864E-06    0.60777E-04    0.20864E-06    0.46487E-07
   239    0.54789E+04    0.44975E+02    0.60897E-04    0.44975E+02    0.15652E+01    0.22135E-06    0.60897E-04    0.22135E-06    0.46255E-07
   240    0.54672E+04    0.46618E+02    0.61025E-04    0.46618E+02    0.16224E+01    0.23398E-06    0.61025E-04    0.23398E-06    0.46026E-07
   241    0.54550E+04    0.48260E+02    0.61160E-04    0.48260E+02    0.16818E+01    0.24655E-06    0.61160E-04    0.24655E-06    0.45798E-07
   242    0.54423E+04    0.49899E+02    0.61303E-04    0.49899E+02    0.17431E+01    0.25904E-06    0.61303E-04    0.25904E-06    0.45571E-07
   243    0.54290E+04    0.51533E+02    0.61454E-04    0.51533E+02    0.18065E+01    0.27147E-06    0.61454E-04    0.27147E-06    0.45347E-07
   244    0.54150E+04    0.53163E+02    0.61615E-04    0.53163E+02    0.18719E+01    0.28383E-06    0.61615E-04    0.28383E-06    0.45124E-07
   245    0.54005E+04    0.54787E+02    0.61784E-04    0.54787E+02    0.19395E+01    0.29612E-06    0.61784E-04    0.29612E-06    0.44903E-07
   246    0.53855E+04    0.56406E+02    0.61963E-04    0.56406E+02    0.20091E+01    0.30834E-06    0.61963E-04    0.30834E-06    0.44684E-07
   247    0.53699E+04    0.58017E+02    0.62152E-04    0.58017E+02    0.20808E+01    0.32050E-06    0.62152E-04    0.32050E-06    0.44467E-07
   248    0.53538E+04    0.59621E+02    0.62351E-04    0.59621E+02    0.21549E+01    0.33259E-06    0.62351E-04    0.33259E-06    0.44251E-07
   249    0.53372E+04    0.61217E+02    0.62560E-04    0.61217E+02    0.22309E+01    0.34461E-06    0.62560E-04    0.34461E-06    0.44036E-07
   250    0.53200E+04    0.62804E+02    0.62781E-04    0.62804E+02    0.23092E+01    0.35657E-06    0.62781E-04    0.35657E-06    0.43824E-07
   251    0.53024E+04    0.64381E+02    0.63012E-04    0.64381E+02    0.23896E+01    0.36846E-06    0.63012E-04    0.36846E-06    0.43613E-07
   252    0.52841E+04    0.65949E+02    0.63254E-04    0.65949E+02    0.24721E+01    0.38029E-06    0.63254E-04    0.38029E-06    0.43403E-07
   253    0.52655E+04    0.67504E+02    0.63506E-04    0.67504E+02    0.25568E+01    0.39205E-06    0.63506E-04    0.39205E-06    0.43195E-07
   254    0.52463E+04    0.69048E+02    0.63767E-04    0.69048E+02    0.26437E+01    0.40374E-06    0.63767E-04    0.40374E-06    0.42989E-07
   255    0.52266E+04    0.70580E+02    0.64037E-04    0.70580E+02    0.27327E+01    0.41538E-06    0.64037E-04    0.41538E-06    0.42784E-07
   256    0.52064E+04    0.72101E+02    0.64315E-04    0.72101E+02    0.28241E+01    0.42695E-06    0.64315E-04    0.42695E-06    0.42580E-07
   257    0.51858E+04    0.73602E+02    0.64600E-04    0.73602E+02    0.29174E+01    0.43846E-06    0.64600E-04    0.43846E-06    0.42378E-07
   258    0.51647E+04    0.75095E+02    0.64891E-04    0.75095E+02    0.30131E+01    0.44990E-06    0.64891E-04    0.44990E-06    0.42178E-07
   259    0.51431E+04    0.76566E+02    0.65188E-04    0.76566E+02    0.31109E+01    0.46129E-06    0.65188E-04    0.46129E-06    0.41979E-07
   260    0.51212E+04    0.78031E+02    0.65491E-04    0.78031E+02    0.32110E+01    0.47262E-06    0.65491E-04    0.47262E-06    0.41782E-07
   261    0.50987E+04    0.79465E+02    0.65798E-04    0.79465E+02    0.33131E+01    0.48388E-06    0.65798E-04    0.48388E-06    0.41586E-07
   262    0.50757E+04    0.80893E+02    0.66109E-04    0.80893E+02    0.34176E+01    0.49509E-06    0.66109E-04    0.49509E-06    0.41391E-07
   263    0.50526E+04    0.82306E+02    0.66424E-04    0.82306E+02    0.35242E+01    0.50624E-06    0.66424E-04    0.50624E-06    0.41198E-07
   264    0.50289E+04    0.83697E+02    0.66741E-04    0.83697E+02    0.36330E+01    0.51733E-06    0.66741E-04    0.51733E-06    0.41006E-07
   265    0.50046E+04    0.85058E+02    0.67059E-04    0.85058E+02    0.37439E+01    0.52837E-06    0.67059E-04    0.52837E-06    0.40816E-07
   266    0.49801E+04    0.86412E+02    0.67379E-04    0.86412E+02    0.38571E+01    0.53935E-06    0.67379E-04    0.53935E-06    0.40627E-07
   267    0.49550E+04    0.87737E+02    0.67700E-04    0.87737E+02    0.39723E+01    0.55027E-06    0.67700E-04    0.55027E-06    0.40440E-07
   268    0.49296E+04    0.89048E+02    0.68021E-04    0.89048E+02    0.40898E+01    0.56114E-06    0.68021E-04    0.56114E-06    0.40253E-07
   269    0.49037E+04    0.90336E+02    0.68341E-04    0.90336E+02    0.42094E+01    0.57195E-06    0.68341E-04    0.57195E-06    0.40069E-07
   270    0.48775E+04    0.91603E+02    0.68659E-04    0.91603E+02    0.43311E+01    0.58271E-06    0.68659E-04    0.58271E-06    0.39885E-07
   271    0.48509E+04    0.92847E+02    0.68975E-04    0.92847E+02    0.44548E+01    0.59342E-06    0.68975E-04    0.59342E-06    0.39703E-07
   272    0.48241E+04    0.94062E+02    0.69289E-04    0.94062E+02    0.45809E+01    0.60407E-06    0.69289E-04    0.60407E-06    0.39522E-07
   273    0.47968E+04    0.95263E+02    0.69599E-04    0.95263E+02    0.47087E+01    0.61467E-06    0.69599E-04    0.61467E-06    0.39343E-07
   274    0.47692E+04    0.96427E+02    0.69905E-04    0.96427E+02    0.48389E+01    0.62522E-06    0.69905E-04    0.62522E-06    0.39165E-07
   275    0.47412E+04    0.97577E+02    0.70207E-04    0.97577E+02    0.49708E+01    0.63572E-06    0.70207E-04    0.63572E-06    0.38988E-07
   276    0.47131E+04    0.98689E+02    0.70503E-04    0.98689E+02    0.51049E+01    0.64617E-06    0.70503E-04    0.64617E-06    0.38812E-07
   277    0.46845E+04    0.99788E+02    0.70793E-04    0.99788E+02    0.52409E+01    0.65657E-06    0.70793E-04    0.65657E-06    0.38638E-07
   278    0.46556E+04    0.10085E+03    0.71076E-04    0.10085E+03    0.53790E+01    0.66692E-06    0.71076E-04    0.66692E-06    0.38465E-07
   279    0.46265E+04    0.10188E+03    0.71352E-04    0.10188E+03    0.55189E+01    0.67723E-06    0.71352E-04    0.67723E-06    0.38293E-07
   280    0.45970E+04    0.10290E+03    0.71619E-04    0.10290E+03    0.56608E+01    0.68748E-06    0.71619E-04    0.68748E-06    0.38122E-07
   281    0.45675E+04    0.10388E+03    0.71878E-04    0.10388E+03    0.58046E+01    0.69769E-06    0.71878E-04    0.69769E-06    0.37953E-07
   282    0.45374E+04    0.10483E+03    0.72128E-04    0.10483E+03    0.59501E+01    0.70786E-06    0.72128E-04    0.70786E-06    0.37785E-07
   283    0.45073E+04    0.10576E+03    0.72367E-04    0.10576E+03    0.60975E+01    0.71798E-06    0.72367E-04    0.71798E-06    0.37618E-07
   284    0.44769E+04    0.10665E+03    0.72596E-04    0.10665E+03    0.62467E+01    0.72805E-06    0.72596E-04    0.72805E-06    0.37452E-07
   285    0.44462E+04    0.10751E+03    0.72814E-04    0.10751E+03    0.63978E+01    0.73808E-06    0.72814E-04    0.73808E-06    0.37287E-07
   286    0.44153E+04    0.10834E+03    0.73019E-04    0.10834E+03    0.65505E+01    0.74806E-06    0.73019E-04    0.74806E-06    0.37123E-07
   287    0.43842E+04    0.10915E+03    0.73212E-04    0.10915E+03    0.67050E+01    0.75800E-06    0.73212E-04    0.75800E-06    0.36961E-07
   288    0.43529E+04    0.10992E+03    0.73391E-04    0.10992E+03    0.68611E+01    0.76790E-06    0.73391E-04    0.76790E-06    0.36800E-07
   289    0.43214E+04    0.11066E+03    0.73556E-04    0.11066E+03    0.70188E+01    0.77776E-06    0.73556E-04    0.77776E-06    0.36639E-07
   290    0.42897E+04    0.11137E+03    0.73707E-04    0.11137E+03    0.71780E+01    0.78758E-06    0.73707E-04    0.78758E-06    0.36480E-07
   291    0.42579E+04    0.11203E+03    0.73842E-04    0.11203E+03    0.73393E+01    0.79736E-06    0.73842E-04    0.79736E-06    0.36322E-07
   292    0.42257E+04    0.11268E+03    0.73961E-04    0.11268E+03    0.75018E+01    0.80709E-06    0.73961E-04    0.80709E-06    0.36165E-07
   293    0.41936E+04    0.11328E+03    0.74063E-04    0.11328E+03    0.76650E+01    0.81679E-06    0.74063E-04    0.81679E-06    0.36009E-07
   294    0.41612E+04    0.11386E+03    0.74148E-04    0.11386E+03    0.78304E+01    0.82645E-06    0.74148E-04    0.82645E-06    0.35854E-07
   295    0.41289E+04    0.11440E+03    0.74215E-04    0.11440E+03    0.79965E+01    0.83607E-06    0.74215E-04    0.83607E-06    0.35701E-07
   296    0.40963E+04    0.11490E+03    0.74263E-04    0.11490E+03    0.81649E+01    0.84566E-06    0.74263E-04    0.84566E-06    0.35548E-07
   297    0.40636E+04    0.11538E+03    0.74292E-04    0.11538E+03    0.83332E+01    0.85520E-06    0.74292E-04    0.85520E-06    0.35396E-07
   298    0.40306E+04    0.11581E+03    0.74301E-04    0.11581E+03    0.85037E+01    0.86472E-06    0.74301E-04    0.86472E-06    0.35245E-07
   299    0.39977E+04    0.11621E+03    0.74289E-04    0.11621E+03    0.86757E+01    0.87419E-06    0.74289E-04    0.87419E-06    0.35095E-07
   300    0.39647E+04    0.11657E+03    0.74255E-04    0.11657E+03    0.88477E+01    0.88363E-06    0.74255E-04    0.88363E-06    0.34946E-07
   301    0.39315E+04    0.11690E+03    0.74200E-04    0.11690E+03    0.90211E+01    0.89304E-06    0.74200E-04    0.89304E-06    0.34798E-07
   302    0.38984E+04    0.11721E+03    0.74124E-04    0.11721E+03    0.91953E+01    0.90241E-06    0.74124E-04    0.90241E-06    0.34652E-07
   303    0.38652E+04    0.11746E+03    0.74026E-04    0.11746E+03    0.93709E+01    0.91173E-06    0.74026E-04    0.91173E-06    0.34506E-07
   304    0.38319E+04    0.11768E+03    0.73909E-04    0.11768E+03    0.95480E+01    0.92101E-06    0.73909E-04    0.92101E-06    0.34360E-07
   305    0.37986E+04    0.11787E+03    0.73771E-04    0.11787E+03    0.97251E+01    0.93023E-06    0.73771E-04    0.93023E-06    0.34216E-07
   306    0.37653E+04    0.11801E+03    0.73615E-04    0.11801E+03    0.99029E+01    0.93939E-06    0.73615E-04    0.93939E-06    0.34073E-07
   307    0.37319E+04    0.11812E+03    0.73439E-04    0.11812E+03    0.10082E+02    0.94849E-06    0.73439E-04    0.94849E-06    0.33931E-07
   308    0.36986E+04    0.11820E+03    0.73246E-04    0.11820E+03    0.10262E+02    0.95752E-06    0.73246E-04    0.95752E-06    0.33789E-07
   309    0.36653E+04    0.11824E+03    0.73036E-04    0.11824E+03    0.10442E+02    0.96648E-06    0.73036E-04    0.96648E-06    0.33649E-07
   310    0.36319E+04    0.11824E+03    0.72809E-04    0.11824E+03    0.10622E+02    0.97536E-06    0.72809E-04    0.97536E-06    0.33509E-07
   311    0.35986E+04    0.11820E+03    0.72566E-04    0.11820E+03    0.10805E+02    0.98415E-06    0.72566E-04    0.98415E-06    0.33370E-07
   312    0.35654E+04    0.11813E+03    0.72307E-04    0.11813E+03    0.10986E+02    0.99286E-06    0.72307E-04    0.99286E-06    0.33232E-07
   313    0.35322E+04    0.11801E+03    0.72033E-04    0.11801E+03    0.11168E+02    0.10015E-05    0.72033E-04    0.10015E-05    0.33095E-07
   314    0.34991E+04    0.11787E+03    0.71744E-04    0.11787E+03    0.11351E+02    0.10100E-05    0.71744E-04    0.10100E-05    0.32959E-07
   315    0.34660E+04    0.11768E+03    0.71442E-04    0.11768E+03    0.11534E+02    0.10184E-05    0.71442E-04    0.10184E-05    0.32824E-07
   316    0.34330E+04    0.11746E+03    0.71127E-04    0.11746E+03    0.11717E+02    0.10267E-05    0.71127E-04    0.10267E-05    0.32690E-07
   317    0.34001E+04    0.11720E+03    0.70798E-04    0.11720E+03    0.11899E+02    0.10349E-05    0.70798E-04    0.10349E-05    0.32556E-07
   318    0.33672E+04    0.11690E+03    0.70458E-04    0.11690E+03    0.12083E+02    0.10430E-05    0.70458E-04    0.10430E-05    0.32423E-07
