#    L    TT             EE             TE             PP             TP          
   639    0.18102E+04    0.29678E+02    0.58365E+01    0.51228E+06    0.35153E+03
   640    0.18037E+04    0.29931E+02    0.45793E+01    0.51085E+06    0.35200E+03
   641    0.17973E+04    0.30181E+02    0.32989E+01    0.50942E+06    0.35247E+03
   642    0.17909E+04    0.30426E+02    0.19961E+01    0.50800E+06    0.35294E+03
   643    0.17848E+04    0.30670E+02    0.67143E+00    0.50658E+06    0.35341E+03
   644    0.17789E+04    0.30908E+02   -0.67458E+00    0.50517E+06    0.35387E+03
   645    0.17731E+04    0.31143E+02   -0.20416E+01    0.50377E+06    0.35433E+03
   646    0.17674E+04    0.31375E+02   -0.34291E+01    0.50237E+06    0.35479E+03
   647    0.17620E+04    0.31602E+02   -0.48368E+01    0.50098E+06    0.35525E+03
   648    0.17565E+04    0.31826E+02   -0.62629E+01    0.49959E+06    0.35571E+03
   649    0.17514E+04    0.32046E+02   -0.77082E+01    0.49821E+06    0.35616E+03
   650    0.17464E+04    0.32261E+02   -0.91711E+01    0.49683E+06    0.35661E+03
   651    0.17416E+04    0.32473E+02   -0.10652E+02    0.49546E+06    0.35705E+03
   652    0.17369E+04    0.32680E+02   -0.12149E+02    0.49409E+06    0.35749E+03
   653    0.17325E+04    0.32882E+02   -0.13663E+02    0.49273E+06    0.35793E+03
   654    0.17281E+04    0.33080E+02   -0.15191E+02    0.49137E+06    0.35837E+03
   655    0.17239E+04    0.33274E+02   -0.16734E+02    0.49002E+06    0.35880E+03
   656    0.17200E+04    0.33463E+02   -0.18292E+02    0.48868E+06    0.35922E+03
   657    0.17162E+04    0.33648E+02   -0.19862E+02    0.48734E+06    0.35964E+03
   658    0.17125E+04    0.33828E+02   -0.21446E+02    0.48600E+06    0.36006E+03
   659    0.17092E+04    0.34003E+02   -0.23042E+02    0.48467E+06    0.36048E+03
   660    0.17060E+04    0.34172E+02   -0.24649E+02    0.48335E+06    0.36088E+03
   661    0.17030E+04    0.34336E+02   -0.26266E+02    0.48203E+06    0.36129E+03
   662    0.17001E+04    0.34497E+02   -0.27894E+02    0.48071E+06    0.36169E+03
   663    0.16974E+04    0.34652E+02   -0.29532E+02    0.47940E+06    0.36208E+03
   664    0.16949E+04    0.34801E+02   -0.31178E+02    0.47810E+06    0.36247E+03
   665    0.16926E+04    0.34945E+02   -0.32832E+02    0.47680E+06    0.36286E+03
   666    0.16905E+04    0.35083E+02   -0.34493E+02    0.47551E+06    0.36324E+03
   667    0.16886E+04    0.35217E+02   -0.36161E+02    0.47422E+06    0.36362E+03
   668    0.16868E+04    0.35345E+02   -0.37835E+02    0.47294E+06    0.36399E+03
   669    0.16853E+04    0.35468E+02   -0.39514E+02    0.47166E+06    0.36435E+03
   670    0.16839E+04    0.35584E+02   -0.41196E+02    0.47038E+06    0.36471E+03
   671    0.16828E+04    0.35697E+02   -0.42883E+02    0.46911E+06    0.36506E+03
   672    0.16818E+04    0.35803E+02   -0.44573E+02    0.46785E+06    0.36541E+03
   673    0.16811E+04    0.35904E+02   -0.46265E+02    0.46659E+06    0.36575E+03
   674    0.16805E+04    0.35999E+02   -0.47959E+02    0.46534E+06    0.36609E+03
   675    0.16801E+04    0.36088E+02   -0.49653E+02    0.46409E+06    0.36642E+03
   676    0.16799E+04    0.36171E+02   -0.51347E+02    0.46284E+06    0.36674E+03
   677    0.16799E+04    0.36249E+02   -0.53041E+02    0.46160E+06    0.36706E+03
   678    0.16801E+04    0.36320E+02   -0.54733E+02    0.46037E+06    0.36737E+03
   679    0.16805E+04    0.36386E+02   -0.56423E+02    0.45914E+06    0.36768E+03
   680    0.16812E+04    0.36446E+02   -0.58111E+02    0.45791E+06    0.36798E+03
   681    0.16820E+04    0.36500E+02   -0.59794E+02    0.45669E+06    0.36827E+03
   682    0.16829E+04    0.36548E+02   -0.61474E+02    0.45548E+06    0.36855E+03
   683    0.16842E+04    0.36591E+02   -0.63151E+02    0.45426E+06    0.36883E+03
   684    0.16855E+04    0.36627E+02   -0.64821E+02    0.45306E+06    0.36910E+03
   685    0.16870E+04    0.36657E+02   -0.66485E+02    0.45186E+06    0.36937E+03
   686    0.16887E+04    0.36681E+02   -0.68135E+02    0.45066E+06    0.36963E+03
   687    0.16906E+04    0.36700E+02   -0.69781E+02    0.44946E+06    0.36988E+03
   688    0.16927E+04    0.36712E+02   -0.71420E+02    0.44828E+06    0.37012E+03
   689    0.16950E+04    0.36717E+02   -0.73047E+02    0.44709E+06    0.37035E+03
   690    0.16974E+04    0.36718E+02   -0.74668E+02    0.44591E+06    0.37058E+03
   691    0.17001E+04    0.36711E+02   -0.76275E+02    0.44474E+06    0.37080E+03
   692    0.17029E+04    0.36700E+02   -0.77869E+02    0.44357E+06    0.37101E+03
   693    0.17059E+04    0.36682E+02   -0.79457E+02    0.44240E+06    0.37122E+03
   694    0.17090E+04    0.36658E+02   -0.81025E+02    0.44124E+06    0.37141E+03
   695    0.17124E+04    0.36630E+02   -0.82580E+02    0.44008E+06    0.37160E+03
   696    0.17160E+04    0.36594E+02   -0.84136E+02    0.43893E+06    0.37178E+03
   697    0.17197E+04    0.36552E+02   -0.85664E+02    0.43778E+06    0.37195E+03
   698    0.17235E+04    0.36504E+02   -0.87180E+02    0.43664E+06    0.37212E+03
   699    0.17275E+04    0.36451E+02   -0.88674E+02    0.43550E+06    0.37227E+03
   700    0.17317E+04    0.36392E+02   -0.90156E+02    0.43436E+06    0.37242E+03
   701    0.17361E+04    0.36327E+02   -0.91624E+02    0.43323E+06    0.37256E+03
   702    0.17406E+04    0.36256E+02   -0.93065E+02    0.43210E+06    0.37268E+03
   703    0.17453E+04    0.36179E+02   -0.94508E+02    0.43098E+06    0.37280E+03
   704    0.17501E+04    0.36098E+02   -0.95915E+02    0.42986E+06    0.37291E+03
   705    0.17550E+04    0.36009E+02   -0.97302E+02    0.42874E+06    0.37302E+03
   706    0.17602E+04    0.35916E+02   -0.98675E+02    0.42763E+06    0.37311E+03
   707    0.17654E+04    0.35817E+02   -0.10003E+03    0.42653E+06    0.37319E+03
   708    0.17709E+04    0.35712E+02   -0.10135E+03    0.42542E+06    0.37326E+03
   709    0.17764E+04    0.35602E+02   -0.10266E+03    0.42433E+06    0.37333E+03
   710    0.17821E+04    0.35486E+02   -0.10394E+03    0.42323E+06    0.37338E+03
   711    0.17879E+04    0.35365E+02   -0.10520E+03    0.42214E+06    0.37343E+03
   712    0.17939E+04    0.35239E+02   -0.10644E+03    0.42106E+06    0.37346E+03
   713    0.18001E+04    0.35108E+02   -0.10765E+03    0.41997E+06    0.37349E+03
   714    0.18062E+04    0.34971E+02   -0.10884E+03    0.41890E+06    0.37350E+03
   715    0.18126E+04    0.34829E+02   -0.11000E+03    0.41782E+06    0.37350E+03
   716    0.18191E+04    0.34682E+02   -0.11114E+03    0.41675E+06    0.37350E+03
   717    0.18256E+04    0.34530E+02   -0.11224E+03    0.41568E+06    0.37348E+03
   718    0.18323E+04    0.34374E+02   -0.11333E+03    0.41462E+06    0.37345E+03
   719    0.18391E+04    0.34210E+02   -0.11438E+03    0.41356E+06    0.37342E+03
   720    0.18459E+04    0.34043E+02   -0.11542E+03    0.41251E+06    0.37337E+03
   721    0.18531E+04    0.33873E+02   -0.11641E+03    0.41146E+06    0.37331E+03
   722    0.18601E+04    0.33696E+02   -0.11737E+03    0.41041E+06    0.37324E+03
   723    0.18673E+04    0.33516E+02   -0.11831E+03    0.40937E+06    0.37315E+03
   724    0.18746E+04    0.33331E+02   -0.11923E+03    0.40833E+06    0.37306E+03
   725    0.18820E+04    0.33142E+02   -0.12011E+03    0.40729E+06    0.37296E+03
   726    0.18895E+04    0.32950E+02   -0.12095E+03    0.40626E+06    0.37284E+03
   727    0.18970E+04    0.32752E+02   -0.12177E+03    0.40523E+06    0.37271E+03
   728    0.19046E+04    0.32549E+02   -0.12256E+03    0.40421E+06    0.37258E+03
   729    0.19123E+04    0.32343E+02   -0.12332E+03    0.40319E+06    0.37243E+03
   730    0.19200E+04    0.32133E+02   -0.12404E+03    0.40217E+06    0.37226E+03
   731    0.19280E+04    0.31918E+02   -0.12473E+03    0.40116E+06    0.37209E+03
   732    0.19358E+04    0.31702E+02   -0.12538E+03    0.40015E+06    0.37190E+03
   733    0.19438E+04    0.31480E+02   -0.12601E+03    0.39914E+06    0.37170E+03
   734    0.19519E+04    0.31256E+02   -0.12659E+03    0.39814E+06    0.37149E+03
   735    0.19600E+04    0.31027E+02   -0.12716E+03    0.39714E+06    0.37127E+03
   736    0.19680E+04    0.30795E+02   -0.12768E+03    0.39615E+06    0.37103E+03
   737    0.19762E+04    0.30560E+02   -0.12818E+03    0.39516E+06    0.37079E+03
   738    0.19843E+04    0.30323E+02   -0.12862E+03    0.39417E+06    0.37052E+03
   739    0.19925E+04    0.30082E+02   -0.12904E+03    0.39318E+06    0.37025E+03
   740    0.20008E+04    0.29838E+02   -0.12943E+03    0.39220E+06    0.36996E+03
   741    0.20091E+04    0.29590E+02   -0.12978E+03    0.39122E+06    0.36966E+03
   742    0.20174E+04    0.29342E+02   -0.13009E+03    0.39025E+06    0.36935E+03
   743    0.20257E+04    0.29091E+02   -0.13038E+03    0.38928E+06    0.36903E+03
   744    0.20341E+04    0.28837E+02   -0.13062E+03    0.38831E+06    0.36869E+03
   745    0.20425E+04    0.28581E+02   -0.13084E+03    0.38735E+06    0.36833E+03
   746    0.20507E+04    0.28323E+02   -0.13100E+03    0.38639E+06    0.36797E+03
   747    0.20590E+04    0.28062E+02   -0.13114E+03    0.38543E+06    0.36759E+03
   748    0.20674E+04    0.27800E+02   -0.13124E+03    0.38448E+06    0.36719E+03
   749    0.20758E+04    0.27534E+02   -0.13132E+03    0.38353E+06    0.36678E+03
   750    0.20841E+04    0.27268E+02   -0.13135E+03    0.38258E+06    0.36636E+03
   751    0.20924E+04    0.27000E+02   -0.13135E+03    0.38164E+06    0.36593E+03
   752    0.21008E+04    0.26731E+02   -0.13130E+03    0.38070E+06    0.36548E+03
   753    0.21090E+04    0.26460E+02   -0.13123E+03    0.37976E+06    0.36501E+03
   754    0.21172E+04    0.26188E+02   -0.13111E+03    0.37883E+06    0.36454E+03
   755    0.21255E+04    0.25915E+02   -0.13097E+03    0.37790E+06    0.36405E+03
   756    0.21336E+04    0.25641E+02   -0.13079E+03    0.37697E+06    0.36354E+03
   757    0.21419E+04    0.25366E+02   -0.13056E+03    0.37604E+06    0.36303E+03
   758    0.21499E+04    0.25090E+02   -0.13030E+03    0.37512E+06    0.36250E+03
   759    0.21580E+04    0.24814E+02   -0.13001E+03    0.37420E+06    0.36195E+03
   760    0.21660E+04    0.24537E+02   -0.12969E+03    0.37329E+06    0.36140E+03
   761    0.21739E+04    0.24260E+02   -0.12932E+03    0.37238E+06    0.36083E+03
   762    0.21819E+04    0.23982E+02   -0.12893E+03    0.37147E+06    0.36025E+03
   763    0.21897E+04    0.23705E+02   -0.12849E+03    0.37056E+06    0.35966E+03
   764    0.21975E+04    0.23428E+02   -0.12803E+03    0.36966E+06    0.35905E+03
   765    0.22052E+04    0.23150E+02   -0.12752E+03    0.36876E+06    0.35844E+03
   766    0.22128E+04    0.22873E+02   -0.12699E+03    0.36787E+06    0.35781E+03
   767    0.22204E+04    0.22597E+02   -0.12642E+03    0.36697E+06    0.35717E+03
   768    0.22278E+04    0.22321E+02   -0.12580E+03    0.36608E+06    0.35652E+03
   769    0.22352E+04    0.22045E+02   -0.12517E+03    0.36520E+06    0.35586E+03
   770    0.22425E+04    0.21770E+02   -0.12449E+03    0.36431E+06    0.35519E+03
   771    0.22497E+04    0.21497E+02   -0.12378E+03    0.36343E+06    0.35451E+03
   772    0.22568E+04    0.21224E+02   -0.12303E+03    0.36256E+06    0.35381E+03
   773    0.22638E+04    0.20953E+02   -0.12225E+03    0.36168E+06    0.35311E+03
   774    0.22706E+04    0.20683E+02   -0.12145E+03    0.36081E+06    0.35240E+03
   775    0.22775E+04    0.20414E+02   -0.12061E+03    0.35994E+06    0.35167E+03
   776    0.22841E+04    0.20147E+02   -0.11974E+03    0.35907E+06    0.35094E+03
   777    0.22906E+04    0.19882E+02   -0.11883E+03    0.35821E+06    0.35020E+03
   778    0.22972E+04    0.19618E+02   -0.11789E+03    0.35735E+06    0.34944E+03
   779    0.23035E+04    0.19357E+02   -0.11692E+03    0.35649E+06    0.34868E+03
   780    0.23096E+04    0.19096E+02   -0.11592E+03    0.35564E+06    0.34791E+03
   781    0.23158E+04    0.18839E+02   -0.11490E+03    0.35479E+06    0.34713E+03
   782    0.23217E+04    0.18584E+02   -0.11385E+03    0.35394E+06    0.34634E+03
   783    0.23275E+04    0.18331E+02   -0.11276E+03    0.35309E+06    0.34554E+03
   784    0.23332E+04    0.18081E+02   -0.11164E+03    0.35225E+06    0.34473E+03
   785    0.23387E+04    0.17833E+02   -0.11050E+03    0.35141E+06    0.34392E+03
   786    0.23441E+04    0.17587E+02   -0.10930E+03    0.35057E+06    0.34309E+03
   787    0.23494E+04    0.17345E+02   -0.10810E+03    0.34974E+06    0.34226E+03
   788    0.23544E+04    0.17105E+02   -0.10686E+03    0.34891E+06    0.34142E+03
   789    0.23594E+04    0.16867E+02   -0.10561E+03    0.34808E+06    0.34057E+03
   790    0.23642E+04    0.16635E+02   -0.10432E+03    0.34725E+06    0.33972E+03
   791    0.23689E+04    0.16404E+02   -0.10300E+03    0.34643E+06    0.33886E+03
   792    0.23734E+04    0.16178E+02   -0.10167E+03    0.34561E+06    0.33799E+03
   793    0.23778E+04    0.15956E+02   -0.10029E+03    0.34479E+06    0.33711E+03
   794    0.23819E+04    0.15737E+02   -0.98906E+02    0.34398E+06    0.33623E+03
   795    0.23858E+04    0.15521E+02   -0.97488E+02    0.34316E+06    0.33533E+03
   796    0.23898E+04    0.15310E+02   -0.96056E+02    0.34235E+06    0.33444E+03
   797    0.23934E+04    0.15102E+02   -0.94593E+02    0.34155E+06    0.33353E+03
   798    0.23969E+04    0.14898E+02   -0.93116E+02    0.34074E+06    0.33263E+03
   799    0.24002E+04    0.14699E+02   -0.91616E+02    0.33994E+06    0.33171E+03
   800    0.24034E+04    0.14503E+02   -0.90093E+02    0.33914E+06    0.33079E+03
   801    0.24064E+04    0.14312E+02   -0.88554E+02    0.33835E+06    0.32986E+03
   802    0.24091E+04    0.14125E+02   -0.86979E+02    0.33755E+06    0.32893E+03
   803    0.24118E+04    0.13941E+02   -0.85402E+02    0.33676E+06    0.32799E+03
   804    0.24142E+04    0.13763E+02   -0.83796E+02    0.33597E+06    0.32705E+03
   805    0.24166E+04    0.13589E+02   -0.82174E+02    0.33518E+06    0.32610E+03
   806    0.24187E+04    0.13419E+02   -0.80537E+02    0.33440E+06    0.32514E+03
   807    0.24205E+04    0.13255E+02   -0.78884E+02    0.33362E+06    0.32418E+03
   808    0.24222E+04    0.13096E+02   -0.77208E+02    0.33284E+06    0.32322E+03
   809    0.24237E+04    0.12942E+02   -0.75524E+02    0.33206E+06    0.32225E+03
   810    0.24250E+04    0.12793E+02   -0.73818E+02    0.33129E+06    0.32127E+03
   811    0.24261E+04    0.12648E+02   -0.72096E+02    0.33052E+06    0.32029E+03
   812    0.24270E+04    0.12510E+02   -0.70364E+02    0.32975E+06    0.31931E+03
   813    0.24278E+04    0.12376E+02   -0.68621E+02    0.32898E+06    0.31832E+03
   814    0.24284E+04    0.12247E+02   -0.66865E+02    0.32822E+06    0.31733E+03
   815    0.24288E+04    0.12124E+02   -0.65097E+02    0.32746E+06    0.31633E+03
   816    0.24289E+04    0.12006E+02   -0.63318E+02    0.32670E+06    0.31533E+03
   817    0.24288E+04    0.11894E+02   -0.61529E+02    0.32594E+06    0.31432E+03
   818    0.24287E+04    0.11787E+02   -0.59729E+02    0.32519E+06    0.31331E+03
   819    0.24282E+04    0.11686E+02   -0.57921E+02    0.32444E+06    0.31229E+03
   820    0.24277E+04    0.11590E+02   -0.56103E+02    0.32369E+06    0.31128E+03
   821    0.24268E+04    0.11499E+02   -0.54280E+02    0.32294E+06    0.31025E+03
   822    0.24258E+04    0.11416E+02   -0.52449E+02    0.32220E+06    0.30923E+03
   823    0.24246E+04    0.11337E+02   -0.50610E+02    0.32146E+06    0.30820E+03
   824    0.24231E+04    0.11265E+02   -0.48766E+02    0.32072E+06    0.30716E+03
   825    0.24216E+04    0.11197E+02   -0.46917E+02    0.31998E+06    0.30613E+03
   826    0.24197E+04    0.11137E+02   -0.45064E+02    0.31924E+06    0.30509E+03
   827    0.24176E+04    0.11082E+02   -0.43208E+02    0.31851E+06    0.30404E+03
   828    0.24155E+04    0.11033E+02   -0.41348E+02    0.31778E+06    0.30300E+03
   829    0.24131E+04    0.10991E+02   -0.39487E+02    0.31705E+06    0.30195E+03
   830    0.24105E+04    0.10954E+02   -0.37626E+02    0.31633E+06    0.30089E+03
   831    0.24077E+04    0.10923E+02   -0.35764E+02    0.31560E+06    0.29984E+03
   832    0.24047E+04    0.10898E+02   -0.33902E+02    0.31488E+06    0.29878E+03
   833    0.24015E+04    0.10879E+02   -0.32040E+02    0.31416E+06    0.29771E+03
   834    0.23981E+04    0.10866E+02   -0.30180E+02    0.31345E+06    0.29665E+03
   835    0.23946E+04    0.10860E+02   -0.28322E+02    0.31273E+06    0.29558E+03
   836    0.23907E+04    0.10859E+02   -0.26467E+02    0.31202E+06    0.29451E+03
   837    0.23867E+04    0.10864E+02   -0.24615E+02    0.31131E+06    0.29344E+03
   838    0.23826E+04    0.10876E+02   -0.22767E+02    0.31060E+06    0.29237E+03
   839    0.23781E+04    0.10894E+02   -0.20923E+02    0.30990E+06    0.29129E+03
   840    0.23736E+04    0.10919E+02   -0.19085E+02    0.30919E+06    0.29021E+03
   841    0.23688E+04    0.10949E+02   -0.17254E+02    0.30849E+06    0.28913E+03
   842    0.23638E+04    0.10984E+02   -0.15427E+02    0.30779E+06    0.28805E+03
   843    0.23587E+04    0.11026E+02   -0.13611E+02    0.30710E+06    0.28696E+03
   844    0.23533E+04    0.11075E+02   -0.11802E+02    0.30640E+06    0.28588E+03
   845    0.23478E+04    0.11128E+02   -0.10002E+02    0.30571E+06    0.28479E+03
   846    0.23422E+04    0.11190E+02   -0.82116E+01    0.30502E+06    0.28370E+03
   847    0.23364E+04    0.11255E+02   -0.64313E+01    0.30433E+06    0.28261E+03
   848    0.23304E+04    0.11328E+02   -0.46625E+01    0.30364E+06    0.28151E+03
   849    0.23241E+04    0.11405E+02   -0.29048E+01    0.30296E+06    0.28042E+03
   850    0.23179E+04    0.11490E+02   -0.11590E+01    0.30228E+06    0.27933E+03
   851    0.23113E+04    0.11580E+02    0.57410E+00    0.30160E+06    0.27823E+03
   852    0.23046E+04    0.11677E+02    0.22942E+01    0.30092E+06    0.27713E+03
   853    0.22977E+04    0.11778E+02    0.40006E+01    0.30025E+06    0.27603E+03
   854    0.22906E+04    0.11886E+02    0.56917E+01    0.29957E+06    0.27493E+03
   855    0.22833E+04    0.12000E+02    0.73687E+01    0.29890E+06    0.27383E+03
   856    0.22760E+04    0.12119E+02    0.90296E+01    0.29823E+06    0.27273E+03
   857    0.22684E+04    0.12243E+02    0.10674E+02    0.29756E+06    0.27163E+03
   858    0.22606E+04    0.12375E+02    0.12301E+02    0.29690E+06    0.27053E+03
   859    0.22527E+04    0.12510E+02    0.13912E+02    0.29624E+06    0.26942E+03
   860    0.22447E+04    0.12652E+02    0.15504E+02    0.29557E+06    0.26832E+03
   861    0.22365E+04    0.12799E+02    0.17077E+02    0.29491E+06    0.26721E+03
   862    0.22282E+04    0.12951E+02    0.18632E+02    0.29426E+06    0.26610E+03
   863    0.22197E+04    0.13109E+02    0.20166E+02    0.29360E+06    0.26499E+03
   864    0.22110E+04    0.13272E+02    0.21680E+02    0.29295E+06    0.26388E+03
   865    0.22021E+04    0.13440E+02    0.23172E+02    0.29230E+06    0.26277E+03
   866    0.21934E+04    0.13614E+02    0.24643E+02    0.29165E+06    0.26166E+03
   867    0.21843E+04    0.13793E+02    0.26092E+02    0.29100E+06    0.26055E+03
   868    0.21751E+04    0.13977E+02    0.27518E+02    0.29035E+06    0.25943E+03
   869    0.21658E+04    0.14165E+02    0.28922E+02    0.28971E+06    0.25832E+03
   870    0.21563E+04    0.14359E+02    0.30302E+02    0.28907E+06    0.25720E+03
   871    0.21468E+04    0.14557E+02    0.31658E+02    0.28843E+06    0.25609E+03
   872    0.21371E+04    0.14760E+02    0.32990E+02    0.28779E+06    0.25497E+03
   873    0.21272E+04    0.14968E+02    0.34297E+02    0.28716E+06    0.25385E+03
   874    0.21173E+04    0.15181E+02    0.35579E+02    0.28652E+06    0.25273E+03
   875    0.21072E+04    0.15397E+02    0.36836E+02    0.28589E+06    0.25161E+03
   876    0.20970E+04    0.15619E+02    0.38067E+02    0.28526E+06    0.25049E+03
   877    0.20868E+04    0.15845E+02    0.39271E+02    0.28463E+06    0.24937E+03
   878    0.20764E+04    0.16074E+02    0.40448E+02    0.28400E+06    0.24825E+03
   879    0.20659E+04    0.16308E+02    0.41598E+02    0.28338E+06    0.24713E+03
   880    0.20554E+04    0.16547E+02    0.42721E+02    0.28276E+06    0.24600E+03
   881    0.20447E+04    0.16788E+02    0.43816E+02    0.28214E+06    0.24488E+03
   882    0.20340E+04    0.17033E+02    0.44882E+02    0.28152E+06    0.24375E+03
   883    0.20232E+04    0.17283E+02    0.45918E+02    0.28090E+06    0.24263E+03
   884    0.20122E+04    0.17536E+02    0.46928E+02    0.28029E+06    0.24150E+03
   885    0.20011E+04    0.17793E+02    0.47906E+02    0.27967E+06    0.24037E+03
   886    0.19900E+04    0.18053E+02    0.48856E+02    0.27906E+06    0.23924E+03
   887    0.19788E+04    0.18316E+02    0.49775E+02    0.27845E+06    0.23811E+03
   888    0.19677E+04    0.18583E+02    0.50664E+02    0.27784E+06    0.23698E+03
   889    0.19562E+04    0.18852E+02    0.51523E+02    0.27724E+06    0.23585E+03
   890    0.19448E+04    0.19126E+02    0.52350E+02    0.27663E+06    0.23472E+03
   891    0.19334E+04    0.19402E+02    0.53147E+02    0.27603E+06    0.23359E+03
   892    0.19219E+04    0.19680E+02    0.53914E+02    0.27543E+06    0.23246E+03
   893    0.19103E+04    0.19961E+02    0.54649E+02    0.27483E+06    0.23132E+03
   894    0.18987E+04    0.20245E+02    0.55352E+02    0.27423E+06    0.23019E+03
   895    0.18870E+04    0.20531E+02    0.56026E+02    0.27364E+06    0.22905E+03
   896    0.18753E+04    0.20819E+02    0.56666E+02    0.27304E+06    0.22792E+03
   897    0.18635E+04    0.21111E+02    0.57276E+02    0.27245E+06    0.22678E+03
   898    0.18517E+04    0.21403E+02    0.57853E+02    0.27186E+06    0.22565E+03
   899    0.18399E+04    0.21699E+02    0.58398E+02    0.27127E+06    0.22451E+03
   900    0.18280E+04    0.21995E+02    0.58912E+02    0.27068E+06    0.22337E+03
   901    0.18162E+04    0.22294E+02    0.59393E+02    0.27010E+06    0.22223E+03
   902    0.18042E+04    0.22594E+02    0.59842E+02    0.26951E+06    0.22109E+03
   903    0.17922E+04    0.22895E+02    0.60258E+02    0.26893E+06    0.21996E+03
   904    0.17803E+04    0.23198E+02    0.60642E+02    0.26835E+06    0.21882E+03
   905    0.17683E+04    0.23503E+02    0.60993E+02    0.26777E+06    0.21768E+03
   906    0.17563E+04    0.23808E+02    0.61310E+02    0.26720E+06    0.21654E+03
   907    0.17443E+04    0.24114E+02    0.61595E+02    0.26662E+06    0.21540E+03
   908    0.17324E+04    0.24421E+02    0.61848E+02    0.26605E+06    0.21426E+03
   909    0.17205E+04    0.24729E+02    0.62067E+02    0.26548E+06    0.21312E+03
   910    0.17084E+04    0.25038E+02    0.62255E+02    0.26491E+06    0.21198E+03
   911    0.16964E+04    0.25346E+02    0.62409E+02    0.26434E+06    0.21084E+03
   912    0.16844E+04    0.25656E+02    0.62530E+02    0.26377E+06    0.20970E+03
   913    0.16722E+04    0.25965E+02    0.62619E+02    0.26320E+06    0.20857E+03
   914    0.16604E+04    0.26275E+02    0.62676E+02    0.26264E+06    0.20743E+03
   915    0.16483E+04    0.26585E+02    0.62700E+02    0.26208E+06    0.20629E+03
   916    0.16365E+04    0.26894E+02    0.62692E+02    0.26152E+06    0.20516E+03
   917    0.16245E+04    0.27204E+02    0.62652E+02    0.26096E+06    0.20403E+03
   918    0.16127E+04    0.27513E+02    0.62579E+02    0.26040E+06    0.20289E+03
   919    0.16009E+04    0.27821E+02    0.62475E+02    0.25985E+06    0.20176E+03
   920    0.15890E+04    0.28129E+02    0.62338E+02    0.25929E+06    0.20063E+03
   921    0.15773E+04    0.28436E+02    0.62169E+02    0.25874E+06    0.19950E+03
   922    0.15656E+04    0.28742E+02    0.61968E+02    0.25819E+06    0.19838E+03
   923    0.15539E+04    0.29047E+02    0.61737E+02    0.25764E+06    0.19725E+03
   924    0.15422E+04    0.29351E+02    0.61474E+02    0.25709E+06    0.19613E+03
   925    0.15307E+04    0.29653E+02    0.61180E+02    0.25654E+06    0.19501E+03
   926    0.15191E+04    0.29955E+02    0.60855E+02    0.25600E+06    0.19389E+03
   927    0.15077E+04    0.30255E+02    0.60500E+02    0.25546E+06    0.19277E+03
   928    0.14963E+04    0.30553E+02    0.60114E+02    0.25491E+06    0.19166E+03
   929    0.14849E+04    0.30850E+02    0.59699E+02    0.25437E+06    0.19055E+03
   930    0.14737E+04    0.31143E+02    0.59253E+02    0.25384E+06    0.18944E+03
   931    0.14624E+04    0.31437E+02    0.58778E+02    0.25330E+06    0.18833E+03
   932    0.14513E+04    0.31727E+02    0.58274E+02    0.25276E+06    0.18722E+03
   933    0.14403E+04    0.32014E+02    0.57741E+02    0.25223E+06    0.18612E+03
   934    0.14293E+04    0.32301E+02    0.57181E+02    0.25170E+06    0.18502E+03
   935    0.14184E+04    0.32584E+02    0.56590E+02    0.25117E+06    0.18393E+03
   936    0.14076E+04    0.32865E+02    0.55973E+02    0.25064E+06    0.18283E+03
   937    0.13968E+04    0.33144E+02    0.55327E+02    0.25011E+06    0.18174E+03
   938    0.13862E+04    0.33420E+02    0.54655E+02    0.24958E+06    0.18065E+03
   939    0.13757E+04    0.33691E+02    0.53955E+02    0.24906E+06    0.17957E+03
   940    0.13652E+04    0.33961E+02    0.53228E+02    0.24853E+06    0.17849E+03
   941    0.13548E+04    0.34228E+02    0.52476E+02    0.24801E+06    0.17741E+03
   942    0.13445E+04    0.34491E+02    0.51697E+02    0.24749E+06    0.17634E+03
   943    0.13344E+04    0.34751E+02    0.50893E+02    0.24697E+06    0.17527E+03
   944    0.13244E+04    0.35007E+02    0.50063E+02    0.24645E+06    0.17421E+03
   945    0.13144E+04    0.35259E+02    0.49209E+02    0.24594E+06    0.17315E+03
   946    0.13046E+04    0.35508E+02    0.48331E+02    0.24542E+06    0.17209E+03
   947    0.12949E+04    0.35754E+02    0.47429E+02    0.24491E+06    0.17104E+03
   948    0.12851E+04    0.35996E+02    0.46504E+02    0.24439E+06    0.16999E+03
   949    0.12756E+04    0.36233E+02    0.45556E+02    0.24388E+06    0.16894E+03
   950    0.12662E+04    0.36467E+02    0.44586E+02    0.24337E+06    0.16790E+03
   951    0.12570E+04    0.36698E+02    0.43593E+02    0.24287E+06    0.16687E+03
   952    0.12478E+04    0.36924E+02    0.42580E+02    0.24236E+06    0.16584E+03
   953    0.12388E+04    0.37144E+02    0.41545E+02    0.24185E+06    0.16481E+03
   954    0.12298E+04    0.37362E+02    0.40490E+02    0.24135E+06    0.16379E+03
   955    0.12210E+04    0.37574E+02    0.39414E+02    0.24085E+06    0.16277E+03
   956    0.12123E+04    0.37782E+02    0.38319E+02    0.24035E+06    0.16176E+03
   957    0.12038E+04    0.37985E+02    0.37205E+02    0.23985E+06    0.16075E+03
   958    0.11953E+04    0.38183E+02    0.36071E+02    0.23935E+06    0.15975E+03
