#    L    TT             EE             TE             PP             TP          
   318    0.33672E+04    0.12083E+02    0.11690E+03    0.15038E+07    0.12009E+04
   319    0.33345E+04    0.12266E+02    0.11657E+03    0.14977E+07    0.11949E+04
   320    0.33019E+04    0.12449E+02    0.11620E+03    0.14917E+07    0.11887E+04
   321    0.32694E+04    0.12633E+02    0.11579E+03    0.14857E+07    0.11824E+04
   322    0.32371E+04    0.12815E+02    0.11535E+03    0.14797E+07    0.11759E+04
   323    0.32049E+04    0.12998E+02    0.11487E+03    0.14737E+07    0.11692E+04
   324    0.31729E+04    0.13181E+02    0.11434E+03    0.14678E+07    0.11624E+04
   325    0.31410E+04    0.13361E+02    0.11380E+03    0.14619E+07    0.11555E+04
   326    0.31093E+04    0.13542E+02    0.11320E+03    0.14561E+07    0.11484E+04
   327    0.30777E+04    0.13723E+02    0.11257E+03    0.14503E+07    0.11412E+04
   328    0.30464E+04    0.13903E+02    0.11191E+03    0.14445E+07    0.11339E+04
   329    0.30152E+04    0.14082E+02    0.11121E+03    0.14388E+07    0.11265E+04
   330    0.29842E+04    0.14261E+02    0.11047E+03    0.14331E+07    0.11190E+04
   331    0.29536E+04    0.14438E+02    0.10971E+03    0.14274E+07    0.11115E+04
   332    0.29230E+04    0.14615E+02    0.10891E+03    0.14218E+07    0.11039E+04
   333    0.28927E+04    0.14791E+02    0.10807E+03    0.14162E+07    0.10962E+04
   334    0.28627E+04    0.14966E+02    0.10720E+03    0.14106E+07    0.10885E+04
   335    0.28328E+04    0.15140E+02    0.10630E+03    0.14051E+07    0.10807E+04
   336    0.28032E+04    0.15312E+02    0.10536E+03    0.13995E+07    0.10729E+04
   337    0.27740E+04    0.15483E+02    0.10438E+03    0.13941E+07    0.10651E+04
   338    0.27449E+04    0.15653E+02    0.10337E+03    0.13886E+07    0.10573E+04
   339    0.27162E+04    0.15822E+02    0.10233E+03    0.13832E+07    0.10495E+04
   340    0.26877E+04    0.15990E+02    0.10127E+03    0.13778E+07    0.10417E+04
   341    0.26594E+04    0.16155E+02    0.10016E+03    0.13725E+07    0.10339E+04
   342    0.26315E+04    0.16320E+02    0.99027E+02    0.13671E+07    0.10262E+04
   343    0.26039E+04    0.16482E+02    0.97862E+02    0.13618E+07    0.10185E+04
   344    0.25766E+04    0.16643E+02    0.96666E+02    0.13566E+07    0.10108E+04
   345    0.25496E+04    0.16802E+02    0.95441E+02    0.13513E+07    0.10033E+04
   346    0.25229E+04    0.16959E+02    0.94194E+02    0.13461E+07    0.99575E+03
   347    0.24965E+04    0.17114E+02    0.92910E+02    0.13409E+07    0.98833E+03
   348    0.24705E+04    0.17267E+02    0.91596E+02    0.13357E+07    0.98100E+03
   349    0.24448E+04    0.17419E+02    0.90252E+02    0.13306E+07    0.97377E+03
   350    0.24194E+04    0.17567E+02    0.88887E+02    0.13255E+07    0.96666E+03
   351    0.23945E+04    0.17714E+02    0.87492E+02    0.13204E+07    0.95966E+03
   352    0.23698E+04    0.17859E+02    0.86067E+02    0.13154E+07    0.95279E+03
   353    0.23455E+04    0.18001E+02    0.84627E+02    0.13103E+07    0.94603E+03
   354    0.23215E+04    0.18141E+02    0.83150E+02    0.13053E+07    0.93939E+03
   355    0.22980E+04    0.18279E+02    0.81651E+02    0.13003E+07    0.93286E+03
   356    0.22748E+04    0.18414E+02    0.80138E+02    0.12954E+07    0.92643E+03
   357    0.22520E+04    0.18547E+02    0.78594E+02    0.12905E+07    0.92011E+03
   358    0.22296E+04    0.18676E+02    0.77036E+02    0.12856E+07    0.91389E+03
   359    0.22075E+04    0.18802E+02    0.75447E+02    0.12807E+07    0.90777E+03
   360    0.21858E+04    0.18927E+02    0.73841E+02    0.12758E+07    0.90174E+03
   361    0.21646E+04    0.19049E+02    0.72211E+02    0.12710E+07    0.89580E+03
   362    0.21437E+04    0.19167E+02    0.70561E+02    0.12662E+07    0.88996E+03
   363    0.21232E+04    0.19284E+02    0.68893E+02    0.12614E+07    0.88420E+03
   364    0.21032E+04    0.19396E+02    0.67203E+02    0.12566E+07    0.87852E+03
   365    0.20835E+04    0.19506E+02    0.65498E+02    0.12519E+07    0.87292E+03
   366    0.20642E+04    0.19613E+02    0.63774E+02    0.12472E+07    0.86740E+03
   367    0.20454E+04    0.19716E+02    0.62034E+02    0.12425E+07    0.86195E+03
   368    0.20269E+04    0.19817E+02    0.60278E+02    0.12379E+07    0.85657E+03
   369    0.20090E+04    0.19915E+02    0.58506E+02    0.12332E+07    0.85125E+03
   370    0.19914E+04    0.20009E+02    0.56721E+02    0.12286E+07    0.84600E+03
   371    0.19743E+04    0.20099E+02    0.54921E+02    0.12240E+07    0.84082E+03
   372    0.19575E+04    0.20186E+02    0.53109E+02    0.12194E+07    0.83569E+03
   373    0.19412E+04    0.20270E+02    0.51282E+02    0.12149E+07    0.83061E+03
   374    0.19253E+04    0.20351E+02    0.49446E+02    0.12104E+07    0.82559E+03
   375    0.19098E+04    0.20429E+02    0.47598E+02    0.12059E+07    0.82061E+03
   376    0.18948E+04    0.20503E+02    0.45740E+02    0.12014E+07    0.81568E+03
   377    0.18803E+04    0.20573E+02    0.43874E+02    0.11969E+07    0.81079E+03
   378    0.18661E+04    0.20640E+02    0.41998E+02    0.11925E+07    0.80594E+03
   379    0.18524E+04    0.20703E+02    0.40115E+02    0.11881E+07    0.80113E+03
   380    0.18391E+04    0.20764E+02    0.38224E+02    0.11837E+07    0.79635E+03
   381    0.18263E+04    0.20818E+02    0.36327E+02    0.11793E+07    0.79160E+03
   382    0.18138E+04    0.20870E+02    0.34425E+02    0.11749E+07    0.78687E+03
   383    0.18018E+04    0.20918E+02    0.32518E+02    0.11706E+07    0.78217E+03
   384    0.17904E+04    0.20962E+02    0.30607E+02    0.11663E+07    0.77749E+03
   385    0.17792E+04    0.21004E+02    0.28693E+02    0.11620E+07    0.77283E+03
   386    0.17686E+04    0.21041E+02    0.26776E+02    0.11578E+07    0.76818E+03
   387    0.17583E+04    0.21074E+02    0.24858E+02    0.11535E+07    0.76354E+03
   388    0.17485E+04    0.21103E+02    0.22939E+02    0.11493E+07    0.75891E+03
   389    0.17391E+04    0.21127E+02    0.21020E+02    0.11451E+07    0.75429E+03
   390    0.17301E+04    0.21149E+02    0.19103E+02    0.11409E+07    0.74967E+03
   391    0.17216E+04    0.21167E+02    0.17185E+02    0.11367E+07    0.74504E+03
   392    0.17135E+04    0.21183E+02    0.15272E+02    0.11326E+07    0.74041E+03
   393    0.17059E+04    0.21193E+02    0.13360E+02    0.11284E+07    0.73578E+03
   394    0.16986E+04    0.21200E+02    0.11453E+02    0.11243E+07    0.73113E+03
   395    0.16917E+04    0.21202E+02    0.95499E+01    0.11202E+07    0.72647E+03
   396    0.16854E+04    0.21201E+02    0.76531E+01    0.11162E+07    0.72179E+03
   397    0.16793E+04    0.21196E+02    0.57618E+01    0.11121E+07    0.71709E+03
   398    0.16738E+04    0.21186E+02    0.38771E+01    0.11081E+07    0.71237E+03
   399    0.16686E+04    0.21173E+02    0.20001E+01    0.11041E+07    0.70763E+03
   400    0.16638E+04    0.21157E+02    0.13143E+00    0.11001E+07    0.70285E+03
   401    0.16594E+04    0.21136E+02   -0.17282E+01    0.10961E+07    0.69804E+03
   402    0.16555E+04    0.21111E+02   -0.35778E+01    0.10921E+07    0.69320E+03
   403    0.16520E+04    0.21082E+02   -0.54169E+01    0.10882E+07    0.68834E+03
   404    0.16488E+04    0.21050E+02   -0.72439E+01    0.10843E+07    0.68345E+03
   405    0.16461E+04    0.21013E+02   -0.90596E+01    0.10804E+07    0.67853E+03
   406    0.16436E+04    0.20973E+02   -0.10862E+02    0.10765E+07    0.67360E+03
   407    0.16416E+04    0.20929E+02   -0.12652E+02    0.10726E+07    0.66864E+03
   408    0.16400E+04    0.20881E+02   -0.14426E+02    0.10688E+07    0.66367E+03
   409    0.16388E+04    0.20830E+02   -0.16185E+02    0.10649E+07    0.65868E+03
   410    0.16380E+04    0.20774E+02   -0.17930E+02    0.10611E+07    0.65369E+03
   411    0.16375E+04    0.20715E+02   -0.19657E+02    0.10573E+07    0.64868E+03
   412    0.16374E+04    0.20653E+02   -0.21368E+02    0.10535E+07    0.64366E+03
   413    0.16376E+04    0.20586E+02   -0.23061E+02    0.10498E+07    0.63864E+03
   414    0.16382E+04    0.20516E+02   -0.24736E+02    0.10460E+07    0.63362E+03
   415    0.16392E+04    0.20444E+02   -0.26391E+02    0.10423E+07    0.62859E+03
   416    0.16404E+04    0.20366E+02   -0.28027E+02    0.10386E+07    0.62357E+03
   417    0.16420E+04    0.20286E+02   -0.29644E+02    0.10349E+07    0.61855E+03
   418    0.16440E+04    0.20201E+02   -0.31238E+02    0.10312E+07    0.61353E+03
   419    0.16463E+04    0.20114E+02   -0.32811E+02    0.10276E+07    0.60852E+03
   420    0.16489E+04    0.20023E+02   -0.34362E+02    0.10239E+07    0.60353E+03
   421    0.16519E+04    0.19929E+02   -0.35890E+02    0.10203E+07    0.59854E+03
   422    0.16552E+04    0.19831E+02   -0.37395E+02    0.10167E+07    0.59357E+03
   423    0.16587E+04    0.19730E+02   -0.38876E+02    0.10131E+07    0.58862E+03
   424    0.16626E+04    0.19625E+02   -0.40333E+02    0.10095E+07    0.58369E+03
   425    0.16668E+04    0.19517E+02   -0.41764E+02    0.10060E+07    0.57878E+03
   426    0.16713E+04    0.19407E+02   -0.43170E+02    0.10024E+07    0.57389E+03
   427    0.16760E+04    0.19293E+02   -0.44551E+02    0.99888E+06    0.56903E+03
   428    0.16810E+04    0.19176E+02   -0.45904E+02    0.99537E+06    0.56420E+03
   429    0.16862E+04    0.19056E+02   -0.47229E+02    0.99187E+06    0.55939E+03
   430    0.16919E+04    0.18934E+02   -0.48529E+02    0.98839E+06    0.55462E+03
   431    0.16977E+04    0.18808E+02   -0.49799E+02    0.98493E+06    0.54989E+03
   432    0.17037E+04    0.18679E+02   -0.51043E+02    0.98148E+06    0.54519E+03
   433    0.17101E+04    0.18548E+02   -0.52255E+02    0.97805E+06    0.54053E+03
   434    0.17166E+04    0.18414E+02   -0.53440E+02    0.97463E+06    0.53591E+03
   435    0.17234E+04    0.18279E+02   -0.54596E+02    0.97123E+06    0.53134E+03
   436    0.17304E+04    0.18140E+02   -0.55721E+02    0.96785E+06    0.52681E+03
   437    0.17377E+04    0.17999E+02   -0.56816E+02    0.96448E+06    0.52234E+03
   438    0.17451E+04    0.17855E+02   -0.57879E+02    0.96113E+06    0.51791E+03
   439    0.17529E+04    0.17710E+02   -0.58912E+02    0.95779E+06    0.51353E+03
   440    0.17608E+04    0.17561E+02   -0.59913E+02    0.95447E+06    0.50922E+03
   441    0.17689E+04    0.17411E+02   -0.60883E+02    0.95116E+06    0.50495E+03
   442    0.17771E+04    0.17258E+02   -0.61820E+02    0.94786E+06    0.50075E+03
   443    0.17856E+04    0.17104E+02   -0.62726E+02    0.94459E+06    0.49661E+03
   444    0.17942E+04    0.16948E+02   -0.63597E+02    0.94132E+06    0.49254E+03
   445    0.18030E+04    0.16788E+02   -0.64437E+02    0.93808E+06    0.48853E+03
   446    0.18119E+04    0.16629E+02   -0.65242E+02    0.93484E+06    0.48458E+03
   447    0.18210E+04    0.16468E+02   -0.66015E+02    0.93163E+06    0.48071E+03
   448    0.18302E+04    0.16304E+02   -0.66754E+02    0.92842E+06    0.47692E+03
   449    0.18396E+04    0.16139E+02   -0.67459E+02    0.92523E+06    0.47320E+03
   450    0.18492E+04    0.15973E+02   -0.68130E+02    0.92206E+06    0.46955E+03
   451    0.18589E+04    0.15805E+02   -0.68767E+02    0.91890E+06    0.46599E+03
   452    0.18686E+04    0.15636E+02   -0.69372E+02    0.91575E+06    0.46250E+03
   453    0.18786E+04    0.15467E+02   -0.69941E+02    0.91262E+06    0.45909E+03
   454    0.18886E+04    0.15295E+02   -0.70476E+02    0.90950E+06    0.45576E+03
   455    0.18986E+04    0.15124E+02   -0.70978E+02    0.90640E+06    0.45250E+03
   456    0.19089E+04    0.14950E+02   -0.71440E+02    0.90331E+06    0.44932E+03
   457    0.19191E+04    0.14777E+02   -0.71876E+02    0.90024E+06    0.44621E+03
   458    0.19295E+04    0.14602E+02   -0.72267E+02    0.89718E+06    0.44317E+03
   459    0.19400E+04    0.14428E+02   -0.72629E+02    0.89413E+06    0.44020E+03
   460    0.19505E+04    0.14252E+02   -0.72955E+02    0.89110E+06    0.43730E+03
   461    0.19610E+04    0.14076E+02   -0.73247E+02    0.88808E+06    0.43447E+03
   462    0.19716E+04    0.13899E+02   -0.73499E+02    0.88507E+06    0.43171E+03
   463    0.19823E+04    0.13723E+02   -0.73729E+02    0.88208E+06    0.42901E+03
   464    0.19929E+04    0.13546E+02   -0.73908E+02    0.87910E+06    0.42637E+03
   465    0.20035E+04    0.13370E+02   -0.74064E+02    0.87613E+06    0.42380E+03
   466    0.20143E+04    0.13193E+02   -0.74176E+02    0.87318E+06    0.42129E+03
   467    0.20251E+04    0.13016E+02   -0.74259E+02    0.87024E+06    0.41884E+03
   468    0.20358E+04    0.12840E+02   -0.74305E+02    0.86732E+06    0.41645E+03
   469    0.20465E+04    0.12663E+02   -0.74322E+02    0.86440E+06    0.41411E+03
   470    0.20574E+04    0.12488E+02   -0.74302E+02    0.86150E+06    0.41184E+03
   471    0.20680E+04    0.12314E+02   -0.74245E+02    0.85862E+06    0.40962E+03
   472    0.20787E+04    0.12140E+02   -0.74158E+02    0.85574E+06    0.40745E+03
   473    0.20894E+04    0.11966E+02   -0.74035E+02    0.85288E+06    0.40534E+03
   474    0.21001E+04    0.11794E+02   -0.73882E+02    0.85003E+06    0.40328E+03
   475    0.21108E+04    0.11622E+02   -0.73692E+02    0.84720E+06    0.40127E+03
   476    0.21214E+04    0.11452E+02   -0.73467E+02    0.84438E+06    0.39931E+03
   477    0.21319E+04    0.11283E+02   -0.73217E+02    0.84157E+06    0.39740E+03
   478    0.21424E+04    0.11114E+02   -0.72924E+02    0.83877E+06    0.39554E+03
   479    0.21528E+04    0.10947E+02   -0.72611E+02    0.83598E+06    0.39372E+03
   480    0.21632E+04    0.10782E+02   -0.72260E+02    0.83321E+06    0.39195E+03
   481    0.21735E+04    0.10618E+02   -0.71873E+02    0.83045E+06    0.39022E+03
   482    0.21838E+04    0.10456E+02   -0.71458E+02    0.82770E+06    0.38854E+03
   483    0.21939E+04    0.10295E+02   -0.71016E+02    0.82496E+06    0.38689E+03
   484    0.22038E+04    0.10137E+02   -0.70541E+02    0.82224E+06    0.38529E+03
   485    0.22139E+04    0.99794E+01   -0.70035E+02    0.81953E+06    0.38372E+03
   486    0.22238E+04    0.98250E+01   -0.69500E+02    0.81683E+06    0.38219E+03
   487    0.22335E+04    0.96728E+01   -0.68936E+02    0.81414E+06    0.38070E+03
   488    0.22431E+04    0.95219E+01   -0.68342E+02    0.81146E+06    0.37925E+03
   489    0.22526E+04    0.93738E+01   -0.67720E+02    0.80879E+06    0.37783E+03
   490    0.22621E+04    0.92285E+01   -0.67068E+02    0.80614E+06    0.37644E+03
   491    0.22713E+04    0.90853E+01   -0.66391E+02    0.80350E+06    0.37508E+03
   492    0.22805E+04    0.89449E+01   -0.65686E+02    0.80087E+06    0.37375E+03
   493    0.22895E+04    0.88058E+01   -0.64953E+02    0.79825E+06    0.37245E+03
   494    0.22984E+04    0.86711E+01   -0.64195E+02    0.79564E+06    0.37119E+03
   495    0.23071E+04    0.85384E+01   -0.63411E+02    0.79304E+06    0.36994E+03
   496    0.23156E+04    0.84092E+01   -0.62602E+02    0.79046E+06    0.36873E+03
   497    0.23241E+04    0.82828E+01   -0.61767E+02    0.78788E+06    0.36753E+03
   498    0.23323E+04    0.81585E+01   -0.60910E+02    0.78532E+06    0.36636E+03
   499    0.23405E+04    0.80384E+01   -0.60027E+02    0.78276E+06    0.36522E+03
   500    0.23485E+04    0.79204E+01   -0.59123E+02    0.78022E+06    0.36409E+03
   501    0.23562E+04    0.78067E+01   -0.58197E+02    0.77769E+06    0.36298E+03
   502    0.23639E+04    0.76965E+01   -0.57247E+02    0.77517E+06    0.36189E+03
   503    0.23713E+04    0.75891E+01   -0.56277E+02    0.77266E+06    0.36083E+03
   504    0.23785E+04    0.74852E+01   -0.55285E+02    0.77016E+06    0.35978E+03
   505    0.23857E+04    0.73856E+01   -0.54275E+02    0.76767E+06    0.35875E+03
   506    0.23925E+04    0.72897E+01   -0.53244E+02    0.76519E+06    0.35774E+03
   507    0.23992E+04    0.71972E+01   -0.52194E+02    0.76273E+06    0.35675E+03
   508    0.24057E+04    0.71091E+01   -0.51126E+02    0.76027E+06    0.35578E+03
   509    0.24120E+04    0.70245E+01   -0.50041E+02    0.75782E+06    0.35482E+03
   510    0.24181E+04    0.69440E+01   -0.48940E+02    0.75539E+06    0.35389E+03
   511    0.24240E+04    0.68674E+01   -0.47821E+02    0.75296E+06    0.35297E+03
   512    0.24297E+04    0.67950E+01   -0.46688E+02    0.75054E+06    0.35208E+03
   513    0.24352E+04    0.67267E+01   -0.45540E+02    0.74814E+06    0.35120E+03
   514    0.24406E+04    0.66627E+01   -0.44378E+02    0.74574E+06    0.35034E+03
   515    0.24457E+04    0.66031E+01   -0.43202E+02    0.74336E+06    0.34950E+03
   516    0.24505E+04    0.65478E+01   -0.42013E+02    0.74098E+06    0.34867E+03
   517    0.24551E+04    0.64970E+01   -0.40813E+02    0.73862E+06    0.34787E+03
   518    0.24596E+04    0.64506E+01   -0.39601E+02    0.73626E+06    0.34708E+03
   519    0.24639E+04    0.64088E+01   -0.38378E+02    0.73392E+06    0.34631E+03
   520    0.24679E+04    0.63715E+01   -0.37145E+02    0.73158E+06    0.34556E+03
   521    0.24716E+04    0.63388E+01   -0.35904E+02    0.72926E+06    0.34483E+03
   522    0.24751E+04    0.63109E+01   -0.34653E+02    0.72694E+06    0.34411E+03
   523    0.24784E+04    0.62877E+01   -0.33396E+02    0.72463E+06    0.34342E+03
   524    0.24815E+04    0.62692E+01   -0.32131E+02    0.72234E+06    0.34274E+03
   525    0.24843E+04    0.62555E+01   -0.30859E+02    0.72005E+06    0.34207E+03
   526    0.24869E+04    0.62466E+01   -0.29581E+02    0.71777E+06    0.34143E+03
   527    0.24894E+04    0.62425E+01   -0.28299E+02    0.71551E+06    0.34080E+03
   528    0.24916E+04    0.62433E+01   -0.27014E+02    0.71325E+06    0.34019E+03
   529    0.24936E+04    0.62491E+01   -0.25724E+02    0.71100E+06    0.33960E+03
   530    0.24952E+04    0.62599E+01   -0.24433E+02    0.70876E+06    0.33902E+03
   531    0.24969E+04    0.62755E+01   -0.23139E+02    0.70653E+06    0.33846E+03
   532    0.24981E+04    0.62963E+01   -0.21844E+02    0.70431E+06    0.33792E+03
   533    0.24991E+04    0.63220E+01   -0.20549E+02    0.70210E+06    0.33739E+03
   534    0.24999E+04    0.63527E+01   -0.19254E+02    0.69990E+06    0.33689E+03
   535    0.25005E+04    0.63886E+01   -0.17960E+02    0.69770E+06    0.33639E+03
   536    0.25008E+04    0.64295E+01   -0.16668E+02    0.69552E+06    0.33592E+03
   537    0.25010E+04    0.64754E+01   -0.15378E+02    0.69335E+06    0.33546E+03
   538    0.25008E+04    0.65266E+01   -0.14092E+02    0.69118E+06    0.33502E+03
   539    0.25005E+04    0.65826E+01   -0.12810E+02    0.68902E+06    0.33459E+03
   540    0.24999E+04    0.66441E+01   -0.11532E+02    0.68688E+06    0.33418E+03
   541    0.24991E+04    0.67104E+01   -0.10260E+02    0.68474E+06    0.33378E+03
   542    0.24981E+04    0.67819E+01   -0.89940E+01    0.68261E+06    0.33341E+03
   543    0.24968E+04    0.68586E+01   -0.77350E+01    0.68049E+06    0.33304E+03
   544    0.24954E+04    0.69403E+01   -0.64834E+01    0.67837E+06    0.33270E+03
   545    0.24936E+04    0.70271E+01   -0.52399E+01    0.67627E+06    0.33237E+03
   546    0.24918E+04    0.71188E+01   -0.40056E+01    0.67417E+06    0.33205E+03
   547    0.24896E+04    0.72155E+01   -0.27805E+01    0.67209E+06    0.33175E+03
   548    0.24873E+04    0.73173E+01   -0.15659E+01    0.67001E+06    0.33147E+03
   549    0.24847E+04    0.74242E+01   -0.36242E+00    0.66794E+06    0.33120E+03
   550    0.24819E+04    0.75362E+01    0.82947E+00    0.66588E+06    0.33095E+03
   551    0.24790E+04    0.76532E+01    0.20091E+01    0.66383E+06    0.33071E+03
   552    0.24758E+04    0.77753E+01    0.31754E+01    0.66178E+06    0.33049E+03
   553    0.24724E+04    0.79010E+01    0.43282E+01    0.65975E+06    0.33028E+03
   554    0.24688E+04    0.80333E+01    0.54666E+01    0.65772E+06    0.33009E+03
   555    0.24650E+04    0.81699E+01    0.65897E+01    0.65570E+06    0.32991E+03
   556    0.24610E+04    0.83117E+01    0.76975E+01    0.65369E+06    0.32974E+03
   557    0.24568E+04    0.84577E+01    0.87881E+01    0.65169E+06    0.32959E+03
   558    0.24524E+04    0.86097E+01    0.98622E+01    0.64969E+06    0.32946E+03
   559    0.24477E+04    0.87652E+01    0.10919E+02    0.64771E+06    0.32934E+03
   560    0.24430E+04    0.89252E+01    0.11957E+02    0.64573E+06    0.32923E+03
   561    0.24379E+04    0.90902E+01    0.12976E+02    0.64376E+06    0.32914E+03
   562    0.24329E+04    0.92604E+01    0.13975E+02    0.64180E+06    0.32906E+03
   563    0.24275E+04    0.94343E+01    0.14957E+02    0.63984E+06    0.32899E+03
   564    0.24221E+04    0.96140E+01    0.15915E+02    0.63790E+06    0.32894E+03
   565    0.24164E+04    0.97966E+01    0.16853E+02    0.63596E+06    0.32890E+03
   566    0.24106E+04    0.99843E+01    0.17769E+02    0.63403E+06    0.32887E+03
   567    0.24046E+04    0.10176E+02    0.18663E+02    0.63211E+06    0.32886E+03
   568    0.23984E+04    0.10372E+02    0.19533E+02    0.63019E+06    0.32886E+03
   569    0.23921E+04    0.10573E+02    0.20383E+02    0.62829E+06    0.32887E+03
   570    0.23856E+04    0.10778E+02    0.21206E+02    0.62639E+06    0.32889E+03
   571    0.23789E+04    0.10987E+02    0.22005E+02    0.62450E+06    0.32893E+03
   572    0.23721E+04    0.11200E+02    0.22779E+02    0.62261E+06    0.32898E+03
   573    0.23652E+04    0.11416E+02    0.23528E+02    0.62074E+06    0.32904E+03
   574    0.23582E+04    0.11637E+02    0.24251E+02    0.61887E+06    0.32911E+03
   575    0.23510E+04    0.11861E+02    0.24948E+02    0.61701E+06    0.32919E+03
   576    0.23437E+04    0.12089E+02    0.25618E+02    0.61515E+06    0.32929E+03
   577    0.23362E+04    0.12321E+02    0.26262E+02    0.61331E+06    0.32940E+03
   578    0.23286E+04    0.12556E+02    0.26877E+02    0.61147E+06    0.32952E+03
   579    0.23209E+04    0.12796E+02    0.27466E+02    0.60964E+06    0.32965E+03
   580    0.23132E+04    0.13038E+02    0.28025E+02    0.60782E+06    0.32979E+03
   581    0.23051E+04    0.13284E+02    0.28556E+02    0.60600E+06    0.32994E+03
   582    0.22971E+04    0.13533E+02    0.29059E+02    0.60419E+06    0.33010E+03
   583    0.22889E+04    0.13785E+02    0.29531E+02    0.60239E+06    0.33027E+03
   584    0.22807E+04    0.14040E+02    0.29974E+02    0.60060E+06    0.33046E+03
   585    0.22724E+04    0.14298E+02    0.30387E+02    0.59881E+06    0.33065E+03
   586    0.22640E+04    0.14559E+02    0.30770E+02    0.59703E+06    0.33085E+03
   587    0.22555E+04    0.14823E+02    0.31123E+02    0.59526E+06    0.33107E+03
   588    0.22469E+04    0.15089E+02    0.31444E+02    0.59350E+06    0.33129E+03
   589    0.22382E+04    0.15359E+02    0.31734E+02    0.59174E+06    0.33152E+03
   590    0.22295E+04    0.15629E+02    0.31994E+02    0.58999E+06    0.33177E+03
   591    0.22207E+04    0.15904E+02    0.32222E+02    0.58825E+06    0.33202E+03
   592    0.22118E+04    0.16180E+02    0.32417E+02    0.58651E+06    0.33228E+03
   593    0.22029E+04    0.16459E+02    0.32582E+02    0.58478E+06    0.33255E+03
   594    0.21938E+04    0.16740E+02    0.32714E+02    0.58306E+06    0.33283E+03
   595    0.21847E+04    0.17022E+02    0.32815E+02    0.58134E+06    0.33312E+03
   596    0.21757E+04    0.17307E+02    0.32883E+02    0.57963E+06    0.33342E+03
   597    0.21666E+04    0.17592E+02    0.32918E+02    0.57793E+06    0.33372E+03
   598    0.21576E+04    0.17880E+02    0.32921E+02    0.57624E+06    0.33404E+03
   599    0.21485E+04    0.18169E+02    0.32892E+02    0.57455E+06    0.33436E+03
   600    0.21393E+04    0.18460E+02    0.32830E+02    0.57287E+06    0.33469E+03
   601    0.21301E+04    0.18753E+02    0.32736E+02    0.57119E+06    0.33503E+03
   602    0.21209E+04    0.19046E+02    0.32607E+02    0.56953E+06    0.33537E+03
   603    0.21116E+04    0.19341E+02    0.32448E+02    0.56787E+06    0.33573E+03
   604    0.21024E+04    0.19636E+02    0.32255E+02    0.56621E+06    0.33609E+03
   605    0.20931E+04    0.19932E+02    0.32030E+02    0.56456E+06    0.33646E+03
   606    0.20840E+04    0.20229E+02    0.31772E+02    0.56292E+06    0.33683E+03
   607    0.20746E+04    0.20527E+02    0.31481E+02    0.56129E+06    0.33721E+03
   608    0.20654E+04    0.20826E+02    0.31157E+02    0.55966E+06    0.33760E+03
   609    0.20562E+04    0.21124E+02    0.30800E+02    0.55804E+06    0.33800E+03
   610    0.20470E+04    0.21422E+02    0.30411E+02    0.55642E+06    0.33840E+03
   611    0.20379E+04    0.21721E+02    0.29989E+02    0.55481E+06    0.33880E+03
   612    0.20288E+04    0.22021E+02    0.29536E+02    0.55321E+06    0.33921E+03
   613    0.20197E+04    0.22318E+02    0.29049E+02    0.55161E+06    0.33963E+03
   614    0.20107E+04    0.22617E+02    0.28530E+02    0.55002E+06    0.34005E+03
   615    0.20016E+04    0.22914E+02    0.27980E+02    0.54844E+06    0.34048E+03
   616    0.19927E+04    0.23213E+02    0.27398E+02    0.54686E+06    0.34091E+03
   617    0.19839E+04    0.23510E+02    0.26784E+02    0.54529E+06    0.34134E+03
   618    0.19750E+04    0.23808E+02    0.26138E+02    0.54373E+06    0.34178E+03
   619    0.19662E+04    0.24105E+02    0.25462E+02    0.54217E+06    0.34222E+03
   620    0.19576E+04    0.24399E+02    0.24755E+02    0.54062E+06    0.34267E+03
   621    0.19489E+04    0.24694E+02    0.24017E+02    0.53907E+06    0.34312E+03
   622    0.19403E+04    0.24988E+02    0.23248E+02    0.53753E+06    0.34357E+03
   623    0.19319E+04    0.25279E+02    0.22450E+02    0.53600E+06    0.34403E+03
   624    0.19235E+04    0.25569E+02    0.21622E+02    0.53447E+06    0.34449E+03
   625    0.19151E+04    0.25858E+02    0.20763E+02    0.53295E+06    0.34495E+03
   626    0.19069E+04    0.26145E+02    0.19876E+02    0.53144E+06    0.34541E+03
   627    0.18988E+04    0.26430E+02    0.18959E+02    0.52993E+06    0.34588E+03
   628    0.18908E+04    0.26714E+02    0.18014E+02    0.52843E+06    0.34634E+03
   629    0.18830E+04    0.26995E+02    0.17041E+02    0.52693E+06    0.34681E+03
   630    0.18751E+04    0.27274E+02    0.16038E+02    0.52544E+06    0.34728E+03
   631    0.18674E+04    0.27552E+02    0.15010E+02    0.52395E+06    0.34775E+03
   632    0.18598E+04    0.27826E+02    0.13953E+02    0.52247E+06    0.34822E+03
   633    0.18523E+04    0.28100E+02    0.12870E+02    0.52100E+06    0.34870E+03
   634    0.18450E+04    0.28369E+02    0.11761E+02    0.51953E+06    0.34917E+03
   635    0.18378E+04    0.28636E+02    0.10626E+02    0.51807E+06    0.34964E+03
   636    0.18307E+04    0.28902E+02    0.94659E+01    0.51662E+06    0.35012E+03
   637    0.18237E+04    0.29163E+02    0.82801E+01    0.51517E+06    0.35059E+03
   638    0.18169E+04    0.29422E+02    0.70706E+01    0.51372E+06    0.35106E+03
