#    L    TT             EE             TE             PP             TP          
   552    0.25838E+04    0.83314E+01    0.40197E+01    0.83918E+06   -0.78720E+02
   553    0.25802E+04    0.84702E+01    0.51827E+01    0.83665E+06   -0.77249E+02
   554    0.25764E+04    0.86157E+01    0.63298E+01    0.83413E+06   -0.75769E+02
   555    0.25723E+04    0.87659E+01    0.74602E+01    0.83162E+06   -0.74280E+02
   556    0.25680E+04    0.89213E+01    0.85737E+01    0.82912E+06   -0.72783E+02
   557    0.25635E+04    0.90813E+01    0.96685E+01    0.82663E+06   -0.71276E+02
   558    0.25589E+04    0.92473E+01    0.10745E+02    0.82415E+06   -0.69761E+02
   559    0.25540E+04    0.94171E+01    0.11803E+02    0.82168E+06   -0.68238E+02
   560    0.25490E+04    0.95915E+01    0.12841E+02    0.81922E+06   -0.66707E+02
   561    0.25436E+04    0.97712E+01    0.13858E+02    0.81678E+06   -0.65168E+02
   562    0.25382E+04    0.99561E+01    0.14854E+02    0.81434E+06   -0.63620E+02
   563    0.25326E+04    0.10145E+02    0.15830E+02    0.81191E+06   -0.62066E+02
   564    0.25269E+04    0.10340E+02    0.16782E+02    0.80950E+06   -0.60504E+02
   565    0.25209E+04    0.10537E+02    0.17712E+02    0.80709E+06   -0.58934E+02
   566    0.25148E+04    0.10741E+02    0.18618E+02    0.80469E+06   -0.57357E+02
   567    0.25085E+04    0.10947E+02    0.19501E+02    0.80231E+06   -0.55774E+02
   568    0.25021E+04    0.11160E+02    0.20359E+02    0.79993E+06   -0.54184E+02
   569    0.24954E+04    0.11376E+02    0.21194E+02    0.79756E+06   -0.52587E+02
   570    0.24887E+04    0.11597E+02    0.22001E+02    0.79521E+06   -0.50984E+02
   571    0.24817E+04    0.11822E+02    0.22783E+02    0.79286E+06   -0.49374E+02
   572    0.24746E+04    0.12051E+02    0.23539E+02    0.79052E+06   -0.47759E+02
   573    0.24674E+04    0.12283E+02    0.24266E+02    0.78819E+06   -0.46137E+02
   574    0.24601E+04    0.12520E+02    0.24968E+02    0.78588E+06   -0.44510E+02
   575    0.24526E+04    0.12761E+02    0.25640E+02    0.78357E+06   -0.42877E+02
   576    0.24450E+04    0.13005E+02    0.26286E+02    0.78127E+06   -0.41239E+02
   577    0.24372E+04    0.13254E+02    0.26903E+02    0.77898E+06   -0.39596E+02
   578    0.24293E+04    0.13505E+02    0.27490E+02    0.77670E+06   -0.37947E+02
   579    0.24213E+04    0.13761E+02    0.28048E+02    0.77443E+06   -0.36294E+02
   580    0.24133E+04    0.14020E+02    0.28576E+02    0.77217E+06   -0.34636E+02
   581    0.24050E+04    0.14282E+02    0.29074E+02    0.76992E+06   -0.32974E+02
   582    0.23966E+04    0.14548E+02    0.29542E+02    0.76767E+06   -0.31307E+02
   583    0.23882E+04    0.14817E+02    0.29978E+02    0.76544E+06   -0.29636E+02
   584    0.23797E+04    0.15089E+02    0.30383E+02    0.76322E+06   -0.27961E+02
   585    0.23711E+04    0.15364E+02    0.30757E+02    0.76100E+06   -0.26283E+02
   586    0.23624E+04    0.15641E+02    0.31098E+02    0.75880E+06   -0.24600E+02
   587    0.23537E+04    0.15922E+02    0.31408E+02    0.75660E+06   -0.22914E+02
   588    0.23448E+04    0.16205E+02    0.31685E+02    0.75441E+06   -0.21225E+02
   589    0.23359E+04    0.16492E+02    0.31930E+02    0.75223E+06   -0.19533E+02
   590    0.23269E+04    0.16779E+02    0.32142E+02    0.75006E+06   -0.17838E+02
   591    0.23178E+04    0.17071E+02    0.32321E+02    0.74790E+06   -0.16140E+02
   592    0.23087E+04    0.17363E+02    0.32465E+02    0.74575E+06   -0.14439E+02
   593    0.22995E+04    0.17659E+02    0.32578E+02    0.74361E+06   -0.12736E+02
   594    0.22902E+04    0.17957E+02    0.32656E+02    0.74147E+06   -0.11031E+02
   595    0.22809E+04    0.18256E+02    0.32701E+02    0.73935E+06   -0.93238E+01
   596    0.22716E+04    0.18558E+02    0.32711E+02    0.73723E+06   -0.76145E+01
   597    0.22623E+04    0.18859E+02    0.32688E+02    0.73512E+06   -0.59035E+01
   598    0.22531E+04    0.19164E+02    0.32630E+02    0.73302E+06   -0.41910E+01
   599    0.22437E+04    0.19470E+02    0.32539E+02    0.73093E+06   -0.24770E+01
   600    0.22343E+04    0.19777E+02    0.32413E+02    0.72885E+06   -0.76186E+00
   601    0.22249E+04    0.20086E+02    0.32253E+02    0.72677E+06    0.95436E+00
   602    0.22155E+04    0.20395E+02    0.32057E+02    0.72470E+06    0.26714E+01
   603    0.22060E+04    0.20706E+02    0.31829E+02    0.72265E+06    0.43892E+01
   604    0.21967E+04    0.21018E+02    0.31567E+02    0.72060E+06    0.61074E+01
   605    0.21872E+04    0.21330E+02    0.31269E+02    0.71856E+06    0.78260E+01
   606    0.21779E+04    0.21643E+02    0.30938E+02    0.71652E+06    0.95447E+01
   607    0.21683E+04    0.21956E+02    0.30572E+02    0.71450E+06    0.11263E+02
   608    0.21590E+04    0.22271E+02    0.30172E+02    0.71248E+06    0.12982E+02
   609    0.21497E+04    0.22584E+02    0.29738E+02    0.71047E+06    0.14700E+02
   610    0.21404E+04    0.22898E+02    0.29270E+02    0.70847E+06    0.16417E+02
   611    0.21311E+04    0.23212E+02    0.28769E+02    0.70648E+06    0.18134E+02
   612    0.21219E+04    0.23527E+02    0.28234E+02    0.70449E+06    0.19849E+02
   613    0.21126E+04    0.23840E+02    0.27665E+02    0.70251E+06    0.21564E+02
   614    0.21035E+04    0.24153E+02    0.27062E+02    0.70055E+06    0.23277E+02
   615    0.20944E+04    0.24465E+02    0.26427E+02    0.69858E+06    0.24989E+02
   616    0.20853E+04    0.24778E+02    0.25759E+02    0.69663E+06    0.26698E+02
   617    0.20764E+04    0.25090E+02    0.25058E+02    0.69469E+06    0.28406E+02
   618    0.20675E+04    0.25402E+02    0.24324E+02    0.69275E+06    0.30112E+02
   619    0.20586E+04    0.25713E+02    0.23560E+02    0.69082E+06    0.31816E+02
   620    0.20499E+04    0.26022E+02    0.22763E+02    0.68889E+06    0.33517E+02
   621    0.20412E+04    0.26330E+02    0.21934E+02    0.68698E+06    0.35216E+02
   622    0.20326E+04    0.26637E+02    0.21073E+02    0.68507E+06    0.36912E+02
   623    0.20241E+04    0.26942E+02    0.20183E+02    0.68317E+06    0.38605E+02
   624    0.20157E+04    0.27245E+02    0.19261E+02    0.68128E+06    0.40294E+02
   625    0.20073E+04    0.27546E+02    0.18308E+02    0.67940E+06    0.41981E+02
   626    0.19991E+04    0.27846E+02    0.17326E+02    0.67752E+06    0.43664E+02
   627    0.19910E+04    0.28144E+02    0.16314E+02    0.67565E+06    0.45343E+02
   628    0.19830E+04    0.28440E+02    0.15273E+02    0.67379E+06    0.47018E+02
   629    0.19752E+04    0.28733E+02    0.14202E+02    0.67193E+06    0.48689E+02
   630    0.19673E+04    0.29024E+02    0.13103E+02    0.67009E+06    0.50356E+02
   631    0.19596E+04    0.29313E+02    0.11976E+02    0.66825E+06    0.52018E+02
   632    0.19522E+04    0.29599E+02    0.10821E+02    0.66641E+06    0.53676E+02
   633    0.19447E+04    0.29883E+02    0.96387E+01    0.66459E+06    0.55329E+02
   634    0.19375E+04    0.30163E+02    0.84302E+01    0.66277E+06    0.56977E+02
   635    0.19304E+04    0.30441E+02    0.71954E+01    0.66096E+06    0.58619E+02
   636    0.19233E+04    0.30717E+02    0.59352E+01    0.65915E+06    0.60257E+02
   637    0.19164E+04    0.30987E+02    0.46488E+01    0.65736E+06    0.61889E+02
   638    0.19097E+04    0.31257E+02    0.33384E+01    0.65557E+06    0.63515E+02
   639    0.19031E+04    0.31521E+02    0.20032E+01    0.65378E+06    0.65135E+02
   640    0.18967E+04    0.31784E+02    0.64463E+00    0.65201E+06    0.66749E+02
   641    0.18905E+04    0.32042E+02   -0.73727E+00    0.65024E+06    0.68357E+02
   642    0.18843E+04    0.32296E+02   -0.21417E+01    0.64848E+06    0.69958E+02
   643    0.18783E+04    0.32548E+02   -0.35682E+01    0.64672E+06    0.71553E+02
   644    0.18726E+04    0.32794E+02   -0.50161E+01    0.64497E+06    0.73140E+02
   645    0.18670E+04    0.33036E+02   -0.64851E+01    0.64323E+06    0.74721E+02
   646    0.18615E+04    0.33275E+02   -0.79745E+01    0.64149E+06    0.76295E+02
   647    0.18563E+04    0.33509E+02   -0.94841E+01    0.63977E+06    0.77861E+02
   648    0.18511E+04    0.33740E+02   -0.11012E+02    0.63804E+06    0.79420E+02
   649    0.18462E+04    0.33965E+02   -0.12559E+02    0.63633E+06    0.80971E+02
   650    0.18414E+04    0.34186E+02   -0.14124E+02    0.63462E+06    0.82514E+02
   651    0.18369E+04    0.34404E+02   -0.15706E+02    0.63292E+06    0.84048E+02
   652    0.18324E+04    0.34616E+02   -0.17305E+02    0.63122E+06    0.85575E+02
   653    0.18283E+04    0.34822E+02   -0.18919E+02    0.62953E+06    0.87093E+02
   654    0.18242E+04    0.35025E+02   -0.20547E+02    0.62785E+06    0.88603E+02
   655    0.18203E+04    0.35223E+02   -0.22191E+02    0.62617E+06    0.90105E+02
   656    0.18167E+04    0.35416E+02   -0.23849E+02    0.62450E+06    0.91598E+02
   657    0.18133E+04    0.35603E+02   -0.25519E+02    0.62284E+06    0.93082E+02
   658    0.18099E+04    0.35786E+02   -0.27202E+02    0.62118E+06    0.94558E+02
   659    0.18069E+04    0.35964E+02   -0.28896E+02    0.61953E+06    0.96025E+02
   660    0.18041E+04    0.36135E+02   -0.30601E+02    0.61789E+06    0.97483E+02
   661    0.18014E+04    0.36301E+02   -0.32316E+02    0.61625E+06    0.98931E+02
   662    0.17989E+04    0.36463E+02   -0.34041E+02    0.61462E+06    0.10037E+03
   663    0.17966E+04    0.36620E+02   -0.35775E+02    0.61299E+06    0.10180E+03
   664    0.17945E+04    0.36769E+02   -0.37516E+02    0.61137E+06    0.10322E+03
   665    0.17926E+04    0.36914E+02   -0.39265E+02    0.60976E+06    0.10464E+03
   666    0.17909E+04    0.37053E+02   -0.41019E+02    0.60815E+06    0.10604E+03
   667    0.17894E+04    0.37186E+02   -0.42780E+02    0.60655E+06    0.10743E+03
   668    0.17880E+04    0.37313E+02   -0.44547E+02    0.60496E+06    0.10881E+03
   669    0.17870E+04    0.37435E+02   -0.46317E+02    0.60337E+06    0.11019E+03
   670    0.17860E+04    0.37551E+02   -0.48090E+02    0.60179E+06    0.11155E+03
   671    0.17854E+04    0.37662E+02   -0.49866E+02    0.60021E+06    0.11291E+03
   672    0.17848E+04    0.37765E+02   -0.51645E+02    0.59864E+06    0.11425E+03
   673    0.17846E+04    0.37864E+02   -0.53424E+02    0.59707E+06    0.11559E+03
   674    0.17845E+04    0.37957E+02   -0.55204E+02    0.59551E+06    0.11691E+03
   675    0.17846E+04    0.38043E+02   -0.56984E+02    0.59396E+06    0.11822E+03
   676    0.17849E+04    0.38123E+02   -0.58761E+02    0.59241E+06    0.11953E+03
   677    0.17853E+04    0.38197E+02   -0.60537E+02    0.59087E+06    0.12082E+03
   678    0.17861E+04    0.38265E+02   -0.62311E+02    0.58934E+06    0.12210E+03
   679    0.17870E+04    0.38327E+02   -0.64082E+02    0.58780E+06    0.12338E+03
   680    0.17881E+04    0.38383E+02   -0.65848E+02    0.58628E+06    0.12464E+03
   681    0.17895E+04    0.38432E+02   -0.67609E+02    0.58476E+06    0.12589E+03
   682    0.17910E+04    0.38474E+02   -0.69365E+02    0.58325E+06    0.12713E+03
   683    0.17927E+04    0.38512E+02   -0.71115E+02    0.58174E+06    0.12836E+03
   684    0.17946E+04    0.38542E+02   -0.72859E+02    0.58024E+06    0.12957E+03
   685    0.17966E+04    0.38566E+02   -0.74594E+02    0.57874E+06    0.13078E+03
   686    0.17989E+04    0.38584E+02   -0.76313E+02    0.57725E+06    0.13198E+03
   687    0.18014E+04    0.38596E+02   -0.78027E+02    0.57577E+06    0.13316E+03
   688    0.18041E+04    0.38600E+02   -0.79734E+02    0.57429E+06    0.13434E+03
   689    0.18069E+04    0.38599E+02   -0.81425E+02    0.57281E+06    0.13550E+03
   690    0.18099E+04    0.38592E+02   -0.83108E+02    0.57134E+06    0.13665E+03
   691    0.18132E+04    0.38577E+02   -0.84777E+02    0.56988E+06    0.13779E+03
   692    0.18166E+04    0.38558E+02   -0.86431E+02    0.56842E+06    0.13891E+03
   693    0.18202E+04    0.38532E+02   -0.88076E+02    0.56697E+06    0.14003E+03
   694    0.18239E+04    0.38498E+02   -0.89700E+02    0.56552E+06    0.14113E+03
   695    0.18279E+04    0.38461E+02   -0.91308E+02    0.56408E+06    0.14222E+03
   696    0.18320E+04    0.38416E+02   -0.92916E+02    0.56264E+06    0.14330E+03
   697    0.18364E+04    0.38364E+02   -0.94494E+02    0.56121E+06    0.14437E+03
   698    0.18408E+04    0.38306E+02   -0.96056E+02    0.55978E+06    0.14543E+03
   699    0.18454E+04    0.38243E+02   -0.97596E+02    0.55836E+06    0.14647E+03
   700    0.18503E+04    0.38173E+02   -0.99121E+02    0.55695E+06    0.14750E+03
   701    0.18553E+04    0.38097E+02   -0.10063E+03    0.55553E+06    0.14852E+03
   702    0.18604E+04    0.38015E+02   -0.10211E+03    0.55413E+06    0.14952E+03
   703    0.18657E+04    0.37927E+02   -0.10359E+03    0.55273E+06    0.15051E+03
   704    0.18712E+04    0.37833E+02   -0.10503E+03    0.55133E+06    0.15150E+03
   705    0.18767E+04    0.37733E+02   -0.10645E+03    0.54994E+06    0.15246E+03
   706    0.18825E+04    0.37627E+02   -0.10785E+03    0.54855E+06    0.15342E+03
   707    0.18883E+04    0.37515E+02   -0.10923E+03    0.54717E+06    0.15436E+03
   708    0.18945E+04    0.37398E+02   -0.11058E+03    0.54580E+06    0.15529E+03
   709    0.19006E+04    0.37275E+02   -0.11191E+03    0.54443E+06    0.15620E+03
   710    0.19070E+04    0.37146E+02   -0.11322E+03    0.54306E+06    0.15711E+03
   711    0.19135E+04    0.37012E+02   -0.11449E+03    0.54170E+06    0.15800E+03
   712    0.19201E+04    0.36872E+02   -0.11575E+03    0.54034E+06    0.15887E+03
   713    0.19269E+04    0.36726E+02   -0.11698E+03    0.53899E+06    0.15974E+03
   714    0.19337E+04    0.36576E+02   -0.11818E+03    0.53764E+06    0.16059E+03
   715    0.19406E+04    0.36419E+02   -0.11935E+03    0.53630E+06    0.16143E+03
   716    0.19478E+04    0.36258E+02   -0.12050E+03    0.53496E+06    0.16225E+03
   717    0.19550E+04    0.36092E+02   -0.12161E+03    0.53363E+06    0.16306E+03
   718    0.19623E+04    0.35920E+02   -0.12270E+03    0.53230E+06    0.16386E+03
   719    0.19698E+04    0.35742E+02   -0.12375E+03    0.53098E+06    0.16464E+03
   720    0.19772E+04    0.35560E+02   -0.12478E+03    0.52966E+06    0.16541E+03
   721    0.19850E+04    0.35374E+02   -0.12577E+03    0.52835E+06    0.16617E+03
   722    0.19926E+04    0.35183E+02   -0.12673E+03    0.52704E+06    0.16691E+03
   723    0.20005E+04    0.34987E+02   -0.12766E+03    0.52573E+06    0.16764E+03
   724    0.20084E+04    0.34786E+02   -0.12857E+03    0.52443E+06    0.16836E+03
   725    0.20164E+04    0.34581E+02   -0.12943E+03    0.52314E+06    0.16906E+03
   726    0.20245E+04    0.34374E+02   -0.13026E+03    0.52185E+06    0.16974E+03
   727    0.20327E+04    0.34160E+02   -0.13107E+03    0.52056E+06    0.17042E+03
   728    0.20409E+04    0.33941E+02   -0.13184E+03    0.51928E+06    0.17108E+03
   729    0.20492E+04    0.33719E+02   -0.13258E+03    0.51800E+06    0.17172E+03
   730    0.20575E+04    0.33493E+02   -0.13328E+03    0.51673E+06    0.17235E+03
   731    0.20660E+04    0.33262E+02   -0.13394E+03    0.51546E+06    0.17297E+03
   732    0.20745E+04    0.33030E+02   -0.13456E+03    0.51419E+06    0.17357E+03
   733    0.20831E+04    0.32792E+02   -0.13517E+03    0.51294E+06    0.17416E+03
   734    0.20917E+04    0.32551E+02   -0.13571E+03    0.51168E+06    0.17474E+03
   735    0.21003E+04    0.32306E+02   -0.13625E+03    0.51043E+06    0.17530E+03
   736    0.21090E+04    0.32057E+02   -0.13673E+03    0.50918E+06    0.17584E+03
   737    0.21177E+04    0.31806E+02   -0.13719E+03    0.50794E+06    0.17637E+03
   738    0.21264E+04    0.31553E+02   -0.13759E+03    0.50670E+06    0.17689E+03
   739    0.21352E+04    0.31295E+02   -0.13797E+03    0.50547E+06    0.17739E+03
   740    0.21439E+04    0.31035E+02   -0.13831E+03    0.50424E+06    0.17788E+03
   741    0.21528E+04    0.30770E+02   -0.13862E+03    0.50301E+06    0.17835E+03
   742    0.21616E+04    0.30506E+02   -0.13888E+03    0.50179E+06    0.17881E+03
   743    0.21704E+04    0.30240E+02   -0.13911E+03    0.50057E+06    0.17925E+03
   744    0.21794E+04    0.29969E+02   -0.13930E+03    0.49936E+06    0.17968E+03
   745    0.21882E+04    0.29697E+02   -0.13946E+03    0.49815E+06    0.18009E+03
   746    0.21970E+04    0.29422E+02   -0.13956E+03    0.49695E+06    0.18049E+03
   747    0.22058E+04    0.29145E+02   -0.13964E+03    0.49575E+06    0.18087E+03
   748    0.22146E+04    0.28867E+02   -0.13968E+03    0.49455E+06    0.18124E+03
   749    0.22234E+04    0.28586E+02   -0.13969E+03    0.49336E+06    0.18159E+03
   750    0.22322E+04    0.28304E+02   -0.13966E+03    0.49217E+06    0.18193E+03
   751    0.22410E+04    0.28020E+02   -0.13959E+03    0.49098E+06    0.18225E+03
   752    0.22498E+04    0.27736E+02   -0.13947E+03    0.48980E+06    0.18255E+03
   753    0.22585E+04    0.27449E+02   -0.13932E+03    0.48863E+06    0.18285E+03
   754    0.22671E+04    0.27162E+02   -0.13913E+03    0.48745E+06    0.18312E+03
   755    0.22758E+04    0.26874E+02   -0.13891E+03    0.48628E+06    0.18338E+03
   756    0.22843E+04    0.26584E+02   -0.13864E+03    0.48512E+06    0.18363E+03
   757    0.22929E+04    0.26295E+02   -0.13834E+03    0.48396E+06    0.18386E+03
   758    0.23013E+04    0.26004E+02   -0.13799E+03    0.48280E+06    0.18408E+03
   759    0.23098E+04    0.25713E+02   -0.13762E+03    0.48165E+06    0.18429E+03
   760    0.23181E+04    0.25421E+02   -0.13720E+03    0.48050E+06    0.18448E+03
   761    0.23264E+04    0.25130E+02   -0.13675E+03    0.47935E+06    0.18465E+03
   762    0.23347E+04    0.24838E+02   -0.13626E+03    0.47821E+06    0.18481E+03
   763    0.23428E+04    0.24547E+02   -0.13574E+03    0.47707E+06    0.18496E+03
   764    0.23509E+04    0.24256E+02   -0.13518E+03    0.47594E+06    0.18510E+03
   765    0.23589E+04    0.23964E+02   -0.13458E+03    0.47481E+06    0.18522E+03
   766    0.23668E+04    0.23674E+02   -0.13394E+03    0.47368E+06    0.18533E+03
   767    0.23746E+04    0.23385E+02   -0.13327E+03    0.47256E+06    0.18542E+03
   768    0.23823E+04    0.23096E+02   -0.13255E+03    0.47144E+06    0.18551E+03
   769    0.23900E+04    0.22806E+02   -0.13182E+03    0.47032E+06    0.18558E+03
   770    0.23975E+04    0.22519E+02   -0.13104E+03    0.46921E+06    0.18563E+03
   771    0.24049E+04    0.22233E+02   -0.13022E+03    0.46810E+06    0.18568E+03
   772    0.24122E+04    0.21948E+02   -0.12936E+03    0.46700E+06    0.18571E+03
   773    0.24194E+04    0.21665E+02   -0.12848E+03    0.46589E+06    0.18573E+03
   774    0.24264E+04    0.21383E+02   -0.12757E+03    0.46480E+06    0.18574E+03
   775    0.24335E+04    0.21103E+02   -0.12661E+03    0.46370E+06    0.18574E+03
   776    0.24402E+04    0.20825E+02   -0.12563E+03    0.46261E+06    0.18572E+03
   777    0.24469E+04    0.20549E+02   -0.12461E+03    0.46152E+06    0.18569E+03
   778    0.24537E+04    0.20275E+02   -0.12355E+03    0.46044E+06    0.18566E+03
   779    0.24600E+04    0.20003E+02   -0.12247E+03    0.45936E+06    0.18561E+03
   780    0.24663E+04    0.19732E+02   -0.12136E+03    0.45828E+06    0.18555E+03
   781    0.24725E+04    0.19465E+02   -0.12021E+03    0.45721E+06    0.18547E+03
   782    0.24785E+04    0.19200E+02   -0.11905E+03    0.45614E+06    0.18539E+03
   783    0.24844E+04    0.18938E+02   -0.11784E+03    0.45508E+06    0.18530E+03
   784    0.24902E+04    0.18679E+02   -0.11660E+03    0.45401E+06    0.18519E+03
   785    0.24957E+04    0.18422E+02   -0.11534E+03    0.45295E+06    0.18508E+03
   786    0.25012E+04    0.18169E+02   -0.11402E+03    0.45190E+06    0.18495E+03
   787    0.25064E+04    0.17919E+02   -0.11269E+03    0.45084E+06    0.18482E+03
   788    0.25115E+04    0.17671E+02   -0.11134E+03    0.44980E+06    0.18467E+03
   789    0.25164E+04    0.17426E+02   -0.10996E+03    0.44875E+06    0.18452E+03
   790    0.25213E+04    0.17186E+02   -0.10855E+03    0.44771E+06    0.18435E+03
   791    0.25259E+04    0.16949E+02   -0.10710E+03    0.44667E+06    0.18418E+03
   792    0.25304E+04    0.16717E+02   -0.10564E+03    0.44563E+06    0.18399E+03
   793    0.25346E+04    0.16489E+02   -0.10414E+03    0.44460E+06    0.18380E+03
   794    0.25386E+04    0.16265E+02   -0.10263E+03    0.44357E+06    0.18360E+03
   795    0.25425E+04    0.16044E+02   -0.10109E+03    0.44254E+06    0.18338E+03
   796    0.25464E+04    0.15828E+02   -0.99528E+02    0.44152E+06    0.18316E+03
   797    0.25498E+04    0.15615E+02   -0.97938E+02    0.44050E+06    0.18293E+03
   798    0.25532E+04    0.15408E+02   -0.96333E+02    0.43948E+06    0.18270E+03
   799    0.25563E+04    0.15205E+02   -0.94705E+02    0.43847E+06    0.18245E+03
   800    0.25594E+04    0.15005E+02   -0.93055E+02    0.43746E+06    0.18219E+03
   801    0.25622E+04    0.14812E+02   -0.91389E+02    0.43645E+06    0.18193E+03
   802    0.25647E+04    0.14622E+02   -0.89685E+02    0.43545E+06    0.18166E+03
   803    0.25672E+04    0.14437E+02   -0.87980E+02    0.43445E+06    0.18138E+03
   804    0.25693E+04    0.14258E+02   -0.86246E+02    0.43345E+06    0.18109E+03
   805    0.25715E+04    0.14083E+02   -0.84496E+02    0.43246E+06    0.18080E+03
   806    0.25733E+04    0.13912E+02   -0.82731E+02    0.43147E+06    0.18049E+03
   807    0.25748E+04    0.13748E+02   -0.80950E+02    0.43048E+06    0.18018E+03
   808    0.25762E+04    0.13589E+02   -0.79147E+02    0.42949E+06    0.17986E+03
   809    0.25775E+04    0.13436E+02   -0.77335E+02    0.42851E+06    0.17953E+03
   810    0.25784E+04    0.13287E+02   -0.75501E+02    0.42753E+06    0.17919E+03
   811    0.25792E+04    0.13144E+02   -0.73653E+02    0.42655E+06    0.17885E+03
   812    0.25798E+04    0.13008E+02   -0.71794E+02    0.42558E+06    0.17850E+03
   813    0.25801E+04    0.12875E+02   -0.69925E+02    0.42461E+06    0.17813E+03
   814    0.25804E+04    0.12750E+02   -0.68043E+02    0.42364E+06    0.17777E+03
   815    0.25804E+04    0.12629E+02   -0.66150E+02    0.42268E+06    0.17739E+03
   816    0.25801E+04    0.12515E+02   -0.64246E+02    0.42172E+06    0.17700E+03
   817    0.25796E+04    0.12406E+02   -0.62333E+02    0.42076E+06    0.17661E+03
   818    0.25790E+04    0.12304E+02   -0.60410E+02    0.41980E+06    0.17621E+03
   819    0.25782E+04    0.12207E+02   -0.58479E+02    0.41885E+06    0.17580E+03
   820    0.25772E+04    0.12116E+02   -0.56539E+02    0.41790E+06    0.17538E+03
   821    0.25759E+04    0.12031E+02   -0.54594E+02    0.41695E+06    0.17495E+03
   822    0.25744E+04    0.11953E+02   -0.52642E+02    0.41601E+06    0.17452E+03
   823    0.25727E+04    0.11880E+02   -0.50684E+02    0.41507E+06    0.17408E+03
   824    0.25707E+04    0.11814E+02   -0.48720E+02    0.41413E+06    0.17363E+03
   825    0.25686E+04    0.11754E+02   -0.46754E+02    0.41319E+06    0.17317E+03
   826    0.25663E+04    0.11701E+02   -0.44783E+02    0.41226E+06    0.17271E+03
   827    0.25637E+04    0.11653E+02   -0.42811E+02    0.41133E+06    0.17223E+03
   828    0.25610E+04    0.11612E+02   -0.40837E+02    0.41040E+06    0.17175E+03
   829    0.25580E+04    0.11578E+02   -0.38861E+02    0.40948E+06    0.17126E+03
   830    0.25549E+04    0.11550E+02   -0.36887E+02    0.40856E+06    0.17076E+03
   831    0.25515E+04    0.11528E+02   -0.34914E+02    0.40764E+06    0.17026E+03
   832    0.25479E+04    0.11512E+02   -0.32941E+02    0.40672E+06    0.16974E+03
   833    0.25442E+04    0.11503E+02   -0.30971E+02    0.40581E+06    0.16922E+03
   834    0.25401E+04    0.11499E+02   -0.29003E+02    0.40490E+06    0.16869E+03
   835    0.25360E+04    0.11504E+02   -0.27039E+02    0.40399E+06    0.16815E+03
   836    0.25315E+04    0.11514E+02   -0.25078E+02    0.40309E+06    0.16761E+03
   837    0.25269E+04    0.11530E+02   -0.23123E+02    0.40219E+06    0.16705E+03
   838    0.25221E+04    0.11554E+02   -0.21173E+02    0.40129E+06    0.16649E+03
   839    0.25170E+04    0.11583E+02   -0.19228E+02    0.40039E+06    0.16592E+03
   840    0.25118E+04    0.11620E+02   -0.17291E+02    0.39949E+06    0.16535E+03
   841    0.25064E+04    0.11662E+02   -0.15363E+02    0.39860E+06    0.16476E+03
   842    0.25007E+04    0.11711E+02   -0.13440E+02    0.39771E+06    0.16417E+03
   843    0.24949E+04    0.11766E+02   -0.11530E+02    0.39683E+06    0.16357E+03
   844    0.24888E+04    0.11828E+02   -0.96286E+01    0.39594E+06    0.16296E+03
   845    0.24826E+04    0.11895E+02   -0.77382E+01    0.39506E+06    0.16234E+03
   846    0.24763E+04    0.11971E+02   -0.58597E+01    0.39418E+06    0.16172E+03
   847    0.24698E+04    0.12051E+02   -0.39927E+01    0.39331E+06    0.16108E+03
   848    0.24631E+04    0.12138E+02   -0.21393E+01    0.39243E+06    0.16044E+03
   849    0.24561E+04    0.12231E+02   -0.29881E+00    0.39156E+06    0.15979E+03
   850    0.24491E+04    0.12331E+02    0.15276E+01    0.39070E+06    0.15914E+03
   851    0.24417E+04    0.12437E+02    0.33393E+01    0.38983E+06    0.15848E+03
   852    0.24343E+04    0.12550E+02    0.51360E+01    0.38897E+06    0.15780E+03
   853    0.24266E+04    0.12668E+02    0.69168E+01    0.38810E+06    0.15712E+03
   854    0.24188E+04    0.12793E+02    0.86804E+01    0.38725E+06    0.15644E+03
   855    0.24107E+04    0.12924E+02    0.10428E+02    0.38639E+06    0.15574E+03
   856    0.24026E+04    0.13059E+02    0.12157E+02    0.38554E+06    0.15504E+03
   857    0.23942E+04    0.13202E+02    0.13867E+02    0.38469E+06    0.15434E+03
   858    0.23857E+04    0.13351E+02    0.15558E+02    0.38384E+06    0.15362E+03
   859    0.23770E+04    0.13504E+02    0.17231E+02    0.38299E+06    0.15290E+03
   860    0.23682E+04    0.13664E+02    0.18883E+02    0.38215E+06    0.15217E+03
   861    0.23592E+04    0.13830E+02    0.20514E+02    0.38131E+06    0.15144E+03
   862    0.23500E+04    0.14001E+02    0.22124E+02    0.38047E+06    0.15070E+03
   863    0.23407E+04    0.14178E+02    0.23711E+02    0.37963E+06    0.14995E+03
   864    0.23312E+04    0.14360E+02    0.25277E+02    0.37880E+06    0.14920E+03
   865    0.23215E+04    0.14548E+02    0.26818E+02    0.37797E+06    0.14844E+03
   866    0.23119E+04    0.14741E+02    0.28336E+02    0.37714E+06    0.14768E+03
   867    0.23020E+04    0.14940E+02    0.29829E+02    0.37631E+06    0.14691E+03
   868    0.22920E+04    0.15143E+02    0.31299E+02    0.37549E+06    0.14614E+03
   869    0.22819E+04    0.15352E+02    0.32743E+02    0.37466E+06    0.14536E+03
   870    0.22716E+04    0.15566E+02    0.34162E+02    0.37384E+06    0.14458E+03
