#    L    TT             EE             TE             PP             TP          
  1102    0.12349E+04    0.18698E+02   -0.74957E+02    0.23248E+06    0.54449E+01
  1103    0.12370E+04    0.18446E+02   -0.74264E+02    0.23203E+06    0.53520E+01
  1104    0.12392E+04    0.18198E+02   -0.73552E+02    0.23159E+06    0.52638E+01
  1105    0.12412E+04    0.17952E+02   -0.72825E+02    0.23115E+06    0.51802E+01
  1106    0.12432E+04    0.17710E+02   -0.72079E+02    0.23070E+06    0.51013E+01
  1107    0.12452E+04    0.17473E+02   -0.71318E+02    0.23026E+06    0.50270E+01
  1108    0.12470E+04    0.17239E+02   -0.70542E+02    0.22982E+06    0.49572E+01
  1109    0.12487E+04    0.17006E+02   -0.69749E+02    0.22938E+06    0.48919E+01
  1110    0.12504E+04    0.16781E+02   -0.68942E+02    0.22895E+06    0.48311E+01
  1111    0.12520E+04    0.16560E+02   -0.68120E+02    0.22851E+06    0.47746E+01
  1112    0.12536E+04    0.16342E+02   -0.67285E+02    0.22807E+06    0.47226E+01
  1113    0.12550E+04    0.16130E+02   -0.66434E+02    0.22764E+06    0.46749E+01
  1114    0.12563E+04    0.15920E+02   -0.65571E+02    0.22721E+06    0.46314E+01
  1115    0.12576E+04    0.15716E+02   -0.64696E+02    0.22677E+06    0.45922E+01
  1116    0.12589E+04    0.15517E+02   -0.63808E+02    0.22634E+06    0.45573E+01
  1117    0.12600E+04    0.15322E+02   -0.62909E+02    0.22591E+06    0.45264E+01
  1118    0.12610E+04    0.15132E+02   -0.61997E+02    0.22548E+06    0.44997E+01
  1119    0.12620E+04    0.14946E+02   -0.61074E+02    0.22506E+06    0.44771E+01
  1120    0.12629E+04    0.14766E+02   -0.60141E+02    0.22463E+06    0.44585E+01
  1121    0.12637E+04    0.14590E+02   -0.59197E+02    0.22420E+06    0.44439E+01
  1122    0.12644E+04    0.14419E+02   -0.58244E+02    0.22378E+06    0.44333E+01
  1123    0.12649E+04    0.14253E+02   -0.57282E+02    0.22335E+06    0.44266E+01
  1124    0.12655E+04    0.14092E+02   -0.56311E+02    0.22293E+06    0.44237E+01
  1125    0.12659E+04    0.13936E+02   -0.55331E+02    0.22251E+06    0.44247E+01
  1126    0.12662E+04    0.13785E+02   -0.54344E+02    0.22209E+06    0.44295E+01
  1127    0.12665E+04    0.13639E+02   -0.53349E+02    0.22167E+06    0.44380E+01
  1128    0.12667E+04    0.13498E+02   -0.52348E+02    0.22125E+06    0.44502E+01
  1129    0.12668E+04    0.13363E+02   -0.51339E+02    0.22083E+06    0.44661E+01
  1130    0.12666E+04    0.13233E+02   -0.50325E+02    0.22042E+06    0.44856E+01
  1131    0.12666E+04    0.13108E+02   -0.49307E+02    0.22000E+06    0.45086E+01
  1132    0.12664E+04    0.12988E+02   -0.48282E+02    0.21958E+06    0.45352E+01
  1133    0.12660E+04    0.12875E+02   -0.47254E+02    0.21917E+06    0.45654E+01
  1134    0.12657E+04    0.12765E+02   -0.46221E+02    0.21876E+06    0.45989E+01
  1135    0.12652E+04    0.12662E+02   -0.45184E+02    0.21835E+06    0.46359E+01
  1136    0.12646E+04    0.12564E+02   -0.44145E+02    0.21794E+06    0.46762E+01
  1137    0.12639E+04    0.12471E+02   -0.43102E+02    0.21753E+06    0.47199E+01
  1138    0.12632E+04    0.12384E+02   -0.42059E+02    0.21712E+06    0.47668E+01
  1139    0.12624E+04    0.12302E+02   -0.41012E+02    0.21671E+06    0.48170E+01
  1140    0.12614E+04    0.12226E+02   -0.39965E+02    0.21630E+06    0.48704E+01
  1141    0.12603E+04    0.12154E+02   -0.38917E+02    0.21590E+06    0.49270E+01
  1142    0.12592E+04    0.12089E+02   -0.37868E+02    0.21549E+06    0.49867E+01
  1143    0.12580E+04    0.12029E+02   -0.36821E+02    0.21509E+06    0.50494E+01
  1144    0.12566E+04    0.11974E+02   -0.35774E+02    0.21469E+06    0.51152E+01
  1145    0.12553E+04    0.11925E+02   -0.34727E+02    0.21429E+06    0.51840E+01
  1146    0.12538E+04    0.11882E+02   -0.33683E+02    0.21389E+06    0.52557E+01
  1147    0.12522E+04    0.11844E+02   -0.32640E+02    0.21349E+06    0.53303E+01
  1148    0.12504E+04    0.11811E+02   -0.31600E+02    0.21309E+06    0.54079E+01
  1149    0.12487E+04    0.11784E+02   -0.30564E+02    0.21269E+06    0.54882E+01
  1150    0.12468E+04    0.11762E+02   -0.29531E+02    0.21229E+06    0.55713E+01
  1151    0.12449E+04    0.11746E+02   -0.28501E+02    0.21190E+06    0.56572E+01
  1152    0.12428E+04    0.11735E+02   -0.27477E+02    0.21150E+06    0.57458E+01
  1153    0.12408E+04    0.11730E+02   -0.26457E+02    0.21111E+06    0.58372E+01
  1154    0.12386E+04    0.11730E+02   -0.25441E+02    0.21071E+06    0.59313E+01
  1155    0.12363E+04    0.11736E+02   -0.24432E+02    0.21032E+06    0.60282E+01
  1156    0.12339E+04    0.11746E+02   -0.23429E+02    0.20993E+06    0.61280E+01
  1157    0.12314E+04    0.11761E+02   -0.22431E+02    0.20954E+06    0.62304E+01
  1158    0.12289E+04    0.11783E+02   -0.21441E+02    0.20915E+06    0.63357E+01
  1159    0.12263E+04    0.11809E+02   -0.20458E+02    0.20876E+06    0.64438E+01
  1160    0.12235E+04    0.11841E+02   -0.19484E+02    0.20838E+06    0.65548E+01
  1161    0.12208E+04    0.11878E+02   -0.18517E+02    0.20799E+06    0.66685E+01
  1162    0.12179E+04    0.11920E+02   -0.17559E+02    0.20760E+06    0.67851E+01
  1163    0.12150E+04    0.11968E+02   -0.16610E+02    0.20722E+06    0.69045E+01
  1164    0.12120E+04    0.12021E+02   -0.15670E+02    0.20684E+06    0.70267E+01
  1165    0.12089E+04    0.12078E+02   -0.14740E+02    0.20645E+06    0.71518E+01
  1166    0.12056E+04    0.12141E+02   -0.13819E+02    0.20607E+06    0.72798E+01
  1167    0.12024E+04    0.12208E+02   -0.12910E+02    0.20569E+06    0.74107E+01
  1168    0.11991E+04    0.12280E+02   -0.12010E+02    0.20531E+06    0.75444E+01
  1169    0.11957E+04    0.12357E+02   -0.11124E+02    0.20493E+06    0.76810E+01
  1170    0.11923E+04    0.12439E+02   -0.10247E+02    0.20455E+06    0.78205E+01
  1171    0.11888E+04    0.12526E+02   -0.93833E+01    0.20418E+06    0.79629E+01
  1172    0.11852E+04    0.12617E+02   -0.85316E+01    0.20380E+06    0.81082E+01
  1173    0.11815E+04    0.12713E+02   -0.76921E+01    0.20342E+06    0.82565E+01
  1174    0.11778E+04    0.12813E+02   -0.68659E+01    0.20305E+06    0.84077E+01
  1175    0.11740E+04    0.12917E+02   -0.60529E+01    0.20268E+06    0.85618E+01
  1176    0.11701E+04    0.13026E+02   -0.52539E+01    0.20230E+06    0.87188E+01
  1177    0.11662E+04    0.13140E+02   -0.44684E+01    0.20193E+06    0.88788E+01
  1178    0.11621E+04    0.13258E+02   -0.36972E+01    0.20156E+06    0.90418E+01
  1179    0.11582E+04    0.13381E+02   -0.29404E+01    0.20119E+06    0.92077E+01
  1180    0.11541E+04    0.13508E+02   -0.21983E+01    0.20082E+06    0.93766E+01
  1181    0.11500E+04    0.13638E+02   -0.14714E+01    0.20045E+06    0.95485E+01
  1182    0.11457E+04    0.13773E+02   -0.75977E+00    0.20009E+06    0.97234E+01
  1183    0.11415E+04    0.13911E+02   -0.63699E-01    0.19972E+06    0.99012E+01
  1184    0.11371E+04    0.14053E+02    0.61644E+00    0.19935E+06    0.10082E+02
  1185    0.11328E+04    0.14199E+02    0.12806E+01    0.19899E+06    0.10266E+02
  1186    0.11284E+04    0.14349E+02    0.19282E+01    0.19862E+06    0.10453E+02
  1187    0.11239E+04    0.14503E+02    0.25592E+01    0.19826E+06    0.10643E+02
  1188    0.11195E+04    0.14659E+02    0.31733E+01    0.19790E+06    0.10836E+02
  1189    0.11149E+04    0.14820E+02    0.37704E+01    0.19754E+06    0.11032E+02
  1190    0.11103E+04    0.14983E+02    0.43502E+01    0.19718E+06    0.11231E+02
  1191    0.11057E+04    0.15150E+02    0.49127E+01    0.19682E+06    0.11433E+02
  1192    0.11010E+04    0.15321E+02    0.54574E+01    0.19646E+06    0.11638E+02
  1193    0.10963E+04    0.15494E+02    0.59843E+01    0.19610E+06    0.11847E+02
  1194    0.10916E+04    0.15670E+02    0.64934E+01    0.19574E+06    0.12058E+02
  1195    0.10868E+04    0.15850E+02    0.69843E+01    0.19539E+06    0.12273E+02
  1196    0.10820E+04    0.16033E+02    0.74566E+01    0.19503E+06    0.12490E+02
  1197    0.10772E+04    0.16217E+02    0.79106E+01    0.19468E+06    0.12711E+02
  1198    0.10723E+04    0.16405E+02    0.83448E+01    0.19432E+06    0.12935E+02
  1199    0.10674E+04    0.16595E+02    0.87615E+01    0.19397E+06    0.13162E+02
  1200    0.10625E+04    0.16788E+02    0.91591E+01    0.19362E+06    0.13392E+02
  1201    0.10576E+04    0.16982E+02    0.95368E+01    0.19327E+06    0.13625E+02
  1202    0.10525E+04    0.17181E+02    0.98962E+01    0.19292E+06    0.13861E+02
  1203    0.10476E+04    0.17381E+02    0.10236E+02    0.19257E+06    0.14100E+02
  1204    0.10426E+04    0.17583E+02    0.10556E+02    0.19222E+06    0.14340E+02
  1205    0.10375E+04    0.17785E+02    0.10857E+02    0.19187E+06    0.14583E+02
  1206    0.10325E+04    0.17991E+02    0.11138E+02    0.19152E+06    0.14827E+02
  1207    0.10275E+04    0.18199E+02    0.11399E+02    0.19118E+06    0.15073E+02
  1208    0.10225E+04    0.18408E+02    0.11642E+02    0.19083E+06    0.15319E+02
  1209    0.10174E+04    0.18619E+02    0.11865E+02    0.19049E+06    0.15566E+02
  1210    0.10123E+04    0.18831E+02    0.12067E+02    0.19014E+06    0.15813E+02
  1211    0.10072E+04    0.19045E+02    0.12249E+02    0.18980E+06    0.16060E+02
  1212    0.10022E+04    0.19260E+02    0.12412E+02    0.18946E+06    0.16307E+02
  1213    0.99708E+03    0.19475E+02    0.12557E+02    0.18912E+06    0.16553E+02
  1214    0.99204E+03    0.19693E+02    0.12680E+02    0.18877E+06    0.16799E+02
  1215    0.98700E+03    0.19911E+02    0.12784E+02    0.18843E+06    0.17043E+02
  1216    0.98196E+03    0.20131E+02    0.12868E+02    0.18810E+06    0.17285E+02
  1217    0.97677E+03    0.20351E+02    0.12933E+02    0.18776E+06    0.17525E+02
  1218    0.97173E+03    0.20573E+02    0.12977E+02    0.18742E+06    0.17763E+02
  1219    0.96661E+03    0.20794E+02    0.13003E+02    0.18708E+06    0.17999E+02
  1220    0.96157E+03    0.21015E+02    0.13009E+02    0.18675E+06    0.18232E+02
  1221    0.95653E+03    0.21237E+02    0.12995E+02    0.18641E+06    0.18461E+02
  1222    0.95149E+03    0.21460E+02    0.12961E+02    0.18608E+06    0.18687E+02
  1223    0.94645E+03    0.21683E+02    0.12909E+02    0.18574E+06    0.18909E+02
  1224    0.94141E+03    0.21905E+02    0.12836E+02    0.18541E+06    0.19127E+02
  1225    0.93644E+03    0.22128E+02    0.12744E+02    0.18508E+06    0.19341E+02
  1226    0.93148E+03    0.22351E+02    0.12634E+02    0.18475E+06    0.19550E+02
  1227    0.92658E+03    0.22573E+02    0.12504E+02    0.18442E+06    0.19753E+02
  1228    0.92162E+03    0.22795E+02    0.12355E+02    0.18409E+06    0.19952E+02
  1229    0.91673E+03    0.23017E+02    0.12187E+02    0.18376E+06    0.20144E+02
  1230    0.91169E+03    0.23238E+02    0.12001E+02    0.18343E+06    0.20331E+02
  1231    0.90680E+03    0.23459E+02    0.11796E+02    0.18310E+06    0.20511E+02
  1232    0.90191E+03    0.23678E+02    0.11574E+02    0.18277E+06    0.20684E+02
  1233    0.89717E+03    0.23898E+02    0.11331E+02    0.18245E+06    0.20851E+02
  1234    0.89235E+03    0.24116E+02    0.11072E+02    0.18212E+06    0.21010E+02
  1235    0.88784E+03    0.24333E+02    0.10795E+02    0.18180E+06    0.21161E+02
  1236    0.88317E+03    0.24549E+02    0.10500E+02    0.18147E+06    0.21305E+02
  1237    0.87851E+03    0.24764E+02    0.10187E+02    0.18115E+06    0.21440E+02
  1238    0.87392E+03    0.24977E+02    0.98562E+01    0.18083E+06    0.21566E+02
  1239    0.86934E+03    0.25189E+02    0.95079E+01    0.18051E+06    0.21684E+02
  1240    0.86475E+03    0.25400E+02    0.91436E+01    0.18019E+06    0.21793E+02
  1241    0.86031E+03    0.25608E+02    0.87617E+01    0.17987E+06    0.21892E+02
  1242    0.85580E+03    0.25817E+02    0.83645E+01    0.17955E+06    0.21981E+02
  1243    0.85137E+03    0.26022E+02    0.79488E+01    0.17923E+06    0.22060E+02
  1244    0.84701E+03    0.26226E+02    0.75184E+01    0.17891E+06    0.22128E+02
  1245    0.84273E+03    0.26429E+02    0.70716E+01    0.17859E+06    0.22186E+02
  1246    0.83844E+03    0.26628E+02    0.66102E+01    0.17828E+06    0.22233E+02
  1247    0.83416E+03    0.26826E+02    0.61326E+01    0.17796E+06    0.22268E+02
  1248    0.82996E+03    0.27021E+02    0.56395E+01    0.17765E+06    0.22291E+02
  1249    0.82583E+03    0.27216E+02    0.51318E+01    0.17733E+06    0.22302E+02
  1250    0.82177E+03    0.27407E+02    0.46093E+01    0.17702E+06    0.22301E+02
  1251    0.81772E+03    0.27595E+02    0.40722E+01    0.17671E+06    0.22288E+02
  1252    0.81382E+03    0.27782E+02    0.35206E+01    0.17639E+06    0.22262E+02
  1253    0.80985E+03    0.27965E+02    0.29554E+01    0.17608E+06    0.22224E+02
  1254    0.80595E+03    0.28146E+02    0.23765E+01    0.17577E+06    0.22176E+02
  1255    0.80212E+03    0.28324E+02    0.17842E+01    0.17546E+06    0.22116E+02
  1256    0.79845E+03    0.28499E+02    0.11790E+01    0.17515E+06    0.22047E+02
  1257    0.79478E+03    0.28672E+02    0.56104E+00    0.17484E+06    0.21968E+02
  1258    0.79111E+03    0.28841E+02   -0.69299E-01    0.17453E+06    0.21880E+02
  1259    0.78752E+03    0.29007E+02   -0.71172E+00    0.17423E+06    0.21783E+02
  1260    0.78400E+03    0.29170E+02   -0.13658E+01    0.17392E+06    0.21679E+02
  1261    0.78056E+03    0.29330E+02   -0.20314E+01    0.17361E+06    0.21567E+02
  1262    0.77719E+03    0.29487E+02   -0.27080E+01    0.17331E+06    0.21447E+02
  1263    0.77390E+03    0.29641E+02   -0.33955E+01    0.17300E+06    0.21322E+02
  1264    0.77061E+03    0.29791E+02   -0.40936E+01    0.17270E+06    0.21191E+02
  1265    0.76748E+03    0.29938E+02   -0.48018E+01    0.17240E+06    0.21054E+02
  1266    0.76434E+03    0.30082E+02   -0.55197E+01    0.17209E+06    0.20912E+02
  1267    0.76128E+03    0.30221E+02   -0.62472E+01    0.17179E+06    0.20766E+02
  1268    0.75830E+03    0.30358E+02   -0.69839E+01    0.17149E+06    0.20616E+02
  1269    0.75541E+03    0.30490E+02   -0.77291E+01    0.17119E+06    0.20462E+02
  1270    0.75257E+03    0.30618E+02   -0.84836E+01    0.17089E+06    0.20306E+02
  1271    0.74980E+03    0.30743E+02   -0.92458E+01    0.17059E+06    0.20148E+02
  1272    0.74709E+03    0.30865E+02   -0.10016E+02    0.17029E+06    0.19988E+02
  1273    0.74444E+03    0.30982E+02   -0.10793E+02    0.17000E+06    0.19826E+02
  1274    0.74187E+03    0.31094E+02   -0.11577E+02    0.16970E+06    0.19664E+02
  1275    0.73936E+03    0.31204E+02   -0.12368E+02    0.16940E+06    0.19502E+02
  1276    0.73692E+03    0.31309E+02   -0.13165E+02    0.16911E+06    0.19340E+02
  1277    0.73456E+03    0.31411E+02   -0.13968E+02    0.16881E+06    0.19179E+02
  1278    0.73226E+03    0.31508E+02   -0.14777E+02    0.16852E+06    0.19019E+02
  1279    0.73004E+03    0.31601E+02   -0.15590E+02    0.16822E+06    0.18861E+02
  1280    0.72790E+03    0.31690E+02   -0.16410E+02    0.16793E+06    0.18705E+02
  1281    0.72582E+03    0.31775E+02   -0.17232E+02    0.16764E+06    0.18553E+02
  1282    0.72383E+03    0.31856E+02   -0.18060E+02    0.16734E+06    0.18403E+02
  1283    0.72190E+03    0.31932E+02   -0.18891E+02    0.16705E+06    0.18258E+02
  1284    0.72004E+03    0.32004E+02   -0.19726E+02    0.16676E+06    0.18117E+02
  1285    0.71825E+03    0.32073E+02   -0.20563E+02    0.16647E+06    0.17982E+02
  1286    0.71653E+03    0.32135E+02   -0.21403E+02    0.16618E+06    0.17851E+02
  1287    0.71490E+03    0.32195E+02   -0.22245E+02    0.16589E+06    0.17727E+02
  1288    0.71333E+03    0.32249E+02   -0.23090E+02    0.16561E+06    0.17610E+02
  1289    0.71184E+03    0.32300E+02   -0.23935E+02    0.16532E+06    0.17499E+02
  1290    0.71041E+03    0.32345E+02   -0.24782E+02    0.16503E+06    0.17396E+02
  1291    0.70907E+03    0.32387E+02   -0.25630E+02    0.16475E+06    0.17302E+02
  1292    0.70779E+03    0.32422E+02   -0.26479E+02    0.16446E+06    0.17215E+02
  1293    0.70658E+03    0.32455E+02   -0.27328E+02    0.16418E+06    0.17139E+02
  1294    0.70545E+03    0.32483E+02   -0.28175E+02    0.16389E+06    0.17071E+02
  1295    0.70438E+03    0.32507E+02   -0.29023E+02    0.16361E+06    0.17014E+02
  1296    0.70339E+03    0.32526E+02   -0.29868E+02    0.16332E+06    0.16968E+02
  1297    0.70247E+03    0.32541E+02   -0.30713E+02    0.16304E+06    0.16933E+02
  1298    0.70162E+03    0.32551E+02   -0.31555E+02    0.16276E+06    0.16910E+02
  1299    0.70083E+03    0.32557E+02   -0.32397E+02    0.16248E+06    0.16899E+02
  1300    0.70013E+03    0.32557E+02   -0.33235E+02    0.16220E+06    0.16901E+02
  1301    0.69949E+03    0.32555E+02   -0.34070E+02    0.16192E+06    0.16916E+02
  1302    0.69892E+03    0.32547E+02   -0.34901E+02    0.16164E+06    0.16944E+02
  1303    0.69841E+03    0.32534E+02   -0.35730E+02    0.16136E+06    0.16984E+02
  1304    0.69798E+03    0.32518E+02   -0.36555E+02    0.16108E+06    0.17035E+02
  1305    0.69761E+03    0.32496E+02   -0.37376E+02    0.16080E+06    0.17098E+02
  1306    0.69730E+03    0.32471E+02   -0.38192E+02    0.16053E+06    0.17171E+02
  1307    0.69707E+03    0.32441E+02   -0.39002E+02    0.16025E+06    0.17254E+02
  1308    0.69690E+03    0.32406E+02   -0.39809E+02    0.15997E+06    0.17346E+02
  1309    0.69679E+03    0.32366E+02   -0.40608E+02    0.15970E+06    0.17447E+02
  1310    0.69675E+03    0.32323E+02   -0.41403E+02    0.15942E+06    0.17556E+02
  1311    0.69677E+03    0.32275E+02   -0.42191E+02    0.15915E+06    0.17673E+02
  1312    0.69688E+03    0.32224E+02   -0.42972E+02    0.15888E+06    0.17797E+02
  1313    0.69703E+03    0.32167E+02   -0.43748E+02    0.15860E+06    0.17927E+02
  1314    0.69725E+03    0.32107E+02   -0.44514E+02    0.15833E+06    0.18063E+02
  1315    0.69752E+03    0.32042E+02   -0.45274E+02    0.15806E+06    0.18204E+02
  1316    0.69786E+03    0.31972E+02   -0.46026E+02    0.15779E+06    0.18350E+02
  1317    0.69826E+03    0.31900E+02   -0.46770E+02    0.15752E+06    0.18501E+02
  1318    0.69870E+03    0.31822E+02   -0.47504E+02    0.15725E+06    0.18654E+02
  1319    0.69921E+03    0.31740E+02   -0.48232E+02    0.15698E+06    0.18811E+02
  1320    0.69977E+03    0.31655E+02   -0.48949E+02    0.15671E+06    0.18970E+02
  1321    0.70039E+03    0.31566E+02   -0.49658E+02    0.15644E+06    0.19131E+02
  1322    0.70107E+03    0.31471E+02   -0.50356E+02    0.15617E+06    0.19293E+02
  1323    0.70180E+03    0.31373E+02   -0.51044E+02    0.15591E+06    0.19455E+02
  1324    0.70258E+03    0.31271E+02   -0.51724E+02    0.15564E+06    0.19618E+02
  1325    0.70341E+03    0.31166E+02   -0.52391E+02    0.15537E+06    0.19780E+02
  1326    0.70431E+03    0.31057E+02   -0.53049E+02    0.15511E+06    0.19941E+02
  1327    0.70523E+03    0.30944E+02   -0.53696E+02    0.15484E+06    0.20101E+02
  1328    0.70622E+03    0.30828E+02   -0.54331E+02    0.15458E+06    0.20258E+02
  1329    0.70725E+03    0.30708E+02   -0.54955E+02    0.15432E+06    0.20413E+02
  1330    0.70833E+03    0.30583E+02   -0.55567E+02    0.15405E+06    0.20564E+02
  1331    0.70946E+03    0.30456E+02   -0.56167E+02    0.15379E+06    0.20711E+02
  1332    0.71062E+03    0.30324E+02   -0.56756E+02    0.15353E+06    0.20854E+02
  1333    0.71183E+03    0.30189E+02   -0.57331E+02    0.15327E+06    0.20991E+02
  1334    0.71309E+03    0.30052E+02   -0.57894E+02    0.15301E+06    0.21123E+02
  1335    0.71438E+03    0.29910E+02   -0.58444E+02    0.15275E+06    0.21248E+02
  1336    0.71572E+03    0.29766E+02   -0.58980E+02    0.15249E+06    0.21367E+02
  1337    0.71709E+03    0.29617E+02   -0.59504E+02    0.15223E+06    0.21478E+02
  1338    0.71850E+03    0.29466E+02   -0.60014E+02    0.15197E+06    0.21582E+02
  1339    0.71995E+03    0.29311E+02   -0.60511E+02    0.15171E+06    0.21676E+02
  1340    0.72144E+03    0.29154E+02   -0.60995E+02    0.15145E+06    0.21762E+02
  1341    0.72295E+03    0.28994E+02   -0.61464E+02    0.15120E+06    0.21838E+02
  1342    0.72450E+03    0.28831E+02   -0.61919E+02    0.15094E+06    0.21903E+02
  1343    0.72608E+03    0.28665E+02   -0.62359E+02    0.15068E+06    0.21958E+02
  1344    0.72770E+03    0.28496E+02   -0.62785E+02    0.15043E+06    0.22001E+02
  1345    0.72933E+03    0.28325E+02   -0.63196E+02    0.15017E+06    0.22032E+02
  1346    0.73100E+03    0.28150E+02   -0.63594E+02    0.14992E+06    0.22051E+02
  1347    0.73270E+03    0.27973E+02   -0.63975E+02    0.14966E+06    0.22056E+02
  1348    0.73441E+03    0.27794E+02   -0.64342E+02    0.14941E+06    0.22047E+02
  1349    0.73617E+03    0.27611E+02   -0.64693E+02    0.14916E+06    0.22025E+02
  1350    0.73793E+03    0.27427E+02   -0.65029E+02    0.14891E+06    0.21987E+02
  1351    0.73972E+03    0.27241E+02   -0.65349E+02    0.14865E+06    0.21934E+02
  1352    0.74153E+03    0.27052E+02   -0.65653E+02    0.14840E+06    0.21867E+02
  1353    0.74336E+03    0.26862E+02   -0.65942E+02    0.14815E+06    0.21786E+02
  1354    0.74520E+03    0.26669E+02   -0.66216E+02    0.14790E+06    0.21692E+02
  1355    0.74707E+03    0.26474E+02   -0.66474E+02    0.14765E+06    0.21587E+02
  1356    0.74896E+03    0.26278E+02   -0.66717E+02    0.14740E+06    0.21471E+02
  1357    0.75085E+03    0.26079E+02   -0.66942E+02    0.14715E+06    0.21346E+02
  1358    0.75275E+03    0.25879E+02   -0.67150E+02    0.14691E+06    0.21211E+02
  1359    0.75466E+03    0.25677E+02   -0.67345E+02    0.14666E+06    0.21070E+02
  1360    0.75657E+03    0.25475E+02   -0.67521E+02    0.14641E+06    0.20921E+02
  1361    0.75850E+03    0.25269E+02   -0.67683E+02    0.14616E+06    0.20767E+02
  1362    0.76042E+03    0.25062E+02   -0.67826E+02    0.14592E+06    0.20608E+02
  1363    0.76236E+03    0.24854E+02   -0.67956E+02    0.14567E+06    0.20445E+02
  1364    0.76427E+03    0.24646E+02   -0.68068E+02    0.14543E+06    0.20279E+02
  1365    0.76627E+03    0.24435E+02   -0.68163E+02    0.14518E+06    0.20111E+02
  1366    0.76820E+03    0.24224E+02   -0.68243E+02    0.14494E+06    0.19943E+02
  1367    0.77013E+03    0.24010E+02   -0.68307E+02    0.14470E+06    0.19774E+02
  1368    0.77214E+03    0.23798E+02   -0.68354E+02    0.14445E+06    0.19607E+02
  1369    0.77407E+03    0.23583E+02   -0.68384E+02    0.14421E+06    0.19442E+02
  1370    0.77600E+03    0.23368E+02   -0.68399E+02    0.14397E+06    0.19280E+02
  1371    0.77793E+03    0.23153E+02   -0.68397E+02    0.14373E+06    0.19121E+02
  1372    0.77986E+03    0.22936E+02   -0.68378E+02    0.14348E+06    0.18968E+02
  1373    0.78179E+03    0.22720E+02   -0.68344E+02    0.14324E+06    0.18820E+02
  1374    0.78372E+03    0.22503E+02   -0.68294E+02    0.14300E+06    0.18680E+02
  1375    0.78565E+03    0.22285E+02   -0.68227E+02    0.14276E+06    0.18547E+02
  1376    0.78758E+03    0.22067E+02   -0.68144E+02    0.14253E+06    0.18424E+02
  1377    0.78951E+03    0.21850E+02   -0.68046E+02    0.14229E+06    0.18310E+02
  1378    0.79144E+03    0.21631E+02   -0.67932E+02    0.14205E+06    0.18207E+02
  1379    0.79330E+03    0.21414E+02   -0.67802E+02    0.14181E+06    0.18115E+02
  1380    0.79515E+03    0.21195E+02   -0.67656E+02    0.14157E+06    0.18037E+02
  1381    0.79701E+03    0.20977E+02   -0.67494E+02    0.14134E+06    0.17972E+02
  1382    0.79871E+03    0.20759E+02   -0.67315E+02    0.14110E+06    0.17922E+02
  1383    0.80057E+03    0.20542E+02   -0.67123E+02    0.14086E+06    0.17887E+02
  1384    0.80227E+03    0.20325E+02   -0.66914E+02    0.14063E+06    0.17869E+02
  1385    0.80398E+03    0.20108E+02   -0.66689E+02    0.14039E+06    0.17869E+02
  1386    0.80568E+03    0.19892E+02   -0.66450E+02    0.14016E+06    0.17887E+02
  1387    0.80731E+03    0.19676E+02   -0.66195E+02    0.13993E+06    0.17925E+02
  1388    0.80909E+03    0.19461E+02   -0.65926E+02    0.13969E+06    0.17984E+02
  1389    0.81071E+03    0.19246E+02   -0.65641E+02    0.13946E+06    0.18064E+02
  1390    0.81227E+03    0.19033E+02   -0.65342E+02    0.13923E+06    0.18166E+02
  1391    0.81389E+03    0.18821E+02   -0.65029E+02    0.13900E+06    0.18292E+02
  1392    0.81544E+03    0.18609E+02   -0.64701E+02    0.13876E+06    0.18443E+02
  1393    0.81700E+03    0.18400E+02   -0.64358E+02    0.13853E+06    0.18619E+02
  1394    0.81847E+03    0.18190E+02   -0.64003E+02    0.13830E+06    0.18821E+02
  1395    0.81994E+03    0.17982E+02   -0.63632E+02    0.13807E+06    0.19050E+02
  1396    0.82142E+03    0.17776E+02   -0.63248E+02    0.13784E+06    0.19308E+02
  1397    0.82282E+03    0.17571E+02   -0.62851E+02    0.13761E+06    0.19596E+02
  1398    0.82414E+03    0.17366E+02   -0.62439E+02    0.13739E+06    0.19913E+02
  1399    0.82546E+03    0.17164E+02   -0.62015E+02    0.13716E+06    0.20262E+02
  1400    0.82678E+03    0.16964E+02   -0.61577E+02    0.13693E+06    0.20643E+02
  1401    0.82803E+03    0.16764E+02   -0.61126E+02    0.13670E+06    0.21057E+02
  1402    0.82927E+03    0.16567E+02   -0.60664E+02    0.13647E+06    0.21503E+02
  1403    0.83044E+03    0.16372E+02   -0.60188E+02    0.13625E+06    0.21980E+02
  1404    0.83153E+03    0.16179E+02   -0.59700E+02    0.13602E+06    0.22488E+02
  1405    0.83270E+03    0.15986E+02   -0.59199E+02    0.13580E+06    0.23024E+02
  1406    0.83371E+03    0.15797E+02   -0.58688E+02    0.13557E+06    0.23589E+02
  1407    0.83465E+03    0.15610E+02   -0.58165E+02    0.13535E+06    0.24180E+02
  1408    0.83574E+03    0.15423E+02   -0.57630E+02    0.13512E+06    0.24798E+02
  1409    0.83660E+03    0.15240E+02   -0.57084E+02    0.13490E+06    0.25441E+02
  1410    0.83754E+03    0.15059E+02   -0.56527E+02    0.13468E+06    0.26108E+02
  1411    0.83840E+03    0.14880E+02   -0.55959E+02    0.13445E+06    0.26798E+02
  1412    0.83919E+03    0.14703E+02   -0.55381E+02    0.13423E+06    0.27510E+02
  1413    0.83982E+03    0.14530E+02   -0.54792E+02    0.13401E+06    0.28243E+02
