#    L    TT             EE             TE             PP             TP          
  1035    0.12985E-09    0.49729E-11   -0.82839E-11    0.28755E-07    0.21507E-11
  1036    0.13007E-09    0.49431E-11   -0.84096E-11    0.28702E-07    0.20948E-11
  1037    0.13031E-09    0.49129E-11   -0.85326E-11    0.28650E-07    0.20395E-11
  1038    0.13057E-09    0.48822E-11   -0.86527E-11    0.28598E-07    0.19849E-11
  1039    0.13084E-09    0.48509E-11   -0.87696E-11    0.28546E-07    0.19310E-11
  1040    0.13109E-09    0.48191E-11   -0.88840E-11    0.28494E-07    0.18778E-11
  1041    0.13138E-09    0.47870E-11   -0.89951E-11    0.28442E-07    0.18252E-11
  1042    0.13167E-09    0.47542E-11   -0.91034E-11    0.28390E-07    0.17733E-11
  1043    0.13197E-09    0.47210E-11   -0.92086E-11    0.28338E-07    0.17221E-11
  1044    0.13230E-09    0.46873E-11   -0.93109E-11    0.28287E-07    0.16715E-11
  1045    0.13261E-09    0.46535E-11   -0.94104E-11    0.28236E-07    0.16216E-11
  1046    0.13294E-09    0.46190E-11   -0.95062E-11    0.28184E-07    0.15723E-11
  1047    0.13329E-09    0.45841E-11   -0.96002E-11    0.28133E-07    0.15237E-11
  1048    0.13362E-09    0.45489E-11   -0.96903E-11    0.28082E-07    0.14758E-11
  1049    0.13398E-09    0.45133E-11   -0.97767E-11    0.28031E-07    0.14285E-11
  1050    0.13433E-09    0.44774E-11   -0.98603E-11    0.27981E-07    0.13819E-11
  1051    0.13470E-09    0.44410E-11   -0.99411E-11    0.27930E-07    0.13359E-11
  1052    0.13508E-09    0.44044E-11   -0.10018E-10    0.27880E-07    0.12906E-11
  1053    0.13545E-09    0.43674E-11   -0.10092E-10    0.27829E-07    0.12459E-11
  1054    0.13583E-09    0.43301E-11   -0.10164E-10    0.27779E-07    0.12019E-11
  1055    0.13621E-09    0.42927E-11   -0.10231E-10    0.27729E-07    0.11586E-11
  1056    0.13660E-09    0.42549E-11   -0.10296E-10    0.27679E-07    0.11158E-11
  1057    0.13701E-09    0.42168E-11   -0.10357E-10    0.27629E-07    0.10738E-11
  1058    0.13743E-09    0.41786E-11   -0.10415E-10    0.27580E-07    0.10324E-11
  1059    0.13785E-09    0.41401E-11   -0.10469E-10    0.27530E-07    0.99161E-12
  1060    0.13826E-09    0.41013E-11   -0.10520E-10    0.27480E-07    0.95150E-12
  1061    0.13868E-09    0.40625E-11   -0.10568E-10    0.27431E-07    0.91203E-12
  1062    0.13911E-09    0.40235E-11   -0.10612E-10    0.27382E-07    0.87321E-12
  1063    0.13952E-09    0.39843E-11   -0.10653E-10    0.27333E-07    0.83505E-12
  1064    0.13995E-09    0.39449E-11   -0.10692E-10    0.27284E-07    0.79752E-12
  1065    0.14038E-09    0.39053E-11   -0.10727E-10    0.27235E-07    0.76065E-12
  1066    0.14080E-09    0.38657E-11   -0.10758E-10    0.27186E-07    0.72442E-12
  1067    0.14124E-09    0.38260E-11   -0.10785E-10    0.27138E-07    0.68883E-12
  1068    0.14168E-09    0.37861E-11   -0.10809E-10    0.27089E-07    0.65389E-12
  1069    0.14211E-09    0.37464E-11   -0.10832E-10    0.27041E-07    0.61959E-12
  1070    0.14256E-09    0.37063E-11   -0.10850E-10    0.26993E-07    0.58594E-12
  1071    0.14299E-09    0.36664E-11   -0.10865E-10    0.26944E-07    0.55293E-12
  1072    0.14343E-09    0.36264E-11   -0.10875E-10    0.26896E-07    0.52057E-12
  1073    0.14388E-09    0.35864E-11   -0.10883E-10    0.26849E-07    0.48884E-12
  1074    0.14431E-09    0.35464E-11   -0.10888E-10    0.26801E-07    0.45776E-12
  1075    0.14476E-09    0.35063E-11   -0.10890E-10    0.26753E-07    0.42732E-12
  1076    0.14519E-09    0.34663E-11   -0.10887E-10    0.26706E-07    0.39752E-12
  1077    0.14564E-09    0.34264E-11   -0.10883E-10    0.26658E-07    0.36836E-12
  1078    0.14607E-09    0.33866E-11   -0.10873E-10    0.26611E-07    0.33984E-12
  1079    0.14650E-09    0.33468E-11   -0.10862E-10    0.26564E-07    0.31195E-12
  1080    0.14694E-09    0.33070E-11   -0.10848E-10    0.26517E-07    0.28470E-12
  1081    0.14736E-09    0.32675E-11   -0.10831E-10    0.26470E-07    0.25808E-12
  1082    0.14778E-09    0.32281E-11   -0.10810E-10    0.26423E-07    0.23209E-12
  1083    0.14820E-09    0.31888E-11   -0.10786E-10    0.26376E-07    0.20672E-12
  1084    0.14863E-09    0.31496E-11   -0.10759E-10    0.26330E-07    0.18198E-12
  1085    0.14905E-09    0.31106E-11   -0.10728E-10    0.26283E-07    0.15786E-12
  1086    0.14946E-09    0.30719E-11   -0.10696E-10    0.26237E-07    0.13436E-12
  1087    0.14987E-09    0.30334E-11   -0.10658E-10    0.26190E-07    0.11148E-12
  1088    0.15027E-09    0.29948E-11   -0.10620E-10    0.26144E-07    0.89215E-13
  1089    0.15067E-09    0.29567E-11   -0.10577E-10    0.26098E-07    0.67562E-13
  1090    0.15107E-09    0.29188E-11   -0.10533E-10    0.26052E-07    0.46519E-13
  1091    0.15146E-09    0.28811E-11   -0.10484E-10    0.26007E-07    0.26084E-13
  1092    0.15186E-09    0.28436E-11   -0.10433E-10    0.25961E-07    0.62560E-14
  1093    0.15223E-09    0.28065E-11   -0.10379E-10    0.25915E-07   -0.12969E-13
  1094    0.15259E-09    0.27696E-11   -0.10323E-10    0.25870E-07   -0.31592E-13
  1095    0.15297E-09    0.27332E-11   -0.10265E-10    0.25825E-07   -0.49615E-13
  1096    0.15333E-09    0.26969E-11   -0.10203E-10    0.25779E-07   -0.67042E-13
  1097    0.15368E-09    0.26610E-11   -0.10138E-10    0.25734E-07   -0.83874E-13
  1098    0.15403E-09    0.26255E-11   -0.10071E-10    0.25689E-07   -0.10011E-12
  1099    0.15437E-09    0.25904E-11   -0.10001E-10    0.25644E-07   -0.11576E-12
  1100    0.15470E-09    0.25557E-11   -0.99289E-11    0.25599E-07   -0.13082E-12
  1101    0.15503E-09    0.25213E-11   -0.98542E-11    0.25555E-07   -0.14530E-12
  1102    0.15536E-09    0.24873E-11   -0.97768E-11    0.25510E-07   -0.15919E-12
  1103    0.15567E-09    0.24537E-11   -0.96971E-11    0.25466E-07   -0.17251E-12
  1104    0.15597E-09    0.24207E-11   -0.96149E-11    0.25421E-07   -0.18524E-12
  1105    0.15626E-09    0.23881E-11   -0.95305E-11    0.25377E-07   -0.19741E-12
  1106    0.15655E-09    0.23557E-11   -0.94437E-11    0.25333E-07   -0.20900E-12
  1107    0.15683E-09    0.23239E-11   -0.93548E-11    0.25289E-07   -0.22002E-12
  1108    0.15710E-09    0.22925E-11   -0.92637E-11    0.25245E-07   -0.23049E-12
  1109    0.15735E-09    0.22613E-11   -0.91704E-11    0.25201E-07   -0.24039E-12
  1110    0.15761E-09    0.22309E-11   -0.90750E-11    0.25158E-07   -0.24973E-12
  1111    0.15784E-09    0.22010E-11   -0.89776E-11    0.25114E-07   -0.25852E-12
  1112    0.15808E-09    0.21715E-11   -0.88783E-11    0.25071E-07   -0.26676E-12
  1113    0.15830E-09    0.21427E-11   -0.87769E-11    0.25027E-07   -0.27445E-12
  1114    0.15850E-09    0.21142E-11   -0.86738E-11    0.24984E-07   -0.28160E-12
  1115    0.15871E-09    0.20864E-11   -0.85689E-11    0.24941E-07   -0.28821E-12
  1116    0.15891E-09    0.20591E-11   -0.84622E-11    0.24898E-07   -0.29428E-12
  1117    0.15909E-09    0.20323E-11   -0.83538E-11    0.24855E-07   -0.29982E-12
  1118    0.15926E-09    0.20062E-11   -0.82436E-11    0.24812E-07   -0.30483E-12
  1119    0.15943E-09    0.19806E-11   -0.81319E-11    0.24769E-07   -0.30930E-12
  1120    0.15958E-09    0.19556E-11   -0.80186E-11    0.24726E-07   -0.31326E-12
  1121    0.15972E-09    0.19311E-11   -0.79037E-11    0.24684E-07   -0.31669E-12
  1122    0.15985E-09    0.19072E-11   -0.77875E-11    0.24641E-07   -0.31961E-12
  1123    0.15996E-09    0.18840E-11   -0.76699E-11    0.24599E-07   -0.32201E-12
  1124    0.16008E-09    0.18613E-11   -0.75509E-11    0.24557E-07   -0.32390E-12
  1125    0.16017E-09    0.18392E-11   -0.74306E-11    0.24515E-07   -0.32528E-12
  1126    0.16026E-09    0.18178E-11   -0.73091E-11    0.24473E-07   -0.32615E-12
  1127    0.16033E-09    0.17969E-11   -0.71864E-11    0.24431E-07   -0.32653E-12
  1128    0.16040E-09    0.17768E-11   -0.70628E-11    0.24389E-07   -0.32641E-12
  1129    0.16046E-09    0.17574E-11   -0.69379E-11    0.24347E-07   -0.32580E-12
  1130    0.16048E-09    0.17385E-11   -0.68122E-11    0.24306E-07   -0.32470E-12
  1131    0.16052E-09    0.17202E-11   -0.66856E-11    0.24264E-07   -0.32311E-12
  1132    0.16054E-09    0.17026E-11   -0.65580E-11    0.24223E-07   -0.32105E-12
  1133    0.16054E-09    0.16857E-11   -0.64298E-11    0.24181E-07   -0.31852E-12
  1134    0.16054E-09    0.16695E-11   -0.63007E-11    0.24140E-07   -0.31551E-12
  1135    0.16052E-09    0.16538E-11   -0.61709E-11    0.24099E-07   -0.31204E-12
  1136    0.16049E-09    0.16389E-11   -0.60406E-11    0.24058E-07   -0.30812E-12
  1137    0.16045E-09    0.16246E-11   -0.59096E-11    0.24017E-07   -0.30373E-12
  1138    0.16040E-09    0.16112E-11   -0.57782E-11    0.23976E-07   -0.29890E-12
  1139    0.16034E-09    0.15982E-11   -0.56462E-11    0.23936E-07   -0.29362E-12
  1140    0.16027E-09    0.15861E-11   -0.55140E-11    0.23895E-07   -0.28790E-12
  1141    0.16018E-09    0.15744E-11   -0.53814E-11    0.23855E-07   -0.28174E-12
  1142    0.16008E-09    0.15636E-11   -0.52485E-11    0.23814E-07   -0.27515E-12
  1143    0.15998E-09    0.15534E-11   -0.51155E-11    0.23774E-07   -0.26813E-12
  1144    0.15984E-09    0.15438E-11   -0.49823E-11    0.23734E-07   -0.26069E-12
  1145    0.15971E-09    0.15351E-11   -0.48491E-11    0.23694E-07   -0.25283E-12
  1146    0.15957E-09    0.15270E-11   -0.47157E-11    0.23653E-07   -0.24456E-12
  1147    0.15941E-09    0.15196E-11   -0.45825E-11    0.23614E-07   -0.23588E-12
  1148    0.15924E-09    0.15128E-11   -0.44493E-11    0.23574E-07   -0.22680E-12
  1149    0.15906E-09    0.15068E-11   -0.43163E-11    0.23534E-07   -0.21731E-12
  1150    0.15887E-09    0.15015E-11   -0.41836E-11    0.23494E-07   -0.20743E-12
  1151    0.15867E-09    0.14968E-11   -0.40510E-11    0.23455E-07   -0.19716E-12
  1152    0.15845E-09    0.14928E-11   -0.39188E-11    0.23415E-07   -0.18651E-12
  1153    0.15823E-09    0.14896E-11   -0.37871E-11    0.23376E-07   -0.17547E-12
  1154    0.15800E-09    0.14871E-11   -0.36556E-11    0.23337E-07   -0.16405E-12
  1155    0.15775E-09    0.14852E-11   -0.35247E-11    0.23298E-07   -0.15225E-12
  1156    0.15749E-09    0.14839E-11   -0.33944E-11    0.23259E-07   -0.14009E-12
  1157    0.15722E-09    0.14833E-11   -0.32646E-11    0.23220E-07   -0.12755E-12
  1158    0.15694E-09    0.14835E-11   -0.31355E-11    0.23181E-07   -0.11465E-12
  1159    0.15666E-09    0.14843E-11   -0.30071E-11    0.23142E-07   -0.10138E-12
  1160    0.15634E-09    0.14858E-11   -0.28796E-11    0.23103E-07   -0.87756E-13
  1161    0.15604E-09    0.14880E-11   -0.27528E-11    0.23065E-07   -0.73774E-13
  1162    0.15571E-09    0.14908E-11   -0.26269E-11    0.23026E-07   -0.59439E-13
  1163    0.15537E-09    0.14943E-11   -0.25020E-11    0.22988E-07   -0.44753E-13
  1164    0.15504E-09    0.14985E-11   -0.23781E-11    0.22949E-07   -0.29721E-13
  1165    0.15468E-09    0.15033E-11   -0.22551E-11    0.22911E-07   -0.14346E-13
  1166    0.15431E-09    0.15088E-11   -0.21332E-11    0.22873E-07    0.13696E-14
  1167    0.15394E-09    0.15148E-11   -0.20126E-11    0.22835E-07    0.17422E-13
  1168    0.15355E-09    0.15216E-11   -0.18929E-11    0.22797E-07    0.33808E-13
  1169    0.15317E-09    0.15290E-11   -0.17748E-11    0.22759E-07    0.50525E-13
  1170    0.15277E-09    0.15369E-11   -0.16577E-11    0.22721E-07    0.67569E-13
  1171    0.15235E-09    0.15456E-11   -0.15420E-11    0.22684E-07    0.84936E-13
  1172    0.15193E-09    0.15548E-11   -0.14278E-11    0.22646E-07    0.10262E-12
  1173    0.15150E-09    0.15647E-11   -0.13148E-11    0.22608E-07    0.12063E-12
  1174    0.15106E-09    0.15750E-11   -0.12034E-11    0.22571E-07    0.13895E-12
  1175    0.15061E-09    0.15860E-11   -0.10935E-11    0.22534E-07    0.15758E-12
  1176    0.15014E-09    0.15975E-11   -0.98523E-12    0.22496E-07    0.17652E-12
  1177    0.14968E-09    0.16098E-11   -0.87847E-12    0.22459E-07    0.19576E-12
  1178    0.14920E-09    0.16224E-11   -0.77335E-12    0.22422E-07    0.21530E-12
  1179    0.14873E-09    0.16359E-11   -0.66989E-12    0.22385E-07    0.23514E-12
  1180    0.14824E-09    0.16499E-11   -0.56815E-12    0.22348E-07    0.25527E-12
  1181    0.14774E-09    0.16643E-11   -0.46817E-12    0.22312E-07    0.27568E-12
  1182    0.14723E-09    0.16793E-11   -0.36998E-12    0.22275E-07    0.29637E-12
  1183    0.14671E-09    0.16948E-11   -0.27362E-12    0.22238E-07    0.31734E-12
  1184    0.14619E-09    0.17107E-11   -0.17914E-12    0.22202E-07    0.33858E-12
  1185    0.14566E-09    0.17273E-11   -0.86542E-13    0.22165E-07    0.36008E-12
  1186    0.14513E-09    0.17443E-11    0.40967E-14    0.22129E-07    0.38185E-12
  1187    0.14459E-09    0.17619E-11    0.92762E-13    0.22093E-07    0.40388E-12
  1188    0.14404E-09    0.17799E-11    0.17940E-12    0.22056E-07    0.42615E-12
  1189    0.14348E-09    0.17984E-11    0.26402E-12    0.22020E-07    0.44868E-12
  1190    0.14292E-09    0.18173E-11    0.34655E-12    0.21984E-07    0.47145E-12
  1191    0.14235E-09    0.18367E-11    0.42701E-12    0.21948E-07    0.49445E-12
  1192    0.14178E-09    0.18566E-11    0.50532E-12    0.21912E-07    0.51769E-12
  1193    0.14120E-09    0.18768E-11    0.58150E-12    0.21877E-07    0.54116E-12
  1194    0.14062E-09    0.18975E-11    0.65552E-12    0.21841E-07    0.56485E-12
  1195    0.14003E-09    0.19186E-11    0.72734E-12    0.21805E-07    0.58876E-12
  1196    0.13943E-09    0.19403E-11    0.79690E-12    0.21770E-07    0.61288E-12
  1197    0.13884E-09    0.19622E-11    0.86423E-12    0.21734E-07    0.63721E-12
  1198    0.13823E-09    0.19845E-11    0.92914E-12    0.21699E-07    0.66175E-12
  1199    0.13762E-09    0.20071E-11    0.99194E-12    0.21664E-07    0.68649E-12
  1200    0.13701E-09    0.20301E-11    0.10524E-11    0.21629E-07    0.71142E-12
  1201    0.13640E-09    0.20534E-11    0.11104E-11    0.21594E-07    0.73655E-12
  1202    0.13577E-09    0.20773E-11    0.11662E-11    0.21559E-07    0.76186E-12
  1203    0.13515E-09    0.21013E-11    0.12195E-11    0.21524E-07    0.78735E-12
  1204    0.13452E-09    0.21257E-11    0.12705E-11    0.21489E-07    0.81302E-12
  1205    0.13389E-09    0.21502E-11    0.13191E-11    0.21454E-07    0.83886E-12
  1206    0.13326E-09    0.21752E-11    0.13652E-11    0.21419E-07    0.86487E-12
  1207    0.13263E-09    0.22004E-11    0.14088E-11    0.21385E-07    0.89104E-12
  1208    0.13200E-09    0.22259E-11    0.14502E-11    0.21350E-07    0.91738E-12
  1209    0.13136E-09    0.22516E-11    0.14890E-11    0.21316E-07    0.94387E-12
  1210    0.13072E-09    0.22775E-11    0.15253E-11    0.21281E-07    0.97051E-12
  1211    0.13007E-09    0.23037E-11    0.15591E-11    0.21247E-07    0.99731E-12
  1212    0.12944E-09    0.23301E-11    0.15906E-11    0.21213E-07    0.10242E-11
  1213    0.12879E-09    0.23566E-11    0.16196E-11    0.21179E-07    0.10513E-11
  1214    0.12815E-09    0.23835E-11    0.16460E-11    0.21145E-07    0.10785E-11
  1215    0.12751E-09    0.24104E-11    0.16699E-11    0.21111E-07    0.11059E-11
  1216    0.12687E-09    0.24376E-11    0.16914E-11    0.21077E-07    0.11333E-11
  1217    0.12620E-09    0.24649E-11    0.17104E-11    0.21043E-07    0.11609E-11
  1218    0.12556E-09    0.24924E-11    0.17268E-11    0.21009E-07    0.11886E-11
  1219    0.12491E-09    0.25199E-11    0.17409E-11    0.20975E-07    0.12164E-11
  1220    0.12426E-09    0.25475E-11    0.17523E-11    0.20942E-07    0.12444E-11
  1221    0.12361E-09    0.25752E-11    0.17613E-11    0.20908E-07    0.12724E-11
  1222    0.12297E-09    0.26031E-11    0.17677E-11    0.20875E-07    0.13005E-11
  1223    0.12232E-09    0.26311E-11    0.17719E-11    0.20842E-07    0.13288E-11
  1224    0.12167E-09    0.26589E-11    0.17733E-11    0.20808E-07    0.13571E-11
  1225    0.12103E-09    0.26870E-11    0.17723E-11    0.20775E-07    0.13855E-11
  1226    0.12039E-09    0.27150E-11    0.17689E-11    0.20742E-07    0.14140E-11
  1227    0.11976E-09    0.27431E-11    0.17629E-11    0.20709E-07    0.14426E-11
  1228    0.11911E-09    0.27712E-11    0.17546E-11    0.20676E-07    0.14712E-11
  1229    0.11848E-09    0.27993E-11    0.17437E-11    0.20643E-07    0.15000E-11
  1230    0.11782E-09    0.28273E-11    0.17306E-11    0.20610E-07    0.15287E-11
  1231    0.11719E-09    0.28554E-11    0.17150E-11    0.20578E-07    0.15576E-11
  1232    0.11655E-09    0.28833E-11    0.16971E-11    0.20545E-07    0.15865E-11
  1233    0.11593E-09    0.29114E-11    0.16766E-11    0.20512E-07    0.16155E-11
  1234    0.11530E-09    0.29392E-11    0.16539E-11    0.20480E-07    0.16445E-11
  1235    0.11471E-09    0.29671E-11    0.16288E-11    0.20447E-07    0.16735E-11
  1236    0.11410E-09    0.29948E-11    0.16014E-11    0.20415E-07    0.17026E-11
  1237    0.11348E-09    0.30223E-11    0.15717E-11    0.20383E-07    0.17317E-11
  1238    0.11288E-09    0.30499E-11    0.15396E-11    0.20350E-07    0.17609E-11
  1239    0.11228E-09    0.30772E-11    0.15052E-11    0.20318E-07    0.17901E-11
  1240    0.11167E-09    0.31044E-11    0.14686E-11    0.20286E-07    0.18192E-11
  1241    0.11108E-09    0.31314E-11    0.14298E-11    0.20254E-07    0.18485E-11
  1242    0.11049E-09    0.31585E-11    0.13889E-11    0.20222E-07    0.18777E-11
  1243    0.10990E-09    0.31851E-11    0.13455E-11    0.20190E-07    0.19069E-11
  1244    0.10932E-09    0.32118E-11    0.13002E-11    0.20159E-07    0.19362E-11
  1245    0.10875E-09    0.32382E-11    0.12527E-11    0.20127E-07    0.19654E-11
  1246    0.10818E-09    0.32643E-11    0.12032E-11    0.20095E-07    0.19946E-11
  1247    0.10760E-09    0.32902E-11    0.11516E-11    0.20064E-07    0.20238E-11
  1248    0.10704E-09    0.33159E-11    0.10979E-11    0.20032E-07    0.20530E-11
  1249    0.10649E-09    0.33415E-11    0.10422E-11    0.20001E-07    0.20822E-11
  1250    0.10594E-09    0.33667E-11    0.98448E-12    0.19969E-07    0.21114E-11
  1251    0.10540E-09    0.33916E-11    0.92480E-12    0.19938E-07    0.21405E-11
  1252    0.10487E-09    0.34164E-11    0.86315E-12    0.19907E-07    0.21696E-11
  1253    0.10433E-09    0.34407E-11    0.79963E-12    0.19876E-07    0.21986E-11
  1254    0.10380E-09    0.34647E-11    0.73424E-12    0.19845E-07    0.22276E-11
  1255    0.10328E-09    0.34886E-11    0.66700E-12    0.19814E-07    0.22566E-11
  1256    0.10278E-09    0.35120E-11    0.59799E-12    0.19783E-07    0.22855E-11
  1257    0.10228E-09    0.35352E-11    0.52721E-12    0.19752E-07    0.23144E-11
  1258    0.10178E-09    0.35579E-11    0.45471E-12    0.19721E-07    0.23432E-11
  1259    0.10129E-09    0.35804E-11    0.38052E-12    0.19690E-07    0.23720E-11
  1260    0.10080E-09    0.36024E-11    0.30470E-12    0.19660E-07    0.24007E-11
  1261    0.10033E-09    0.36242E-11    0.22725E-12    0.19629E-07    0.24293E-11
  1262    0.99864E-10    0.36457E-11    0.14826E-12    0.19598E-07    0.24579E-11
  1263    0.99409E-10    0.36666E-11    0.67716E-13    0.19568E-07    0.24864E-11
  1264    0.98952E-10    0.36873E-11   -0.14347E-13    0.19538E-07    0.25148E-11
  1265    0.98515E-10    0.37075E-11   -0.97862E-13    0.19507E-07    0.25432E-11
  1266    0.98077E-10    0.37273E-11   -0.18277E-12    0.19477E-07    0.25715E-11
  1267    0.97648E-10    0.37466E-11   -0.26908E-12    0.19447E-07    0.25997E-11
  1268    0.97230E-10    0.37657E-11   -0.35674E-12    0.19417E-07    0.26278E-11
  1269    0.96822E-10    0.37841E-11   -0.44565E-12    0.19387E-07    0.26558E-11
  1270    0.96420E-10    0.38021E-11   -0.53594E-12    0.19357E-07    0.26837E-11
  1271    0.96028E-10    0.38198E-11   -0.62737E-12    0.19327E-07    0.27115E-11
  1272    0.95642E-10    0.38370E-11   -0.71997E-12    0.19297E-07    0.27393E-11
  1273    0.95263E-10    0.38537E-11   -0.81373E-12    0.19267E-07    0.27669E-11
  1274    0.94894E-10    0.38698E-11   -0.90855E-12    0.19237E-07    0.27944E-11
  1275    0.94533E-10    0.38856E-11   -0.10044E-11    0.19208E-07    0.28219E-11
  1276    0.94180E-10    0.39009E-11   -0.11012E-11    0.19178E-07    0.28492E-11
  1277    0.93837E-10    0.39158E-11   -0.11990E-11    0.19149E-07    0.28764E-11
  1278    0.93502E-10    0.39301E-11   -0.12977E-11    0.19119E-07    0.29034E-11
  1279    0.93177E-10    0.39438E-11   -0.13972E-11    0.19090E-07    0.29304E-11
  1280    0.92861E-10    0.39572E-11   -0.14977E-11    0.19060E-07    0.29572E-11
  1281    0.92553E-10    0.39700E-11   -0.15988E-11    0.19031E-07    0.29839E-11
  1282    0.92256E-10    0.39823E-11   -0.17007E-11    0.19002E-07    0.30105E-11
  1283    0.91966E-10    0.39941E-11   -0.18033E-11    0.18973E-07    0.30370E-11
  1284    0.91687E-10    0.40054E-11   -0.19065E-11    0.18944E-07    0.30633E-11
  1285    0.91415E-10    0.40162E-11   -0.20103E-11    0.18915E-07    0.30895E-11
  1286    0.91153E-10    0.40263E-11   -0.21146E-11    0.18886E-07    0.31155E-11
  1287    0.90900E-10    0.40360E-11   -0.22194E-11    0.18857E-07    0.31414E-11
  1288    0.90657E-10    0.40451E-11   -0.23247E-11    0.18828E-07    0.31672E-11
  1289    0.90423E-10    0.40537E-11   -0.24303E-11    0.18799E-07    0.31928E-11
  1290    0.90197E-10    0.40617E-11   -0.25363E-11    0.18771E-07    0.32182E-11
  1291    0.89982E-10    0.40692E-11   -0.26427E-11    0.18742E-07    0.32436E-11
  1292    0.89775E-10    0.40759E-11   -0.27494E-11    0.18713E-07    0.32687E-11
  1293    0.89576E-10    0.40824E-11   -0.28563E-11    0.18685E-07    0.32937E-11
  1294    0.89389E-10    0.40882E-11   -0.29631E-11    0.18656E-07    0.33186E-11
  1295    0.89209E-10    0.40935E-11   -0.30703E-11    0.18628E-07    0.33432E-11
  1296    0.89039E-10    0.40982E-11   -0.31774E-11    0.18600E-07    0.33678E-11
  1297    0.88878E-10    0.41024E-11   -0.32846E-11    0.18571E-07    0.33921E-11
  1298    0.88726E-10    0.41060E-11   -0.33918E-11    0.18543E-07    0.34163E-11
  1299    0.88582E-10    0.41091E-11   -0.34989E-11    0.18515E-07    0.34403E-11
  1300    0.88449E-10    0.41115E-11   -0.36060E-11    0.18487E-07    0.34641E-11
  1301    0.88324E-10    0.41135E-11   -0.37128E-11    0.18459E-07    0.34878E-11
  1302    0.88208E-10    0.41148E-11   -0.38193E-11    0.18431E-07    0.35112E-11
  1303    0.88101E-10    0.41156E-11   -0.39258E-11    0.18403E-07    0.35345E-11
  1304    0.88002E-10    0.41158E-11   -0.40319E-11    0.18375E-07    0.35576E-11
  1305    0.87913E-10    0.41154E-11   -0.41379E-11    0.18347E-07    0.35805E-11
  1306    0.87831E-10    0.41146E-11   -0.42432E-11    0.18320E-07    0.36033E-11
  1307    0.87759E-10    0.41132E-11   -0.43481E-11    0.18292E-07    0.36258E-11
  1308    0.87696E-10    0.41111E-11   -0.44528E-11    0.18264E-07    0.36481E-11
  1309    0.87640E-10    0.41084E-11   -0.45568E-11    0.18237E-07    0.36703E-11
  1310    0.87594E-10    0.41053E-11   -0.46603E-11    0.18209E-07    0.36922E-11
  1311    0.87555E-10    0.41016E-11   -0.47632E-11    0.18182E-07    0.37140E-11
  1312    0.87528E-10    0.40974E-11   -0.48654E-11    0.18155E-07    0.37355E-11
  1313    0.87507E-10    0.40925E-11   -0.49671E-11    0.18127E-07    0.37568E-11
  1314    0.87494E-10    0.40872E-11   -0.50678E-11    0.18100E-07    0.37779E-11
  1315    0.87489E-10    0.40813E-11   -0.51679E-11    0.18073E-07    0.37989E-11
  1316    0.87493E-10    0.40748E-11   -0.52671E-11    0.18046E-07    0.38196E-11
  1317    0.87505E-10    0.40680E-11   -0.53655E-11    0.18019E-07    0.38400E-11
  1318    0.87524E-10    0.40603E-11   -0.54630E-11    0.17992E-07    0.38603E-11
  1319    0.87550E-10    0.40522E-11   -0.55597E-11    0.17965E-07    0.38804E-11
  1320    0.87584E-10    0.40436E-11   -0.56552E-11    0.17938E-07    0.39002E-11
  1321    0.87626E-10    0.40346E-11   -0.57500E-11    0.17911E-07    0.39198E-11
  1322    0.87676E-10    0.40248E-11   -0.58435E-11    0.17884E-07    0.39392E-11
  1323    0.87733E-10    0.40146E-11   -0.59359E-11    0.17857E-07    0.39583E-11
  1324    0.87797E-10    0.40039E-11   -0.60274E-11    0.17831E-07    0.39773E-11
  1325    0.87868E-10    0.39927E-11   -0.61176E-11    0.17804E-07    0.39959E-11
  1326    0.87947E-10    0.39810E-11   -0.62067E-11    0.17777E-07    0.40144E-11
  1327    0.88031E-10    0.39689E-11   -0.62946E-11    0.17751E-07    0.40326E-11
  1328    0.88124E-10    0.39563E-11   -0.63810E-11    0.17724E-07    0.40506E-11
  1329    0.88222E-10    0.39431E-11   -0.64664E-11    0.17698E-07    0.40683E-11
  1330    0.88327E-10    0.39294E-11   -0.65504E-11    0.17672E-07    0.40858E-11
  1331    0.88440E-10    0.39153E-11   -0.66329E-11    0.17645E-07    0.41031E-11
  1332    0.88557E-10    0.39007E-11   -0.67142E-11    0.17619E-07    0.41201E-11
  1333    0.88681E-10    0.38855E-11   -0.67939E-11    0.17593E-07    0.41369E-11
  1334    0.88811E-10    0.38701E-11   -0.68722E-11    0.17567E-07    0.41534E-11
  1335    0.88947E-10    0.38540E-11   -0.69491E-11    0.17541E-07    0.41697E-11
  1336    0.89089E-10    0.38377E-11   -0.70243E-11    0.17515E-07    0.41857E-11
  1337    0.89236E-10    0.38207E-11   -0.70981E-11    0.17489E-07    0.42015E-11
  1338    0.89389E-10    0.38034E-11   -0.71702E-11    0.17463E-07    0.42170E-11
  1339    0.89547E-10    0.37856E-11   -0.72409E-11    0.17437E-07    0.42323E-11
  1340    0.89711E-10    0.37675E-11   -0.73100E-11    0.17411E-07    0.42473E-11
  1341    0.89879E-10    0.37491E-11   -0.73773E-11    0.17385E-07    0.42621E-11
  1342    0.90051E-10    0.37301E-11   -0.74430E-11    0.17360E-07    0.42766E-11
  1343    0.90230E-10    0.37107E-11   -0.75069E-11    0.17334E-07    0.42909E-11
  1344    0.90413E-10    0.36909E-11   -0.75692E-11    0.17308E-07    0.43049E-11
