#    L    TT             EE             BB             TE          
   395    0.17078E+04    0.21041E+02    0.37358E-01    0.94171E+01
   396    0.17016E+04    0.21039E+02    0.37463E-01    0.75515E+01
   397    0.16956E+04    0.21033E+02    0.37568E-01    0.56915E+01
   398    0.16901E+04    0.21024E+02    0.37674E-01    0.38385E+01
   399    0.16850E+04    0.21010E+02    0.37781E-01    0.19934E+01
   400    0.16803E+04    0.20993E+02    0.37888E-01    0.15681E+00
   401    0.16760E+04    0.20972E+02    0.37995E-01   -0.16705E+01
   402    0.16721E+04    0.20946E+02    0.38103E-01   -0.34877E+01
   403    0.16686E+04    0.20918E+02    0.38212E-01   -0.52942E+01
   404    0.16655E+04    0.20885E+02    0.38322E-01   -0.70885E+01
   405    0.16628E+04    0.20848E+02    0.38432E-01   -0.88713E+01
   406    0.16604E+04    0.20808E+02    0.38543E-01   -0.10641E+02
   407    0.16584E+04    0.20764E+02    0.38654E-01   -0.12398E+02
   408    0.16568E+04    0.20716E+02    0.38766E-01   -0.14138E+02
   409    0.16556E+04    0.20666E+02    0.38879E-01   -0.15865E+02
   410    0.16548E+04    0.20610E+02    0.38993E-01   -0.17576E+02
   411    0.16543E+04    0.20551E+02    0.39107E-01   -0.19270E+02
   412    0.16541E+04    0.20489E+02    0.39222E-01   -0.20948E+02
   413    0.16544E+04    0.20424E+02    0.39338E-01   -0.22607E+02
   414    0.16549E+04    0.20355E+02    0.39454E-01   -0.24249E+02
   415    0.16558E+04    0.20283E+02    0.39571E-01   -0.25871E+02
   416    0.16570E+04    0.20206E+02    0.39690E-01   -0.27474E+02
   417    0.16585E+04    0.20127E+02    0.39809E-01   -0.29057E+02
   418    0.16604E+04    0.20043E+02    0.39928E-01   -0.30619E+02
   419    0.16627E+04    0.19957E+02    0.40049E-01   -0.32159E+02
   420    0.16652E+04    0.19868E+02    0.40170E-01   -0.33677E+02
   421    0.16681E+04    0.19775E+02    0.40293E-01   -0.35172E+02
   422    0.16713E+04    0.19679E+02    0.40416E-01   -0.36645E+02
   423    0.16747E+04    0.19579E+02    0.40540E-01   -0.38094E+02
   424    0.16784E+04    0.19476E+02    0.40665E-01   -0.39519E+02
   425    0.16825E+04    0.19370E+02    0.40791E-01   -0.40919E+02
   426    0.16869E+04    0.19261E+02    0.40918E-01   -0.42293E+02
   427    0.16914E+04    0.19149E+02    0.41046E-01   -0.43643E+02
   428    0.16963E+04    0.19034E+02    0.41174E-01   -0.44964E+02
   429    0.17014E+04    0.18916E+02    0.41304E-01   -0.46260E+02
   430    0.17069E+04    0.18796E+02    0.41434E-01   -0.47528E+02
   431    0.17126E+04    0.18673E+02    0.41566E-01   -0.48769E+02
   432    0.17184E+04    0.18546E+02    0.41698E-01   -0.49983E+02
   433    0.17246E+04    0.18419E+02    0.41832E-01   -0.51166E+02
   434    0.17310E+04    0.18287E+02    0.41966E-01   -0.52323E+02
   435    0.17375E+04    0.18154E+02    0.42102E-01   -0.53450E+02
   436    0.17444E+04    0.18019E+02    0.42238E-01   -0.54547E+02
   437    0.17515E+04    0.17880E+02    0.42375E-01   -0.55614E+02
   438    0.17587E+04    0.17739E+02    0.42514E-01   -0.56650E+02
   439    0.17663E+04    0.17597E+02    0.42653E-01   -0.57657E+02
   440    0.17740E+04    0.17452E+02    0.42793E-01   -0.58631E+02
   441    0.17819E+04    0.17305E+02    0.42934E-01   -0.59576E+02
   442    0.17898E+04    0.17156E+02    0.43076E-01   -0.60488E+02
   443    0.17981E+04    0.17005E+02    0.43219E-01   -0.61369E+02
   444    0.18065E+04    0.16853E+02    0.43363E-01   -0.62217E+02
   445    0.18151E+04    0.16697E+02    0.43508E-01   -0.63033E+02
   446    0.18238E+04    0.16541E+02    0.43654E-01   -0.63815E+02
   447    0.18326E+04    0.16384E+02    0.43801E-01   -0.64566E+02
   448    0.18416E+04    0.16224E+02    0.43949E-01   -0.65284E+02
   449    0.18508E+04    0.16063E+02    0.44098E-01   -0.65968E+02
   450    0.18601E+04    0.15901E+02    0.44247E-01   -0.66619E+02
   451    0.18695E+04    0.15738E+02    0.44398E-01   -0.67237E+02
   452    0.18790E+04    0.15573E+02    0.44549E-01   -0.67822E+02
   453    0.18887E+04    0.15408E+02    0.44701E-01   -0.68373E+02
   454    0.18984E+04    0.15241E+02    0.44854E-01   -0.68892E+02
   455    0.19082E+04    0.15074E+02    0.45008E-01   -0.69377E+02
   456    0.19182E+04    0.14905E+02    0.45163E-01   -0.69823E+02
   457    0.19281E+04    0.14737E+02    0.45319E-01   -0.70244E+02
   458    0.19382E+04    0.14567E+02    0.45475E-01   -0.70621E+02
   459    0.19483E+04    0.14397E+02    0.45632E-01   -0.70969E+02
   460    0.19586E+04    0.14226E+02    0.45790E-01   -0.71283E+02
   461    0.19688E+04    0.14055E+02    0.45949E-01   -0.71563E+02
   462    0.19791E+04    0.13884E+02    0.46108E-01   -0.71804E+02
   463    0.19894E+04    0.13712E+02    0.46268E-01   -0.72024E+02
   464    0.19998E+04    0.13541E+02    0.46429E-01   -0.72193E+02
   465    0.20101E+04    0.13370E+02    0.46590E-01   -0.72341E+02
   466    0.20205E+04    0.13198E+02    0.46753E-01   -0.72445E+02
   467    0.20310E+04    0.13027E+02    0.46915E-01   -0.72522E+02
   468    0.20414E+04    0.12857E+02    0.47079E-01   -0.72562E+02
   469    0.20518E+04    0.12686E+02    0.47243E-01   -0.72574E+02
   470    0.20623E+04    0.12516E+02    0.47408E-01   -0.72549E+02
   471    0.20725E+04    0.12347E+02    0.47573E-01   -0.72489E+02
   472    0.20829E+04    0.12179E+02    0.47739E-01   -0.72401E+02
   473    0.20933E+04    0.12011E+02    0.47905E-01   -0.72276E+02
   474    0.21036E+04    0.11845E+02    0.48072E-01   -0.72123E+02
   475    0.21140E+04    0.11678E+02    0.48239E-01   -0.71933E+02
   476    0.21242E+04    0.11514E+02    0.48407E-01   -0.71710E+02
   477    0.21343E+04    0.11350E+02    0.48576E-01   -0.71463E+02
   478    0.21445E+04    0.11187E+02    0.48744E-01   -0.71173E+02
   479    0.21546E+04    0.11026E+02    0.48914E-01   -0.70865E+02
   480    0.21646E+04    0.10867E+02    0.49083E-01   -0.70519E+02
   481    0.21745E+04    0.10709E+02    0.49253E-01   -0.70139E+02
   482    0.21845E+04    0.10553E+02    0.49424E-01   -0.69731E+02
   483    0.21942E+04    0.10398E+02    0.49594E-01   -0.69298E+02
   484    0.22038E+04    0.10246E+02    0.49766E-01   -0.68832E+02
   485    0.22135E+04    0.10095E+02    0.49937E-01   -0.68337E+02
   486    0.22230E+04    0.99463E+01    0.50109E-01   -0.67813E+02
   487    0.22324E+04    0.98000E+01    0.50281E-01   -0.67262E+02
   488    0.22416E+04    0.96551E+01    0.50453E-01   -0.66681E+02
   489    0.22508E+04    0.95130E+01    0.50625E-01   -0.66073E+02
   490    0.22599E+04    0.93737E+01    0.50798E-01   -0.65437E+02
   491    0.22687E+04    0.92365E+01    0.50971E-01   -0.64776E+02
   492    0.22776E+04    0.91021E+01    0.51144E-01   -0.64089E+02
   493    0.22863E+04    0.89689E+01    0.51317E-01   -0.63374E+02
   494    0.22948E+04    0.88401E+01    0.51491E-01   -0.62635E+02
   495    0.23032E+04    0.87133E+01    0.51664E-01   -0.61871E+02
   496    0.23114E+04    0.85900E+01    0.51838E-01   -0.61084E+02
   497    0.23194E+04    0.84695E+01    0.52012E-01   -0.60271E+02
   498    0.23274E+04    0.83510E+01    0.52185E-01   -0.59437E+02
   499    0.23352E+04    0.82367E+01    0.52359E-01   -0.58579E+02
   500    0.23429E+04    0.81244E+01    0.52533E-01   -0.57700E+02
   501    0.23503E+04    0.80164E+01    0.52707E-01   -0.56799E+02
   502    0.23576E+04    0.79118E+01    0.52880E-01   -0.55877E+02
   503    0.23647E+04    0.78100E+01    0.53054E-01   -0.54934E+02
   504    0.23716E+04    0.77117E+01    0.53227E-01   -0.53971E+02
   505    0.23785E+04    0.76176E+01    0.53401E-01   -0.52991E+02
   506    0.23850E+04    0.75271E+01    0.53574E-01   -0.51990E+02
   507    0.23915E+04    0.74399E+01    0.53747E-01   -0.50973E+02
   508    0.23977E+04    0.73571E+01    0.53920E-01   -0.49937E+02
   509    0.24038E+04    0.72777E+01    0.54093E-01   -0.48885E+02
   510    0.24095E+04    0.72023E+01    0.54265E-01   -0.47818E+02
   511    0.24152E+04    0.71307E+01    0.54437E-01   -0.46735E+02
   512    0.24206E+04    0.70633E+01    0.54609E-01   -0.45636E+02
   513    0.24259E+04    0.69999E+01    0.54780E-01   -0.44525E+02
   514    0.24310E+04    0.69407E+01    0.54952E-01   -0.43401E+02
   515    0.24358E+04    0.68858E+01    0.55122E-01   -0.42263E+02
   516    0.24405E+04    0.68351E+01    0.55293E-01   -0.41113E+02
   517    0.24448E+04    0.67888E+01    0.55463E-01   -0.39953E+02
   518    0.24490E+04    0.67468E+01    0.55632E-01   -0.38781E+02
   519    0.24531E+04    0.67093E+01    0.55801E-01   -0.37599E+02
   520    0.24569E+04    0.66761E+01    0.55969E-01   -0.36409E+02
   521    0.24604E+04    0.66475E+01    0.56137E-01   -0.35210E+02
   522    0.24637E+04    0.66236E+01    0.56305E-01   -0.34003E+02
   523    0.24669E+04    0.66042E+01    0.56471E-01   -0.32789E+02
   524    0.24698E+04    0.65893E+01    0.56637E-01   -0.31569E+02
   525    0.24724E+04    0.65792E+01    0.56803E-01   -0.30342E+02
   526    0.24749E+04    0.65737E+01    0.56967E-01   -0.29110E+02
   527    0.24773E+04    0.65729E+01    0.57131E-01   -0.27874E+02
   528    0.24793E+04    0.65768E+01    0.57295E-01   -0.26636E+02
   529    0.24811E+04    0.65857E+01    0.57457E-01   -0.25394E+02
   530    0.24826E+04    0.65994E+01    0.57619E-01   -0.24151E+02
   531    0.24841E+04    0.66177E+01    0.57780E-01   -0.22904E+02
   532    0.24852E+04    0.66411E+01    0.57940E-01   -0.21658E+02
   533    0.24861E+04    0.66692E+01    0.58099E-01   -0.20412E+02
   534    0.24868E+04    0.67022E+01    0.58257E-01   -0.19167E+02
   535    0.24872E+04    0.67403E+01    0.58414E-01   -0.17924E+02
   536    0.24874E+04    0.67831E+01    0.58571E-01   -0.16682E+02
   537    0.24875E+04    0.68308E+01    0.58726E-01   -0.15443E+02
   538    0.24873E+04    0.68836E+01    0.58880E-01   -0.14207E+02
   539    0.24869E+04    0.69411E+01    0.59034E-01   -0.12977E+02
   540    0.24863E+04    0.70038E+01    0.59186E-01   -0.11751E+02
   541    0.24853E+04    0.70713E+01    0.59338E-01   -0.10530E+02
   542    0.24843E+04    0.71437E+01    0.59488E-01   -0.93163E+01
   543    0.24830E+04    0.72211E+01    0.59637E-01   -0.81095E+01
   544    0.24815E+04    0.73035E+01    0.59785E-01   -0.69103E+01
   545    0.24797E+04    0.73907E+01    0.59932E-01   -0.57193E+01
   546    0.24778E+04    0.74826E+01    0.60078E-01   -0.45375E+01
   547    0.24756E+04    0.75793E+01    0.60223E-01   -0.33652E+01
   548    0.24733E+04    0.76810E+01    0.60366E-01   -0.22033E+01
   549    0.24707E+04    0.77875E+01    0.60509E-01   -0.10525E+01
   550    0.24679E+04    0.78989E+01    0.60650E-01    0.86678E-01
   551    0.24650E+04    0.80152E+01    0.60790E-01    0.12137E+01
   552    0.24618E+04    0.81364E+01    0.60929E-01    0.23274E+01
   553    0.24585E+04    0.82610E+01    0.61066E-01    0.34276E+01
   554    0.24549E+04    0.83919E+01    0.61202E-01    0.45136E+01
   555    0.24512E+04    0.85270E+01    0.61337E-01    0.55846E+01
   556    0.24472E+04    0.86671E+01    0.61471E-01    0.66403E+01
   557    0.24430E+04    0.88112E+01    0.61604E-01    0.76791E+01
   558    0.24387E+04    0.89610E+01    0.61735E-01    0.87016E+01
   559    0.24341E+04    0.91143E+01    0.61865E-01    0.97070E+01
   560    0.24295E+04    0.92717E+01    0.61994E-01    0.10694E+02
   561    0.24245E+04    0.94340E+01    0.62121E-01    0.11662E+02
   562    0.24195E+04    0.96012E+01    0.62247E-01    0.12611E+02
   563    0.24143E+04    0.97719E+01    0.62372E-01    0.13543E+02
   564    0.24090E+04    0.99483E+01    0.62495E-01    0.14451E+02
   565    0.24034E+04    0.10127E+02    0.62617E-01    0.15341E+02
   566    0.23977E+04    0.10311E+02    0.62738E-01    0.16208E+02
   567    0.23919E+04    0.10499E+02    0.62858E-01    0.17054E+02
   568    0.23859E+04    0.10691E+02    0.62976E-01    0.17877E+02
   569    0.23797E+04    0.10888E+02    0.63092E-01    0.18679E+02
   570    0.23734E+04    0.11088E+02    0.63208E-01    0.19456E+02
   571    0.23669E+04    0.11292E+02    0.63322E-01    0.20209E+02
   572    0.23603E+04    0.11500E+02    0.63435E-01    0.20939E+02
   573    0.23536E+04    0.11711E+02    0.63546E-01    0.21643E+02
   574    0.23467E+04    0.11927E+02    0.63656E-01    0.22322E+02
   575    0.23398E+04    0.12145E+02    0.63765E-01    0.22976E+02
   576    0.23327E+04    0.12367E+02    0.63872E-01    0.23604E+02
   577    0.23254E+04    0.12593E+02    0.63978E-01    0.24206E+02
   578    0.23181E+04    0.12822E+02    0.64083E-01    0.24781E+02
   579    0.23106E+04    0.13055E+02    0.64186E-01    0.25330E+02
   580    0.23032E+04    0.13291E+02    0.64288E-01    0.25850E+02
   581    0.22954E+04    0.13529E+02    0.64388E-01    0.26343E+02
   582    0.22876E+04    0.13772E+02    0.64488E-01    0.26809E+02
   583    0.22797E+04    0.14016E+02    0.64585E-01    0.27245E+02
   584    0.22718E+04    0.14264E+02    0.64682E-01    0.27653E+02
   585    0.22638E+04    0.14515E+02    0.64777E-01    0.28032E+02
   586    0.22557E+04    0.14767E+02    0.64871E-01    0.28382E+02
   587    0.22475E+04    0.15023E+02    0.64963E-01    0.28702E+02
   588    0.22392E+04    0.15282E+02    0.65054E-01    0.28992E+02
   589    0.22309E+04    0.15543E+02    0.65144E-01    0.29253E+02
   590    0.22224E+04    0.15805E+02    0.65232E-01    0.29484E+02
   591    0.22140E+04    0.16071E+02    0.65319E-01    0.29684E+02
   592    0.22054E+04    0.16338E+02    0.65405E-01    0.29853E+02
   593    0.21969E+04    0.16608E+02    0.65489E-01    0.29993E+02
   594    0.21881E+04    0.16880E+02    0.65572E-01    0.30101E+02
   595    0.21794E+04    0.17152E+02    0.65654E-01    0.30179E+02
   596    0.21707E+04    0.17428E+02    0.65735E-01    0.30225E+02
   597    0.21619E+04    0.17703E+02    0.65814E-01    0.30240E+02
   598    0.21533E+04    0.17981E+02    0.65892E-01    0.30224E+02
   599    0.21446E+04    0.18261E+02    0.65968E-01    0.30178E+02
   600    0.21357E+04    0.18542E+02    0.66043E-01    0.30099E+02
   601    0.21269E+04    0.18824E+02    0.66117E-01    0.29990E+02
   602    0.21180E+04    0.19106E+02    0.66190E-01    0.29848E+02
   603    0.21091E+04    0.19391E+02    0.66262E-01    0.29676E+02
   604    0.21003E+04    0.19675E+02    0.66332E-01    0.29473E+02
   605    0.20914E+04    0.19960E+02    0.66401E-01    0.29238E+02
   606    0.20826E+04    0.20246E+02    0.66469E-01    0.28972E+02
   607    0.20736E+04    0.20533E+02    0.66535E-01    0.28674E+02
   608    0.20648E+04    0.20820E+02    0.66601E-01    0.28346E+02
   609    0.20561E+04    0.21107E+02    0.66665E-01    0.27985E+02
   610    0.20472E+04    0.21394E+02    0.66728E-01    0.27594E+02
   611    0.20385E+04    0.21681E+02    0.66790E-01    0.27172E+02
   612    0.20298E+04    0.21970E+02    0.66851E-01    0.26720E+02
   613    0.20210E+04    0.22255E+02    0.66911E-01    0.26235E+02
   614    0.20124E+04    0.22542E+02    0.66970E-01    0.25720E+02
   615    0.20037E+04    0.22828E+02    0.67028E-01    0.25175E+02
   616    0.19952E+04    0.23114E+02    0.67085E-01    0.24600E+02
   617    0.19867E+04    0.23399E+02    0.67140E-01    0.23995E+02
   618    0.19783E+04    0.23684E+02    0.67195E-01    0.23360E+02
   619    0.19698E+04    0.23970E+02    0.67249E-01    0.22696E+02
   620    0.19616E+04    0.24252E+02    0.67301E-01    0.22002E+02
   621    0.19533E+04    0.24534E+02    0.67353E-01    0.21279E+02
   622    0.19451E+04    0.24815E+02    0.67404E-01    0.20527E+02
   623    0.19371E+04    0.25094E+02    0.67454E-01    0.19747E+02
   624    0.19290E+04    0.25372E+02    0.67504E-01    0.18938E+02
   625    0.19210E+04    0.25648E+02    0.67552E-01    0.18101E+02
   626    0.19132E+04    0.25923E+02    0.67600E-01    0.17237E+02
   627    0.19055E+04    0.26196E+02    0.67647E-01    0.16345E+02
   628    0.18978E+04    0.26466E+02    0.67693E-01    0.15426E+02
   629    0.18903E+04    0.26735E+02    0.67738E-01    0.14480E+02
   630    0.18828E+04    0.27002E+02    0.67783E-01    0.13507E+02
   631    0.18754E+04    0.27267E+02    0.67827E-01    0.12510E+02
   632    0.18683E+04    0.27528E+02    0.67870E-01    0.11485E+02
   633    0.18611E+04    0.27789E+02    0.67913E-01    0.10437E+02
   634    0.18542E+04    0.28046E+02    0.67955E-01    0.93631E+01
   635    0.18473E+04    0.28301E+02    0.67997E-01    0.82655E+01
   636    0.18405E+04    0.28554E+02    0.68038E-01    0.71443E+01
   637    0.18339E+04    0.28802E+02    0.68078E-01    0.59989E+01
   638    0.18274E+04    0.29050E+02    0.68118E-01    0.48313E+01
   639    0.18210E+04    0.29292E+02    0.68158E-01    0.36407E+01
   640    0.18148E+04    0.29533E+02    0.68197E-01    0.24285E+01
   641    0.18088E+04    0.29771E+02    0.68236E-01    0.11946E+01
   642    0.18028E+04    0.30004E+02    0.68274E-01   -0.60110E-01
   643    0.17970E+04    0.30236E+02    0.68312E-01   -0.13353E+01
   644    0.17914E+04    0.30462E+02    0.68350E-01   -0.26303E+01
   645    0.17858E+04    0.30685E+02    0.68387E-01   -0.39449E+01
   646    0.17804E+04    0.30905E+02    0.68424E-01   -0.52785E+01
   647    0.17753E+04    0.31121E+02    0.68461E-01   -0.66309E+01
   648    0.17702E+04    0.31333E+02    0.68498E-01   -0.80002E+01
   649    0.17654E+04    0.31541E+02    0.68534E-01   -0.93874E+01
   650    0.17607E+04    0.31745E+02    0.68570E-01   -0.10791E+02
   651    0.17561E+04    0.31946E+02    0.68606E-01   -0.12211E+02
   652    0.17517E+04    0.32142E+02    0.68642E-01   -0.13646E+02
   653    0.17475E+04    0.32332E+02    0.68678E-01   -0.15096E+02
   654    0.17434E+04    0.32520E+02    0.68714E-01   -0.16559E+02
   655    0.17395E+04    0.32703E+02    0.68749E-01   -0.18036E+02
   656    0.17358E+04    0.32882E+02    0.68785E-01   -0.19527E+02
   657    0.17323E+04    0.33055E+02    0.68821E-01   -0.21029E+02
   658    0.17288E+04    0.33225E+02    0.68856E-01   -0.22543E+02
   659    0.17256E+04    0.33390E+02    0.68892E-01   -0.24067E+02
   660    0.17227E+04    0.33549E+02    0.68928E-01   -0.25602E+02
   661    0.17198E+04    0.33704E+02    0.68963E-01   -0.27146E+02
   662    0.17172E+04    0.33855E+02    0.68999E-01   -0.28700E+02
   663    0.17146E+04    0.34001E+02    0.69035E-01   -0.30262E+02
   664    0.17123E+04    0.34140E+02    0.69071E-01   -0.31831E+02
   665    0.17102E+04    0.34275E+02    0.69108E-01   -0.33408E+02
   666    0.17082E+04    0.34405E+02    0.69144E-01   -0.34990E+02
   667    0.17065E+04    0.34530E+02    0.69181E-01   -0.36579E+02
   668    0.17048E+04    0.34650E+02    0.69218E-01   -0.38173E+02
   669    0.17034E+04    0.34765E+02    0.69255E-01   -0.39770E+02
   670    0.17022E+04    0.34874E+02    0.69292E-01   -0.41370E+02
   671    0.17012E+04    0.34979E+02    0.69330E-01   -0.42975E+02
   672    0.17002E+04    0.35077E+02    0.69368E-01   -0.44581E+02
   673    0.16996E+04    0.35171E+02    0.69406E-01   -0.46188E+02
   674    0.16991E+04    0.35259E+02    0.69445E-01   -0.47797E+02
   675    0.16987E+04    0.35341E+02    0.69484E-01   -0.49405E+02
   676    0.16986E+04    0.35418E+02    0.69523E-01   -0.51012E+02
   677    0.16986E+04    0.35490E+02    0.69563E-01   -0.52619E+02
   678    0.16989E+04    0.35555E+02    0.69603E-01   -0.54223E+02
   679    0.16992E+04    0.35615E+02    0.69644E-01   -0.55825E+02
   680    0.16999E+04    0.35671E+02    0.69685E-01   -0.57424E+02
   681    0.17007E+04    0.35720E+02    0.69727E-01   -0.59018E+02
   682    0.17016E+04    0.35762E+02    0.69769E-01   -0.60608E+02
   683    0.17028E+04    0.35801E+02    0.69812E-01   -0.62194E+02
   684    0.17041E+04    0.35833E+02    0.69855E-01   -0.63774E+02
   685    0.17055E+04    0.35859E+02    0.69899E-01   -0.65347E+02
   686    0.17071E+04    0.35879E+02    0.69944E-01   -0.66906E+02
   687    0.17090E+04    0.35895E+02    0.69989E-01   -0.68460E+02
   688    0.17110E+04    0.35904E+02    0.70034E-01   -0.70008E+02
   689    0.17132E+04    0.35907E+02    0.70081E-01   -0.71543E+02
   690    0.17155E+04    0.35906E+02    0.70128E-01   -0.73071E+02
   691    0.17180E+04    0.35897E+02    0.70175E-01   -0.74587E+02
   692    0.17207E+04    0.35884E+02    0.70224E-01   -0.76089E+02
   693    0.17236E+04    0.35865E+02    0.70273E-01   -0.77585E+02
   694    0.17265E+04    0.35839E+02    0.70323E-01   -0.79061E+02
   695    0.17297E+04    0.35810E+02    0.70373E-01   -0.80523E+02
   696    0.17331E+04    0.35774E+02    0.70425E-01   -0.81988E+02
   697    0.17366E+04    0.35733E+02    0.70477E-01   -0.83424E+02
   698    0.17402E+04    0.35685E+02    0.70530E-01   -0.84848E+02
   699    0.17440E+04    0.35632E+02    0.70583E-01   -0.86252E+02
   700    0.17480E+04    0.35574E+02    0.70638E-01   -0.87642E+02
   701    0.17521E+04    0.35510E+02    0.70693E-01   -0.89020E+02
   702    0.17564E+04    0.35441E+02    0.70749E-01   -0.90371E+02
   703    0.17608E+04    0.35367E+02    0.70806E-01   -0.91723E+02
   704    0.17654E+04    0.35287E+02    0.70864E-01   -0.93041E+02
   705    0.17700E+04    0.35201E+02    0.70923E-01   -0.94339E+02
   706    0.17748E+04    0.35111E+02    0.70982E-01   -0.95624E+02
   707    0.17797E+04    0.35015E+02    0.71043E-01   -0.96890E+02
   708    0.17849E+04    0.34915E+02    0.71104E-01   -0.98121E+02
   709    0.17901E+04    0.34809E+02    0.71167E-01   -0.99346E+02
   710    0.17955E+04    0.34697E+02    0.71230E-01   -0.10054E+03
   711    0.18010E+04    0.34581E+02    0.71294E-01   -0.10172E+03
   712    0.18066E+04    0.34460E+02    0.71359E-01   -0.10287E+03
   713    0.18124E+04    0.34334E+02    0.71425E-01   -0.10400E+03
   714    0.18182E+04    0.34203E+02    0.71492E-01   -0.10510E+03
   715    0.18242E+04    0.34067E+02    0.71560E-01   -0.10619E+03
   716    0.18303E+04    0.33927E+02    0.71629E-01   -0.10725E+03
   717    0.18365E+04    0.33782E+02    0.71698E-01   -0.10827E+03
   718    0.18427E+04    0.33632E+02    0.71769E-01   -0.10928E+03
   719    0.18491E+04    0.33477E+02    0.71841E-01   -0.11025E+03
   720    0.18555E+04    0.33318E+02    0.71913E-01   -0.11121E+03
   721    0.18622E+04    0.33155E+02    0.71987E-01   -0.11212E+03
   722    0.18688E+04    0.32987E+02    0.72061E-01   -0.11301E+03
   723    0.18755E+04    0.32816E+02    0.72136E-01   -0.11388E+03
   724    0.18824E+04    0.32640E+02    0.72213E-01   -0.11473E+03
   725    0.18893E+04    0.32460E+02    0.72290E-01   -0.11554E+03
   726    0.18963E+04    0.32278E+02    0.72368E-01   -0.11631E+03
   727    0.19034E+04    0.32091E+02    0.72447E-01   -0.11706E+03
   728    0.19105E+04    0.31898E+02    0.72527E-01   -0.11779E+03
   729    0.19177E+04    0.31703E+02    0.72607E-01   -0.11848E+03
   730    0.19249E+04    0.31505E+02    0.72689E-01   -0.11914E+03
   731    0.19323E+04    0.31301E+02    0.72772E-01   -0.11977E+03
   732    0.19396E+04    0.31096E+02    0.72855E-01   -0.12036E+03
   733    0.19471E+04    0.30887E+02    0.72939E-01   -0.12093E+03
   734    0.19546E+04    0.30675E+02    0.73024E-01   -0.12146E+03
   735    0.19621E+04    0.30458E+02    0.73110E-01   -0.12197E+03
   736    0.19696E+04    0.30239E+02    0.73197E-01   -0.12244E+03
   737    0.19773E+04    0.30018E+02    0.73285E-01   -0.12288E+03
   738    0.19848E+04    0.29794E+02    0.73373E-01   -0.12328E+03
   739    0.19925E+04    0.29567E+02    0.73462E-01   -0.12365E+03
   740    0.20001E+04    0.29337E+02    0.73553E-01   -0.12399E+03
   741    0.20078E+04    0.29103E+02    0.73643E-01   -0.12430E+03
   742    0.20156E+04    0.28869E+02    0.73735E-01   -0.12457E+03
   743    0.20233E+04    0.28634E+02    0.73827E-01   -0.12481E+03
   744    0.20311E+04    0.28395E+02    0.73920E-01   -0.12502E+03
   745    0.20388E+04    0.28154E+02    0.74014E-01   -0.12520E+03
   746    0.20465E+04    0.27911E+02    0.74109E-01   -0.12533E+03
   747    0.20542E+04    0.27666E+02    0.74204E-01   -0.12543E+03
   748    0.20619E+04    0.27420E+02    0.74300E-01   -0.12551E+03
   749    0.20697E+04    0.27171E+02    0.74396E-01   -0.12556E+03
   750    0.20774E+04    0.26921E+02    0.74493E-01   -0.12556E+03
   751    0.20850E+04    0.26670E+02    0.74591E-01   -0.12554E+03
   752    0.20927E+04    0.26418E+02    0.74690E-01   -0.12547E+03
   753    0.21004E+04    0.26164E+02    0.74789E-01   -0.12538E+03
   754    0.21079E+04    0.25909E+02    0.74888E-01   -0.12524E+03
   755    0.21156E+04    0.25654E+02    0.74989E-01   -0.12508E+03
   756    0.21230E+04    0.25397E+02    0.75089E-01   -0.12489E+03
   757    0.21306E+04    0.25141E+02    0.75191E-01   -0.12465E+03
   758    0.21380E+04    0.24883E+02    0.75292E-01   -0.12438E+03
   759    0.21455E+04    0.24624E+02    0.75395E-01   -0.12409E+03
   760    0.21528E+04    0.24365E+02    0.75498E-01   -0.12376E+03
   761    0.21600E+04    0.24106E+02    0.75601E-01   -0.12339E+03
   762    0.21674E+04    0.23847E+02    0.75705E-01   -0.12300E+03
   763    0.21745E+04    0.23589E+02    0.75809E-01   -0.12257E+03
   764    0.21816E+04    0.23330E+02    0.75913E-01   -0.12211E+03
   765    0.21886E+04    0.23071E+02    0.76018E-01   -0.12161E+03
   766    0.21957E+04    0.22814E+02    0.76124E-01   -0.12108E+03
   767    0.22025E+04    0.22557E+02    0.76229E-01   -0.12052E+03
   768    0.22093E+04    0.22300E+02    0.76335E-01   -0.11992E+03
   769    0.22161E+04    0.22042E+02    0.76442E-01   -0.11930E+03
   770    0.22227E+04    0.21787E+02    0.76548E-01   -0.11865E+03
   771    0.22293E+04    0.21533E+02    0.76655E-01   -0.11796E+03
   772    0.22357E+04    0.21280E+02    0.76762E-01   -0.11723E+03
   773    0.22420E+04    0.21028E+02    0.76870E-01   -0.11649E+03
   774    0.22483E+04    0.20777E+02    0.76977E-01   -0.11571E+03
   775    0.22545E+04    0.20528E+02    0.77085E-01   -0.11490E+03
   776    0.22605E+04    0.20280E+02    0.77193E-01   -0.11406E+03
   777    0.22664E+04    0.20034E+02    0.77301E-01   -0.11319E+03
   778    0.22723E+04    0.19790E+02    0.77409E-01   -0.11229E+03
   779    0.22780E+04    0.19548E+02    0.77517E-01   -0.11136E+03
   780    0.22836E+04    0.19307E+02    0.77626E-01   -0.11040E+03
   781    0.22891E+04    0.19069E+02    0.77734E-01   -0.10942E+03
   782    0.22944E+04    0.18833E+02    0.77842E-01   -0.10843E+03
   783    0.22996E+04    0.18599E+02    0.77951E-01   -0.10738E+03
   784    0.23047E+04    0.18368E+02    0.78059E-01   -0.10632E+03
   785    0.23096E+04    0.18139E+02    0.78167E-01   -0.10523E+03
