#    L    TT             EE             BB             TE          
   786    0.23145E+04    0.17913E+02    0.78275E-01   -0.10409E+03
   787    0.23192E+04    0.17690E+02    0.78383E-01   -0.10294E+03
   788    0.23237E+04    0.17469E+02    0.78491E-01   -0.10177E+03
   789    0.23281E+04    0.17249E+02    0.78599E-01   -0.10058E+03
   790    0.23324E+04    0.17036E+02    0.78707E-01   -0.99358E+02
   791    0.23365E+04    0.16824E+02    0.78814E-01   -0.98105E+02
   792    0.23405E+04    0.16616E+02    0.78921E-01   -0.96840E+02
   793    0.23443E+04    0.16412E+02    0.79028E-01   -0.95540E+02
   794    0.23479E+04    0.16211E+02    0.79134E-01   -0.94227E+02
   795    0.23514E+04    0.16013E+02    0.79240E-01   -0.92886E+02
   796    0.23548E+04    0.15820E+02    0.79346E-01   -0.91532E+02
   797    0.23580E+04    0.15629E+02    0.79452E-01   -0.90150E+02
   798    0.23610E+04    0.15442E+02    0.79557E-01   -0.88755E+02
   799    0.23638E+04    0.15260E+02    0.79661E-01   -0.87339E+02
   800    0.23666E+04    0.15081E+02    0.79765E-01   -0.85902E+02
   801    0.23691E+04    0.14907E+02    0.79869E-01   -0.84453E+02
   802    0.23714E+04    0.14736E+02    0.79972E-01   -0.82967E+02
   803    0.23737E+04    0.14569E+02    0.80075E-01   -0.81483E+02
   804    0.23757E+04    0.14407E+02    0.80177E-01   -0.79971E+02
   805    0.23776E+04    0.14249E+02    0.80278E-01   -0.78445E+02
   806    0.23793E+04    0.14095E+02    0.80379E-01   -0.76905E+02
   807    0.23808E+04    0.13946E+02    0.80479E-01   -0.75352E+02
   808    0.23820E+04    0.13802E+02    0.80579E-01   -0.73777E+02
   809    0.23833E+04    0.13662E+02    0.80678E-01   -0.72196E+02
   810    0.23842E+04    0.13527E+02    0.80776E-01   -0.70594E+02
   811    0.23849E+04    0.13397E+02    0.80873E-01   -0.68979E+02
   812    0.23855E+04    0.13272E+02    0.80970E-01   -0.67354E+02
   813    0.23859E+04    0.13151E+02    0.81066E-01   -0.65721E+02
   814    0.23863E+04    0.13036E+02    0.81161E-01   -0.64075E+02
   815    0.23864E+04    0.12926E+02    0.81255E-01   -0.62419E+02
   816    0.23862E+04    0.12820E+02    0.81348E-01   -0.60754E+02
   817    0.23858E+04    0.12720E+02    0.81441E-01   -0.59079E+02
   818    0.23854E+04    0.12625E+02    0.81532E-01   -0.57396E+02
   819    0.23848E+04    0.12535E+02    0.81623E-01   -0.55706E+02
   820    0.23840E+04    0.12450E+02    0.81713E-01   -0.54007E+02
   821    0.23829E+04    0.12370E+02    0.81802E-01   -0.52303E+02
   822    0.23817E+04    0.12297E+02    0.81889E-01   -0.50593E+02
   823    0.23803E+04    0.12228E+02    0.81976E-01   -0.48877E+02
   824    0.23786E+04    0.12165E+02    0.82062E-01   -0.47156E+02
   825    0.23769E+04    0.12107E+02    0.82147E-01   -0.45432E+02
   826    0.23749E+04    0.12055E+02    0.82230E-01   -0.43704E+02
   827    0.23727E+04    0.12008E+02    0.82313E-01   -0.41974E+02
   828    0.23704E+04    0.11967E+02    0.82395E-01   -0.40241E+02
   829    0.23678E+04    0.11932E+02    0.82475E-01   -0.38508E+02
   830    0.23652E+04    0.11903E+02    0.82554E-01   -0.36776E+02
   831    0.23623E+04    0.11878E+02    0.82633E-01   -0.35043E+02
   832    0.23592E+04    0.11859E+02    0.82710E-01   -0.33311E+02
   833    0.23560E+04    0.11846E+02    0.82786E-01   -0.31580E+02
   834    0.23525E+04    0.11838E+02    0.82860E-01   -0.29851E+02
   835    0.23489E+04    0.11837E+02    0.82934E-01   -0.28125E+02
   836    0.23450E+04    0.11840E+02    0.83006E-01   -0.26401E+02
   837    0.23411E+04    0.11849E+02    0.83077E-01   -0.24682E+02
   838    0.23369E+04    0.11865E+02    0.83147E-01   -0.22967E+02
   839    0.23325E+04    0.11885E+02    0.83216E-01   -0.21256E+02
   840    0.23280E+04    0.11912E+02    0.83283E-01   -0.19551E+02
   841    0.23233E+04    0.11944E+02    0.83349E-01   -0.17854E+02
   842    0.23184E+04    0.11981E+02    0.83414E-01   -0.16161E+02
   843    0.23134E+04    0.12024E+02    0.83477E-01   -0.14479E+02
   844    0.23081E+04    0.12073E+02    0.83539E-01   -0.12803E+02
   845    0.23027E+04    0.12126E+02    0.83600E-01   -0.11137E+02
   846    0.22972E+04    0.12187E+02    0.83660E-01   -0.94808E+01
   847    0.22916E+04    0.12252E+02    0.83718E-01   -0.78341E+01
   848    0.22858E+04    0.12323E+02    0.83775E-01   -0.61988E+01
   849    0.22796E+04    0.12399E+02    0.83830E-01   -0.45741E+01
   850    0.22735E+04    0.12480E+02    0.83884E-01   -0.29612E+01
   851    0.22672E+04    0.12568E+02    0.83937E-01   -0.13606E+01
   852    0.22607E+04    0.12661E+02    0.83988E-01    0.22749E+00
   853    0.22540E+04    0.12758E+02    0.84038E-01    0.18023E+01
   854    0.22472E+04    0.12862E+02    0.84087E-01    0.33624E+01
   855    0.22401E+04    0.12971E+02    0.84134E-01    0.49089E+01
   856    0.22331E+04    0.13084E+02    0.84179E-01    0.64399E+01
   857    0.22258E+04    0.13202E+02    0.84224E-01    0.79548E+01
   858    0.22183E+04    0.13328E+02    0.84266E-01    0.94536E+01
   859    0.22108E+04    0.13456E+02    0.84308E-01    0.10937E+02
   860    0.22031E+04    0.13589E+02    0.84348E-01    0.12402E+02
   861    0.21953E+04    0.13729E+02    0.84386E-01    0.13850E+02
   862    0.21873E+04    0.13872E+02    0.84424E-01    0.15279E+02
   863    0.21792E+04    0.14022E+02    0.84459E-01    0.16690E+02
   864    0.21709E+04    0.14174E+02    0.84494E-01    0.18081E+02
   865    0.21624E+04    0.14333E+02    0.84526E-01    0.19451E+02
   866    0.21541E+04    0.14496E+02    0.84558E-01    0.20802E+02
   867    0.21454E+04    0.14664E+02    0.84588E-01    0.22131E+02
   868    0.21367E+04    0.14836E+02    0.84616E-01    0.23440E+02
   869    0.21278E+04    0.15013E+02    0.84643E-01    0.24727E+02
   870    0.21188E+04    0.15194E+02    0.84669E-01    0.25992E+02
   871    0.21097E+04    0.15379E+02    0.84693E-01    0.27234E+02
   872    0.21005E+04    0.15569E+02    0.84715E-01    0.28453E+02
   873    0.20912E+04    0.15763E+02    0.84736E-01    0.29650E+02
   874    0.20818E+04    0.15962E+02    0.84756E-01    0.30822E+02
   875    0.20722E+04    0.16163E+02    0.84775E-01    0.31971E+02
   876    0.20626E+04    0.16369E+02    0.84792E-01    0.33096E+02
   877    0.20529E+04    0.16579E+02    0.84807E-01    0.34195E+02
   878    0.20431E+04    0.16792E+02    0.84821E-01    0.35270E+02
   879    0.20332E+04    0.17010E+02    0.84834E-01    0.36320E+02
   880    0.20232E+04    0.17231E+02    0.84845E-01    0.37344E+02
   881    0.20131E+04    0.17455E+02    0.84855E-01    0.38341E+02
   882    0.20030E+04    0.17682E+02    0.84863E-01    0.39312E+02
   883    0.19928E+04    0.17914E+02    0.84870E-01    0.40256E+02
   884    0.19824E+04    0.18147E+02    0.84876E-01    0.41174E+02
   885    0.19720E+04    0.18385E+02    0.84880E-01    0.42064E+02
   886    0.19615E+04    0.18626E+02    0.84883E-01    0.42926E+02
   887    0.19509E+04    0.18869E+02    0.84885E-01    0.43761E+02
   888    0.19404E+04    0.19116E+02    0.84885E-01    0.44568E+02
   889    0.19296E+04    0.19364E+02    0.84884E-01    0.45346E+02
   890    0.19189E+04    0.19616E+02    0.84882E-01    0.46095E+02
   891    0.19082E+04    0.19870E+02    0.84878E-01    0.46816E+02
   892    0.18974E+04    0.20127E+02    0.84873E-01    0.47509E+02
   893    0.18864E+04    0.20386E+02    0.84867E-01    0.48173E+02
   894    0.18755E+04    0.20647E+02    0.84860E-01    0.48808E+02
   895    0.18645E+04    0.20910E+02    0.84851E-01    0.49415E+02
   896    0.18535E+04    0.21175E+02    0.84841E-01    0.49991E+02
   897    0.18424E+04    0.21443E+02    0.84830E-01    0.50540E+02
   898    0.18314E+04    0.21712E+02    0.84818E-01    0.51058E+02
   899    0.18203E+04    0.21983E+02    0.84804E-01    0.51547E+02
   900    0.18091E+04    0.22255E+02    0.84789E-01    0.52007E+02
   901    0.17980E+04    0.22529E+02    0.84773E-01    0.52437E+02
   902    0.17868E+04    0.22804E+02    0.84756E-01    0.52837E+02
   903    0.17755E+04    0.23080E+02    0.84738E-01    0.53208E+02
   904    0.17644E+04    0.23357E+02    0.84719E-01    0.53548E+02
   905    0.17531E+04    0.23636E+02    0.84699E-01    0.53858E+02
   906    0.17419E+04    0.23915E+02    0.84677E-01    0.54138E+02
   907    0.17307E+04    0.24195E+02    0.84655E-01    0.54388E+02
   908    0.17195E+04    0.24475E+02    0.84632E-01    0.54609E+02
   909    0.17083E+04    0.24756E+02    0.84607E-01    0.54798E+02
   910    0.16971E+04    0.25039E+02    0.84582E-01    0.54959E+02
   911    0.16858E+04    0.25320E+02    0.84555E-01    0.55089E+02
   912    0.16746E+04    0.25603E+02    0.84528E-01    0.55189E+02
   913    0.16632E+04    0.25885E+02    0.84500E-01    0.55260E+02
   914    0.16521E+04    0.26166E+02    0.84470E-01    0.55301E+02
   915    0.16409E+04    0.26448E+02    0.84440E-01    0.55313E+02
   916    0.16298E+04    0.26730E+02    0.84409E-01    0.55294E+02
   917    0.16186E+04    0.27012E+02    0.84378E-01    0.55248E+02
   918    0.16075E+04    0.27293E+02    0.84345E-01    0.55171E+02
   919    0.15965E+04    0.27573E+02    0.84311E-01    0.55065E+02
   920    0.15855E+04    0.27852E+02    0.84277E-01    0.54930E+02
   921    0.15745E+04    0.28131E+02    0.84242E-01    0.54765E+02
   922    0.15636E+04    0.28409E+02    0.84206E-01    0.54573E+02
   923    0.15526E+04    0.28685E+02    0.84170E-01    0.54352E+02
   924    0.15418E+04    0.28961E+02    0.84133E-01    0.54102E+02
   925    0.15310E+04    0.29235E+02    0.84095E-01    0.53824E+02
   926    0.15202E+04    0.29508E+02    0.84057E-01    0.53519E+02
   927    0.15096E+04    0.29779E+02    0.84017E-01    0.53185E+02
   928    0.14990E+04    0.30049E+02    0.83978E-01    0.52824E+02
   929    0.14884E+04    0.30317E+02    0.83937E-01    0.52436E+02
   930    0.14779E+04    0.30583E+02    0.83896E-01    0.52021E+02
   931    0.14674E+04    0.30848E+02    0.83855E-01    0.51579E+02
   932    0.14570E+04    0.31109E+02    0.83813E-01    0.51111E+02
   933    0.14468E+04    0.31369E+02    0.83771E-01    0.50617E+02
   934    0.14365E+04    0.31628E+02    0.83728E-01    0.50099E+02
   935    0.14264E+04    0.31883E+02    0.83684E-01    0.49553E+02
   936    0.14163E+04    0.32136E+02    0.83641E-01    0.48983E+02
   937    0.14063E+04    0.32387E+02    0.83596E-01    0.48387E+02
   938    0.13964E+04    0.32635E+02    0.83552E-01    0.47767E+02
   939    0.13866E+04    0.32879E+02    0.83507E-01    0.47123E+02
   940    0.13768E+04    0.33122E+02    0.83462E-01    0.46455E+02
   941    0.13672E+04    0.33361E+02    0.83416E-01    0.45763E+02
   942    0.13576E+04    0.33597E+02    0.83370E-01    0.45048E+02
   943    0.13482E+04    0.33830E+02    0.83324E-01    0.44311E+02
   944    0.13389E+04    0.34060E+02    0.83278E-01    0.43550E+02
   945    0.13296E+04    0.34285E+02    0.83231E-01    0.42767E+02
   946    0.13204E+04    0.34509E+02    0.83184E-01    0.41963E+02
   947    0.13114E+04    0.34728E+02    0.83137E-01    0.41138E+02
   948    0.13023E+04    0.34945E+02    0.83090E-01    0.40292E+02
   949    0.12934E+04    0.35157E+02    0.83043E-01    0.39425E+02
   950    0.12847E+04    0.35365E+02    0.82996E-01    0.38539E+02
   951    0.12760E+04    0.35571E+02    0.82948E-01    0.37633E+02
   952    0.12675E+04    0.35773E+02    0.82901E-01    0.36708E+02
   953    0.12591E+04    0.35969E+02    0.82854E-01    0.35764E+02
   954    0.12508E+04    0.36162E+02    0.82806E-01    0.34803E+02
   955    0.12425E+04    0.36351E+02    0.82759E-01    0.33823E+02
   956    0.12344E+04    0.36536E+02    0.82711E-01    0.32825E+02
   957    0.12265E+04    0.36716E+02    0.82664E-01    0.31811E+02
   958    0.12185E+04    0.36891E+02    0.82617E-01    0.30780E+02
   959    0.12108E+04    0.37063E+02    0.82569E-01    0.29733E+02
   960    0.12032E+04    0.37230E+02    0.82522E-01    0.28672E+02
   961    0.11957E+04    0.37393E+02    0.82475E-01    0.27595E+02
   962    0.11883E+04    0.37551E+02    0.82429E-01    0.26503E+02
   963    0.11811E+04    0.37705E+02    0.82382E-01    0.25398E+02
   964    0.11740E+04    0.37853E+02    0.82336E-01    0.24280E+02
   965    0.11670E+04    0.37997E+02    0.82290E-01    0.23149E+02
   966    0.11601E+04    0.38136E+02    0.82244E-01    0.22005E+02
   967    0.11533E+04    0.38271E+02    0.82199E-01    0.20850E+02
   968    0.11467E+04    0.38400E+02    0.82153E-01    0.19683E+02
   969    0.11402E+04    0.38524E+02    0.82108E-01    0.18505E+02
   970    0.11339E+04    0.38643E+02    0.82064E-01    0.17317E+02
   971    0.11277E+04    0.38758E+02    0.82019E-01    0.16119E+02
   972    0.11215E+04    0.38866E+02    0.81976E-01    0.14912E+02
   973    0.11155E+04    0.38969E+02    0.81932E-01    0.13695E+02
   974    0.11097E+04    0.39068E+02    0.81889E-01    0.12470E+02
   975    0.11040E+04    0.39162E+02    0.81846E-01    0.11237E+02
   976    0.10985E+04    0.39249E+02    0.81804E-01    0.99973E+01
   977    0.10931E+04    0.39332E+02    0.81762E-01    0.87511E+01
   978    0.10877E+04    0.39410E+02    0.81721E-01    0.74985E+01
   979    0.10826E+04    0.39482E+02    0.81680E-01    0.62407E+01
   980    0.10776E+04    0.39549E+02    0.81640E-01    0.49774E+01
   981    0.10727E+04    0.39609E+02    0.81600E-01    0.37094E+01
   982    0.10679E+04    0.39666E+02    0.81561E-01    0.24376E+01
   983    0.10634E+04    0.39716E+02    0.81523E-01    0.11621E+01
   984    0.10589E+04    0.39760E+02    0.81484E-01   -0.11666E+00
   985    0.10546E+04    0.39799E+02    0.81447E-01   -0.13982E+01
   986    0.10503E+04    0.39833E+02    0.81410E-01   -0.26815E+01
   987    0.10462E+04    0.39861E+02    0.81374E-01   -0.39668E+01
   988    0.10423E+04    0.39885E+02    0.81338E-01   -0.52530E+01
   989    0.10385E+04    0.39902E+02    0.81303E-01   -0.65389E+01
   990    0.10348E+04    0.39917E+02    0.81269E-01   -0.78259E+01
   991    0.10313E+04    0.39924E+02    0.81235E-01   -0.91121E+01
   992    0.10279E+04    0.39925E+02    0.81202E-01   -0.10398E+02
   993    0.10246E+04    0.39920E+02    0.81169E-01   -0.11682E+02
   994    0.10214E+04    0.39911E+02    0.81138E-01   -0.12963E+02
   995    0.10185E+04    0.39897E+02    0.81107E-01   -0.14243E+02
   996    0.10156E+04    0.39875E+02    0.81076E-01   -0.15519E+02
   997    0.10129E+04    0.39850E+02    0.81047E-01   -0.16793E+02
   998    0.10103E+04    0.39818E+02    0.81018E-01   -0.18061E+02
   999    0.10078E+04    0.39782E+02    0.80990E-01   -0.19326E+02
  1000    0.10055E+04    0.39740E+02    0.80963E-01   -0.20586E+02
  1001    0.10033E+04    0.39693E+02    0.80936E-01   -0.21839E+02
  1002    0.10011E+04    0.39639E+02    0.80910E-01   -0.23087E+02
  1003    0.99915E+03    0.39582E+02    0.80885E-01   -0.24329E+02
  1004    0.99733E+03    0.39518E+02    0.80861E-01   -0.25564E+02
  1005    0.99572E+03    0.39450E+02    0.80837E-01   -0.26790E+02
  1006    0.99417E+03    0.39376E+02    0.80814E-01   -0.28009E+02
  1007    0.99267E+03    0.39296E+02    0.80793E-01   -0.29220E+02
  1008    0.99109E+03    0.39212E+02    0.80771E-01   -0.30421E+02
  1009    0.98986E+03    0.39122E+02    0.80751E-01   -0.31614E+02
  1010    0.98876E+03    0.39028E+02    0.80731E-01   -0.32796E+02
  1011    0.98772E+03    0.38929E+02    0.80713E-01   -0.33969E+02
  1012    0.98682E+03    0.38825E+02    0.80695E-01   -0.35132E+02
  1013    0.98605E+03    0.38717E+02    0.80678E-01   -0.36282E+02
  1014    0.98541E+03    0.38603E+02    0.80662E-01   -0.37423E+02
  1015    0.98476E+03    0.38485E+02    0.80646E-01   -0.38550E+02
  1016    0.98432E+03    0.38362E+02    0.80631E-01   -0.39666E+02
  1017    0.98401E+03    0.38235E+02    0.80618E-01   -0.40770E+02
  1018    0.98376E+03    0.38101E+02    0.80605E-01   -0.41861E+02
  1019    0.98357E+03    0.37965E+02    0.80593E-01   -0.42938E+02
  1020    0.98360E+03    0.37822E+02    0.80581E-01   -0.44002E+02
  1021    0.98368E+03    0.37676E+02    0.80571E-01   -0.45052E+02
  1022    0.98383E+03    0.37525E+02    0.80561E-01   -0.46088E+02
  1023    0.98411E+03    0.37369E+02    0.80552E-01   -0.47107E+02
  1024    0.98445E+03    0.37209E+02    0.80544E-01   -0.48112E+02
  1025    0.98486E+03    0.37046E+02    0.80537E-01   -0.49098E+02
  1026    0.98562E+03    0.36877E+02    0.80531E-01   -0.50070E+02
  1027    0.98623E+03    0.36706E+02    0.80525E-01   -0.51026E+02
  1028    0.98690E+03    0.36531E+02    0.80520E-01   -0.51964E+02
  1029    0.98771E+03    0.36351E+02    0.80516E-01   -0.52887E+02
  1030    0.98858E+03    0.36168E+02    0.80513E-01   -0.53792E+02
  1031    0.98937E+03    0.35981E+02    0.80511E-01   -0.54678E+02
  1032    0.99044E+03    0.35788E+02    0.80509E-01   -0.55550E+02
  1033    0.99151E+03    0.35593E+02    0.80508E-01   -0.56402E+02
  1034    0.99279E+03    0.35396E+02    0.80508E-01   -0.57236E+02
  1035    0.99406E+03    0.35194E+02    0.80509E-01   -0.58053E+02
  1036    0.99539E+03    0.34988E+02    0.80511E-01   -0.58851E+02
  1037    0.99680E+03    0.34780E+02    0.80513E-01   -0.59630E+02
  1038    0.99834E+03    0.34569E+02    0.80516E-01   -0.60391E+02
  1039    0.99995E+03    0.34354E+02    0.80520E-01   -0.61128E+02
  1040    0.10015E+04    0.34136E+02    0.80524E-01   -0.61849E+02
  1041    0.10032E+04    0.33916E+02    0.80530E-01   -0.62547E+02
  1042    0.10050E+04    0.33692E+02    0.80535E-01   -0.63228E+02
  1043    0.10068E+04    0.33465E+02    0.80542E-01   -0.63885E+02
  1044    0.10087E+04    0.33235E+02    0.80549E-01   -0.64525E+02
  1045    0.10106E+04    0.33005E+02    0.80557E-01   -0.65145E+02
  1046    0.10126E+04    0.32771E+02    0.80566E-01   -0.65740E+02
  1047    0.10147E+04    0.32534E+02    0.80575E-01   -0.66324E+02
  1048    0.10167E+04    0.32295E+02    0.80585E-01   -0.66881E+02
  1049    0.10189E+04    0.32054E+02    0.80596E-01   -0.67413E+02
  1050    0.10211E+04    0.31811E+02    0.80607E-01   -0.67926E+02
  1051    0.10233E+04    0.31565E+02    0.80619E-01   -0.68421E+02
  1052    0.10256E+04    0.31318E+02    0.80631E-01   -0.68890E+02
  1053    0.10278E+04    0.31068E+02    0.80644E-01   -0.69340E+02
  1054    0.10301E+04    0.30817E+02    0.80658E-01   -0.69772E+02
  1055    0.10324E+04    0.30565E+02    0.80672E-01   -0.70179E+02
  1056    0.10348E+04    0.30311E+02    0.80686E-01   -0.70566E+02
  1057    0.10372E+04    0.30056E+02    0.80701E-01   -0.70928E+02
  1058    0.10398E+04    0.29800E+02    0.80717E-01   -0.71272E+02
  1059    0.10424E+04    0.29542E+02    0.80733E-01   -0.71589E+02
  1060    0.10449E+04    0.29283E+02    0.80750E-01   -0.71889E+02
  1061    0.10474E+04    0.29023E+02    0.80767E-01   -0.72162E+02
  1062    0.10500E+04    0.28763E+02    0.80784E-01   -0.72417E+02
  1063    0.10525E+04    0.28501E+02    0.80802E-01   -0.72645E+02
  1064    0.10551E+04    0.28239E+02    0.80820E-01   -0.72863E+02
  1065    0.10577E+04    0.27976E+02    0.80839E-01   -0.73055E+02
  1066    0.10602E+04    0.27712E+02    0.80858E-01   -0.73221E+02
  1067    0.10629E+04    0.27449E+02    0.80877E-01   -0.73361E+02
  1068    0.10655E+04    0.27184E+02    0.80897E-01   -0.73482E+02
  1069    0.10682E+04    0.26921E+02    0.80917E-01   -0.73592E+02
  1070    0.10709E+04    0.26656E+02    0.80937E-01   -0.73676E+02
  1071    0.10734E+04    0.26392E+02    0.80958E-01   -0.73734E+02
  1072    0.10760E+04    0.26128E+02    0.80979E-01   -0.73766E+02
  1073    0.10788E+04    0.25864E+02    0.81000E-01   -0.73780E+02
  1074    0.10813E+04    0.25601E+02    0.81022E-01   -0.73774E+02
  1075    0.10840E+04    0.25336E+02    0.81043E-01   -0.73750E+02
  1076    0.10866E+04    0.25074E+02    0.81065E-01   -0.73700E+02
  1077    0.10892E+04    0.24811E+02    0.81087E-01   -0.73638E+02
  1078    0.10918E+04    0.24550E+02    0.81110E-01   -0.73535E+02
  1079    0.10943E+04    0.24289E+02    0.81132E-01   -0.73428E+02
  1080    0.10969E+04    0.24029E+02    0.81155E-01   -0.73303E+02
  1081    0.10994E+04    0.23771E+02    0.81177E-01   -0.73151E+02
  1082    0.11018E+04    0.23513E+02    0.81200E-01   -0.72980E+02
  1083    0.11043E+04    0.23256E+02    0.81223E-01   -0.72790E+02
  1084    0.11068E+04    0.23001E+02    0.81246E-01   -0.72581E+02
  1085    0.11092E+04    0.22747E+02    0.81269E-01   -0.72346E+02
  1086    0.11117E+04    0.22495E+02    0.81292E-01   -0.72106E+02
  1087    0.11140E+04    0.22245E+02    0.81315E-01   -0.71825E+02
  1088    0.11163E+04    0.21995E+02    0.81338E-01   -0.71539E+02
  1089    0.11186E+04    0.21748E+02    0.81361E-01   -0.71227E+02
  1090    0.11209E+04    0.21502E+02    0.81384E-01   -0.70910E+02
  1091    0.11231E+04    0.21258E+02    0.81407E-01   -0.70560E+02
  1092    0.11254E+04    0.21015E+02    0.81430E-01   -0.70197E+02
  1093    0.11275E+04    0.20776E+02    0.81452E-01   -0.69815E+02
  1094    0.11295E+04    0.20538E+02    0.81475E-01   -0.69421E+02
  1095    0.11317E+04    0.20303E+02    0.81498E-01   -0.69014E+02
  1096    0.11337E+04    0.20069E+02    0.81520E-01   -0.68581E+02
  1097    0.11356E+04    0.19838E+02    0.81542E-01   -0.68128E+02
  1098    0.11376E+04    0.19610E+02    0.81564E-01   -0.67663E+02
  1099    0.11395E+04    0.19385E+02    0.81586E-01   -0.67185E+02
  1100    0.11413E+04    0.19163E+02    0.81607E-01   -0.66688E+02
  1101    0.11431E+04    0.18942E+02    0.81629E-01   -0.66176E+02
  1102    0.11450E+04    0.18725E+02    0.81650E-01   -0.65647E+02
  1103    0.11466E+04    0.18510E+02    0.81671E-01   -0.65104E+02
  1104    0.11483E+04    0.18299E+02    0.81691E-01   -0.64545E+02
  1105    0.11498E+04    0.18091E+02    0.81711E-01   -0.63973E+02
  1106    0.11514E+04    0.17885E+02    0.81731E-01   -0.63386E+02
  1107    0.11528E+04    0.17683E+02    0.81751E-01   -0.62785E+02
  1108    0.11543E+04    0.17483E+02    0.81770E-01   -0.62172E+02
  1109    0.11555E+04    0.17284E+02    0.81789E-01   -0.61545E+02
  1110    0.11568E+04    0.17092E+02    0.81807E-01   -0.60906E+02
  1111    0.11580E+04    0.16903E+02    0.81825E-01   -0.60253E+02
  1112    0.11593E+04    0.16716E+02    0.81843E-01   -0.59590E+02
  1113    0.11603E+04    0.16534E+02    0.81860E-01   -0.58914E+02
  1114    0.11613E+04    0.16354E+02    0.81876E-01   -0.58227E+02
  1115    0.11623E+04    0.16179E+02    0.81892E-01   -0.57531E+02
  1116    0.11632E+04    0.16008E+02    0.81908E-01   -0.56823E+02
  1117    0.11640E+04    0.15840E+02    0.81923E-01   -0.56105E+02
  1118    0.11648E+04    0.15676E+02    0.81938E-01   -0.55376E+02
  1119    0.11655E+04    0.15516E+02    0.81952E-01   -0.54638E+02
  1120    0.11661E+04    0.15360E+02    0.81965E-01   -0.53892E+02
  1121    0.11667E+04    0.15207E+02    0.81978E-01   -0.53135E+02
  1122    0.11672E+04    0.15058E+02    0.81990E-01   -0.52371E+02
  1123    0.11676E+04    0.14915E+02    0.82002E-01   -0.51600E+02
  1124    0.11680E+04    0.14774E+02    0.82013E-01   -0.50820E+02
  1125    0.11682E+04    0.14637E+02    0.82023E-01   -0.50033E+02
  1126    0.11684E+04    0.14505E+02    0.82033E-01   -0.49239E+02
  1127    0.11686E+04    0.14377E+02    0.82042E-01   -0.48439E+02
  1128    0.11686E+04    0.14253E+02    0.82050E-01   -0.47633E+02
  1129    0.11686E+04    0.14134E+02    0.82057E-01   -0.46821E+02
  1130    0.11685E+04    0.14019E+02    0.82064E-01   -0.46003E+02
  1131    0.11683E+04    0.13908E+02    0.82070E-01   -0.45182E+02
  1132    0.11681E+04    0.13801E+02    0.82076E-01   -0.44355E+02
  1133    0.11677E+04    0.13700E+02    0.82080E-01   -0.43525E+02
  1134    0.11674E+04    0.13601E+02    0.82084E-01   -0.42690E+02
  1135    0.11669E+04    0.13508E+02    0.82087E-01   -0.41851E+02
  1136    0.11664E+04    0.13419E+02    0.82090E-01   -0.41012E+02
  1137    0.11658E+04    0.13334E+02    0.82091E-01   -0.40167E+02
  1138    0.11651E+04    0.13254E+02    0.82092E-01   -0.39322E+02
  1139    0.11644E+04    0.13178E+02    0.82092E-01   -0.38473E+02
  1140    0.11635E+04    0.13107E+02    0.82091E-01   -0.37624E+02
  1141    0.11626E+04    0.13039E+02    0.82089E-01   -0.36773E+02
  1142    0.11616E+04    0.12977E+02    0.82086E-01   -0.35922E+02
  1143    0.11606E+04    0.12918E+02    0.82083E-01   -0.35071E+02
  1144    0.11594E+04    0.12864E+02    0.82078E-01   -0.34220E+02
  1145    0.11582E+04    0.12816E+02    0.82073E-01   -0.33369E+02
  1146    0.11569E+04    0.12771E+02    0.82067E-01   -0.32519E+02
  1147    0.11556E+04    0.12731E+02    0.82060E-01   -0.31670E+02
  1148    0.11541E+04    0.12694E+02    0.82053E-01   -0.30822E+02
  1149    0.11526E+04    0.12663E+02    0.82044E-01   -0.29977E+02
  1150    0.11510E+04    0.12636E+02    0.82034E-01   -0.29133E+02
  1151    0.11494E+04    0.12613E+02    0.82024E-01   -0.28292E+02
  1152    0.11476E+04    0.12594E+02    0.82012E-01   -0.27455E+02
  1153    0.11459E+04    0.12581E+02    0.82000E-01   -0.26621E+02
  1154    0.11441E+04    0.12571E+02    0.81987E-01   -0.25789E+02
  1155    0.11422E+04    0.12566E+02    0.81973E-01   -0.24962E+02
  1156    0.11401E+04    0.12565E+02    0.81958E-01   -0.24140E+02
  1157    0.11380E+04    0.12568E+02    0.81942E-01   -0.23322E+02
  1158    0.11359E+04    0.12576E+02    0.81925E-01   -0.22509E+02
  1159    0.11338E+04    0.12588E+02    0.81908E-01   -0.21702E+02
  1160    0.11314E+04    0.12604E+02    0.81889E-01   -0.20901E+02
  1161    0.11292E+04    0.12625E+02    0.81869E-01   -0.20106E+02
  1162    0.11267E+04    0.12649E+02    0.81849E-01   -0.19318E+02
  1163    0.11243E+04    0.12678E+02    0.81827E-01   -0.18536E+02
  1164    0.11218E+04    0.12711E+02    0.81805E-01   -0.17762E+02
  1165    0.11192E+04    0.12748E+02    0.81782E-01   -0.16994E+02
  1166    0.11165E+04    0.12790E+02    0.81758E-01   -0.16235E+02
  1167    0.11138E+04    0.12835E+02    0.81732E-01   -0.15484E+02
  1168    0.11110E+04    0.12884E+02    0.81706E-01   -0.14740E+02
  1169    0.11083E+04    0.12937E+02    0.81679E-01   -0.14007E+02
  1170    0.11054E+04    0.12994E+02    0.81652E-01   -0.13281E+02
  1171    0.11024E+04    0.13055E+02    0.81623E-01   -0.12566E+02
  1172    0.10995E+04    0.13120E+02    0.81593E-01   -0.11860E+02
