#    L    TT             EE             BB             TE          
   785    0.24553E+04    0.18867E+02    0.10520E+00   -0.10849E+03
   786    0.24601E+04    0.18639E+02    0.10534E+00   -0.10726E+03
   787    0.24646E+04    0.18414E+02    0.10549E+00   -0.10601E+03
   788    0.24689E+04    0.18191E+02    0.10563E+00   -0.10475E+03
   789    0.24731E+04    0.17970E+02    0.10577E+00   -0.10346E+03
   790    0.24773E+04    0.17755E+02    0.10592E+00   -0.10214E+03
   791    0.24812E+04    0.17542E+02    0.10606E+00   -0.10079E+03
   792    0.24850E+04    0.17333E+02    0.10620E+00   -0.99424E+02
   793    0.24885E+04    0.17129E+02    0.10635E+00   -0.98027E+02
   794    0.24919E+04    0.16929E+02    0.10649E+00   -0.96617E+02
   795    0.24951E+04    0.16731E+02    0.10663E+00   -0.95179E+02
   796    0.24983E+04    0.16538E+02    0.10677E+00   -0.93729E+02
   797    0.25012E+04    0.16348E+02    0.10691E+00   -0.92251E+02
   798    0.25039E+04    0.16163E+02    0.10705E+00   -0.90761E+02
   799    0.25065E+04    0.15982E+02    0.10719E+00   -0.89250E+02
   800    0.25089E+04    0.15805E+02    0.10733E+00   -0.87718E+02
   801    0.25111E+04    0.15633E+02    0.10746E+00   -0.86174E+02
   802    0.25131E+04    0.15465E+02    0.10760E+00   -0.84595E+02
   803    0.25150E+04    0.15300E+02    0.10774E+00   -0.83017E+02
   804    0.25167E+04    0.15142E+02    0.10787E+00   -0.81412E+02
   805    0.25183E+04    0.14987E+02    0.10801E+00   -0.79793E+02
   806    0.25196E+04    0.14837E+02    0.10814E+00   -0.78162E+02
   807    0.25207E+04    0.14692E+02    0.10827E+00   -0.76517E+02
   808    0.25216E+04    0.14552E+02    0.10840E+00   -0.74852E+02
   809    0.25224E+04    0.14417E+02    0.10853E+00   -0.73181E+02
   810    0.25229E+04    0.14287E+02    0.10866E+00   -0.71490E+02
   811    0.25232E+04    0.14162E+02    0.10879E+00   -0.69786E+02
   812    0.25234E+04    0.14043E+02    0.10892E+00   -0.68074E+02
   813    0.25234E+04    0.13928E+02    0.10904E+00   -0.66353E+02
   814    0.25233E+04    0.13819E+02    0.10917E+00   -0.64621E+02
   815    0.25229E+04    0.13715E+02    0.10929E+00   -0.62880E+02
   816    0.25223E+04    0.13616E+02    0.10942E+00   -0.61131E+02
   817    0.25215E+04    0.13522E+02    0.10954E+00   -0.59373E+02
   818    0.25206E+04    0.13435E+02    0.10966E+00   -0.57607E+02
   819    0.25195E+04    0.13352E+02    0.10978E+00   -0.55835E+02
   820    0.25182E+04    0.13275E+02    0.10990E+00   -0.54056E+02
   821    0.25166E+04    0.13203E+02    0.11001E+00   -0.52273E+02
   822    0.25149E+04    0.13138E+02    0.11013E+00   -0.50484E+02
   823    0.25130E+04    0.13077E+02    0.11024E+00   -0.48690E+02
   824    0.25108E+04    0.13023E+02    0.11035E+00   -0.46893E+02
   825    0.25086E+04    0.12973E+02    0.11047E+00   -0.45093E+02
   826    0.25060E+04    0.12931E+02    0.11058E+00   -0.43291E+02
   827    0.25033E+04    0.12893E+02    0.11068E+00   -0.41489E+02
   828    0.25005E+04    0.12861E+02    0.11079E+00   -0.39685E+02
   829    0.24974E+04    0.12836E+02    0.11090E+00   -0.37881E+02
   830    0.24942E+04    0.12816E+02    0.11100E+00   -0.36079E+02
   831    0.24907E+04    0.12802E+02    0.11110E+00   -0.34279E+02
   832    0.24871E+04    0.12793E+02    0.11120E+00   -0.32480E+02
   833    0.24833E+04    0.12790E+02    0.11130E+00   -0.30684E+02
   834    0.24793E+04    0.12793E+02    0.11140E+00   -0.28892E+02
   835    0.24751E+04    0.12803E+02    0.11150E+00   -0.27103E+02
   836    0.24707E+04    0.12817E+02    0.11159E+00   -0.25319E+02
   837    0.24661E+04    0.12838E+02    0.11169E+00   -0.23540E+02
   838    0.24614E+04    0.12864E+02    0.11178E+00   -0.21767E+02
   839    0.24564E+04    0.12897E+02    0.11187E+00   -0.19999E+02
   840    0.24513E+04    0.12936E+02    0.11196E+00   -0.18240E+02
   841    0.24460E+04    0.12979E+02    0.11204E+00   -0.16489E+02
   842    0.24405E+04    0.13028E+02    0.11213E+00   -0.14744E+02
   843    0.24348E+04    0.13084E+02    0.11221E+00   -0.13012E+02
   844    0.24289E+04    0.13145E+02    0.11229E+00   -0.11287E+02
   845    0.24229E+04    0.13211E+02    0.11237E+00   -0.95743E+01
   846    0.24168E+04    0.13285E+02    0.11245E+00   -0.78727E+01
   847    0.24106E+04    0.13363E+02    0.11253E+00   -0.61825E+01
   848    0.24041E+04    0.13447E+02    0.11260E+00   -0.45053E+01
   849    0.23974E+04    0.13536E+02    0.11268E+00   -0.28406E+01
   850    0.23906E+04    0.13631E+02    0.11275E+00   -0.11895E+01
   851    0.23836E+04    0.13732E+02    0.11282E+00    0.44764E+00
   852    0.23765E+04    0.13839E+02    0.11288E+00    0.20703E+01
   853    0.23692E+04    0.13951E+02    0.11295E+00    0.36780E+01
   854    0.23617E+04    0.14068E+02    0.11301E+00    0.52692E+01
   855    0.23540E+04    0.14192E+02    0.11307E+00    0.68450E+01
   856    0.23463E+04    0.14319E+02    0.11313E+00    0.84036E+01
   857    0.23384E+04    0.14452E+02    0.11319E+00    0.99444E+01
   858    0.23303E+04    0.14592E+02    0.11325E+00    0.11467E+02
   859    0.23220E+04    0.14734E+02    0.11330E+00    0.12973E+02
   860    0.23137E+04    0.14883E+02    0.11336E+00    0.14459E+02
   861    0.23052E+04    0.15037E+02    0.11341E+00    0.15925E+02
   862    0.22966E+04    0.15195E+02    0.11346E+00    0.17372E+02
   863    0.22878E+04    0.15359E+02    0.11350E+00    0.18798E+02
   864    0.22789E+04    0.15527E+02    0.11355E+00    0.20204E+02
   865    0.22697E+04    0.15701E+02    0.11359E+00    0.21587E+02
   866    0.22607E+04    0.15879E+02    0.11363E+00    0.22948E+02
   867    0.22514E+04    0.16062E+02    0.11367E+00    0.24286E+02
   868    0.22420E+04    0.16249E+02    0.11371E+00    0.25602E+02
   869    0.22325E+04    0.16441E+02    0.11374E+00    0.26895E+02
   870    0.22228E+04    0.16637E+02    0.11378E+00    0.28165E+02
   871    0.22131E+04    0.16837E+02    0.11381E+00    0.29409E+02
   872    0.22032E+04    0.17042E+02    0.11384E+00    0.30630E+02
   873    0.21933E+04    0.17251E+02    0.11387E+00    0.31826E+02
   874    0.21832E+04    0.17465E+02    0.11389E+00    0.32996E+02
   875    0.21730E+04    0.17681E+02    0.11392E+00    0.34142E+02
   876    0.21627E+04    0.17903E+02    0.11394E+00    0.35262E+02
   877    0.21524E+04    0.18128E+02    0.11396E+00    0.36355E+02
   878    0.21419E+04    0.18356E+02    0.11398E+00    0.37422E+02
   879    0.21314E+04    0.18588E+02    0.11399E+00    0.38462E+02
   880    0.21208E+04    0.18824E+02    0.11401E+00    0.39476E+02
   881    0.21101E+04    0.19062E+02    0.11402E+00    0.40460E+02
   882    0.20993E+04    0.19305E+02    0.11403E+00    0.41418E+02
   883    0.20885E+04    0.19551E+02    0.11404E+00    0.42346E+02
   884    0.20775E+04    0.19799E+02    0.11405E+00    0.43247E+02
   885    0.20665E+04    0.20051E+02    0.11405E+00    0.44119E+02
   886    0.20554E+04    0.20306E+02    0.11406E+00    0.44961E+02
   887    0.20442E+04    0.20563E+02    0.11406E+00    0.45775E+02
   888    0.20331E+04    0.20825E+02    0.11406E+00    0.46559E+02
   889    0.20217E+04    0.21087E+02    0.11406E+00    0.47313E+02
   890    0.20104E+04    0.21353E+02    0.11406E+00    0.48036E+02
   891    0.19991E+04    0.21621E+02    0.11405E+00    0.48731E+02
   892    0.19878E+04    0.21891E+02    0.11404E+00    0.49396E+02
   893    0.19762E+04    0.22164E+02    0.11404E+00    0.50030E+02
   894    0.19648E+04    0.22438E+02    0.11403E+00    0.50633E+02
   895    0.19532E+04    0.22714E+02    0.11402E+00    0.51207E+02
   896    0.19417E+04    0.22992E+02    0.11400E+00    0.51750E+02
   897    0.19300E+04    0.23273E+02    0.11399E+00    0.52263E+02
   898    0.19185E+04    0.23554E+02    0.11397E+00    0.52745E+02
   899    0.19069E+04    0.23838E+02    0.11396E+00    0.53195E+02
   900    0.18952E+04    0.24122E+02    0.11394E+00    0.53616E+02
   901    0.18835E+04    0.24408E+02    0.11392E+00    0.54005E+02
   902    0.18719E+04    0.24695E+02    0.11390E+00    0.54363E+02
   903    0.18600E+04    0.24983E+02    0.11387E+00    0.54690E+02
   904    0.18484E+04    0.25272E+02    0.11385E+00    0.54985E+02
   905    0.18367E+04    0.25562E+02    0.11382E+00    0.55249E+02
   906    0.18249E+04    0.25853E+02    0.11380E+00    0.55482E+02
   907    0.18133E+04    0.26143E+02    0.11377E+00    0.55683E+02
   908    0.18017E+04    0.26435E+02    0.11374E+00    0.55854E+02
   909    0.17900E+04    0.26726E+02    0.11371E+00    0.55993E+02
   910    0.17783E+04    0.27019E+02    0.11367E+00    0.56102E+02
   911    0.17666E+04    0.27311E+02    0.11364E+00    0.56179E+02
   912    0.17550E+04    0.27603E+02    0.11361E+00    0.56226E+02
   913    0.17431E+04    0.27895E+02    0.11357E+00    0.56242E+02
   914    0.17316E+04    0.28186E+02    0.11353E+00    0.56228E+02
   915    0.17199E+04    0.28477E+02    0.11350E+00    0.56184E+02
   916    0.17084E+04    0.28768E+02    0.11346E+00    0.56108E+02
   917    0.16968E+04    0.29059E+02    0.11342E+00    0.56004E+02
   918    0.16854E+04    0.29348E+02    0.11338E+00    0.55868E+02
   919    0.16740E+04    0.29637E+02    0.11333E+00    0.55703E+02
   920    0.16625E+04    0.29924E+02    0.11329E+00    0.55508E+02
   921    0.16512E+04    0.30211E+02    0.11325E+00    0.55283E+02
   922    0.16399E+04    0.30496E+02    0.11320E+00    0.55029E+02
   923    0.16286E+04    0.30780E+02    0.11316E+00    0.54747E+02
   924    0.16174E+04    0.31063E+02    0.11311E+00    0.54434E+02
   925    0.16063E+04    0.31344E+02    0.11306E+00    0.54093E+02
   926    0.15952E+04    0.31624E+02    0.11301E+00    0.53725E+02
   927    0.15842E+04    0.31901E+02    0.11297E+00    0.53328E+02
   928    0.15732E+04    0.32177E+02    0.11292E+00    0.52903E+02
   929    0.15623E+04    0.32451E+02    0.11287E+00    0.52451E+02
   930    0.15515E+04    0.32722E+02    0.11281E+00    0.51971E+02
   931    0.15407E+04    0.32993E+02    0.11276E+00    0.51464E+02
   932    0.15300E+04    0.33259E+02    0.11271E+00    0.50931E+02
   933    0.15195E+04    0.33524E+02    0.11266E+00    0.50372E+02
   934    0.15089E+04    0.33787E+02    0.11260E+00    0.49787E+02
   935    0.14985E+04    0.34046E+02    0.11255E+00    0.49175E+02
   936    0.14882E+04    0.34303E+02    0.11249E+00    0.48539E+02
   937    0.14779E+04    0.34557E+02    0.11244E+00    0.47878E+02
   938    0.14677E+04    0.34809E+02    0.11238E+00    0.47191E+02
   939    0.14577E+04    0.35056E+02    0.11233E+00    0.46481E+02
   940    0.14477E+04    0.35301E+02    0.11227E+00    0.45746E+02
   941    0.14378E+04    0.35543E+02    0.11221E+00    0.44988E+02
   942    0.14280E+04    0.35781E+02    0.11215E+00    0.44207E+02
   943    0.14184E+04    0.36016E+02    0.11210E+00    0.43403E+02
   944    0.14088E+04    0.36247E+02    0.11204E+00    0.42576E+02
   945    0.13993E+04    0.36474E+02    0.11198E+00    0.41727E+02
   946    0.13900E+04    0.36698E+02    0.11192E+00    0.40856E+02
   947    0.13807E+04    0.36918E+02    0.11186E+00    0.39965E+02
   948    0.13715E+04    0.37136E+02    0.11180E+00    0.39053E+02
   949    0.13625E+04    0.37347E+02    0.11174E+00    0.38121E+02
   950    0.13536E+04    0.37555E+02    0.11168E+00    0.37169E+02
   951    0.13448E+04    0.37760E+02    0.11162E+00    0.36198E+02
   952    0.13361E+04    0.37961E+02    0.11157E+00    0.35208E+02
   953    0.13276E+04    0.38156E+02    0.11151E+00    0.34200E+02
   954    0.13191E+04    0.38347E+02    0.11145E+00    0.33174E+02
   955    0.13107E+04    0.38534E+02    0.11139E+00    0.32130E+02
   956    0.13025E+04    0.38717E+02    0.11133E+00    0.31068E+02
   957    0.12945E+04    0.38894E+02    0.11127E+00    0.29991E+02
   958    0.12864E+04    0.39066E+02    0.11121E+00    0.28897E+02
   959    0.12787E+04    0.39235E+02    0.11115E+00    0.27787E+02
   960    0.12710E+04    0.39399E+02    0.11109E+00    0.26664E+02
   961    0.12634E+04    0.39558E+02    0.11103E+00    0.25526E+02
   962    0.12560E+04    0.39712E+02    0.11097E+00    0.24373E+02
   963    0.12487E+04    0.39861E+02    0.11092E+00    0.23208E+02
   964    0.12415E+04    0.40005E+02    0.11086E+00    0.22030E+02
   965    0.12345E+04    0.40144E+02    0.11080E+00    0.20839E+02
   966    0.12276E+04    0.40278E+02    0.11074E+00    0.19637E+02
   967    0.12208E+04    0.40408E+02    0.11069E+00    0.18423E+02
   968    0.12141E+04    0.40531E+02    0.11063E+00    0.17198E+02
   969    0.12076E+04    0.40649E+02    0.11058E+00    0.15964E+02
   970    0.12013E+04    0.40762E+02    0.11052E+00    0.14719E+02
   971    0.11950E+04    0.40870E+02    0.11047E+00    0.13466E+02
   972    0.11889E+04    0.40972E+02    0.11041E+00    0.12204E+02
   973    0.11829E+04    0.41069E+02    0.11036E+00    0.10934E+02
   974    0.11771E+04    0.41160E+02    0.11031E+00    0.96548E+01
   975    0.11714E+04    0.41247E+02    0.11025E+00    0.83701E+01
   976    0.11659E+04    0.41327E+02    0.11020E+00    0.70785E+01
   977    0.11605E+04    0.41402E+02    0.11015E+00    0.57816E+01
   978    0.11552E+04    0.41472E+02    0.11010E+00    0.44791E+01
   979    0.11501E+04    0.41536E+02    0.11005E+00    0.31723E+01
   980    0.11452E+04    0.41595E+02    0.11000E+00    0.18609E+01
   981    0.11403E+04    0.41646E+02    0.10995E+00    0.54571E+00
   982    0.11356E+04    0.41694E+02    0.10990E+00   -0.77235E+00
   983    0.11311E+04    0.41736E+02    0.10986E+00   -0.20932E+01
   984    0.11266E+04    0.41770E+02    0.10981E+00   -0.34163E+01
   985    0.11224E+04    0.41801E+02    0.10976E+00   -0.47411E+01
   986    0.11182E+04    0.41825E+02    0.10972E+00   -0.60667E+01
   987    0.11141E+04    0.41844E+02    0.10968E+00   -0.73933E+01
   988    0.11103E+04    0.41858E+02    0.10963E+00   -0.87197E+01
   989    0.11066E+04    0.41865E+02    0.10959E+00   -0.10045E+02
   990    0.11030E+04    0.41870E+02    0.10955E+00   -0.11370E+02
   991    0.10995E+04    0.41866E+02    0.10951E+00   -0.12693E+02
   992    0.10962E+04    0.41857E+02    0.10947E+00   -0.14014E+02
   993    0.10929E+04    0.41841E+02    0.10943E+00   -0.15333E+02
   994    0.10899E+04    0.41822E+02    0.10939E+00   -0.16648E+02
   995    0.10871E+04    0.41796E+02    0.10936E+00   -0.17959E+02
   996    0.10843E+04    0.41763E+02    0.10932E+00   -0.19266E+02
   997    0.10816E+04    0.41727E+02    0.10929E+00   -0.20570E+02
   998    0.10791E+04    0.41684E+02    0.10925E+00   -0.21867E+02
   999    0.10767E+04    0.41636E+02    0.10922E+00   -0.23158E+02
  1000    0.10745E+04    0.41582E+02    0.10919E+00   -0.24444E+02
  1001    0.10724E+04    0.41523E+02    0.10916E+00   -0.25722E+02
  1002    0.10703E+04    0.41458E+02    0.10913E+00   -0.26993E+02
  1003    0.10685E+04    0.41388E+02    0.10910E+00   -0.28257E+02
  1004    0.10667E+04    0.41313E+02    0.10907E+00   -0.29512E+02
  1005    0.10652E+04    0.41232E+02    0.10904E+00   -0.30758E+02
  1006    0.10638E+04    0.41145E+02    0.10902E+00   -0.31995E+02
  1007    0.10624E+04    0.41053E+02    0.10899E+00   -0.33222E+02
  1008    0.10609E+04    0.40956E+02    0.10897E+00   -0.34440E+02
  1009    0.10598E+04    0.40853E+02    0.10894E+00   -0.35646E+02
  1010    0.10588E+04    0.40746E+02    0.10892E+00   -0.36842E+02
  1011    0.10579E+04    0.40635E+02    0.10890E+00   -0.38026E+02
  1012    0.10571E+04    0.40517E+02    0.10888E+00   -0.39200E+02
  1013    0.10565E+04    0.40396E+02    0.10886E+00   -0.40360E+02
  1014    0.10559E+04    0.40269E+02    0.10884E+00   -0.41509E+02
  1015    0.10554E+04    0.40138E+02    0.10882E+00   -0.42644E+02
  1016    0.10551E+04    0.40002E+02    0.10881E+00   -0.43766E+02
  1017    0.10549E+04    0.39861E+02    0.10879E+00   -0.44875E+02
  1018    0.10548E+04    0.39715E+02    0.10878E+00   -0.45969E+02
  1019    0.10547E+04    0.39565E+02    0.10877E+00   -0.47049E+02
  1020    0.10548E+04    0.39409E+02    0.10875E+00   -0.48115E+02
  1021    0.10550E+04    0.39249E+02    0.10874E+00   -0.49165E+02
  1022    0.10553E+04    0.39085E+02    0.10873E+00   -0.50201E+02
  1023    0.10557E+04    0.38916E+02    0.10872E+00   -0.51218E+02
  1024    0.10562E+04    0.38743E+02    0.10872E+00   -0.52220E+02
  1025    0.10567E+04    0.38566E+02    0.10871E+00   -0.53203E+02
  1026    0.10576E+04    0.38384E+02    0.10870E+00   -0.54170E+02
  1027    0.10583E+04    0.38200E+02    0.10870E+00   -0.55120E+02
  1028    0.10591E+04    0.38012E+02    0.10869E+00   -0.56051E+02
  1029    0.10600E+04    0.37819E+02    0.10869E+00   -0.56966E+02
  1030    0.10610E+04    0.37622E+02    0.10869E+00   -0.57862E+02
  1031    0.10619E+04    0.37422E+02    0.10869E+00   -0.58738E+02
  1032    0.10630E+04    0.37217E+02    0.10869E+00   -0.59599E+02
  1033    0.10642E+04    0.37009E+02    0.10869E+00   -0.60440E+02
  1034    0.10656E+04    0.36799E+02    0.10869E+00   -0.61261E+02
  1035    0.10670E+04    0.36584E+02    0.10869E+00   -0.62064E+02
  1036    0.10684E+04    0.36366E+02    0.10870E+00   -0.62847E+02
  1037    0.10699E+04    0.36145E+02    0.10870E+00   -0.63611E+02
  1038    0.10716E+04    0.35922E+02    0.10871E+00   -0.64354E+02
  1039    0.10733E+04    0.35695E+02    0.10872E+00   -0.65075E+02
  1040    0.10749E+04    0.35464E+02    0.10872E+00   -0.65777E+02
  1041    0.10767E+04    0.35232E+02    0.10873E+00   -0.66455E+02
  1042    0.10786E+04    0.34996E+02    0.10874E+00   -0.67115E+02
  1043    0.10805E+04    0.34758E+02    0.10875E+00   -0.67751E+02
  1044    0.10825E+04    0.34516E+02    0.10876E+00   -0.68368E+02
  1045    0.10844E+04    0.34274E+02    0.10878E+00   -0.68966E+02
  1046    0.10865E+04    0.34029E+02    0.10879E+00   -0.69536E+02
  1047    0.10887E+04    0.33780E+02    0.10880E+00   -0.70094E+02
  1048    0.10908E+04    0.33530E+02    0.10882E+00   -0.70626E+02
  1049    0.10930E+04    0.33278E+02    0.10883E+00   -0.71130E+02
  1050    0.10952E+04    0.33024E+02    0.10885E+00   -0.71616E+02
  1051    0.10975E+04    0.32768E+02    0.10886E+00   -0.72082E+02
  1052    0.10999E+04    0.32510E+02    0.10888E+00   -0.72521E+02
  1053    0.11021E+04    0.32250E+02    0.10890E+00   -0.72941E+02
  1054    0.11045E+04    0.31989E+02    0.10892E+00   -0.73341E+02
  1055    0.11068E+04    0.31727E+02    0.10894E+00   -0.73715E+02
  1056    0.11092E+04    0.31463E+02    0.10896E+00   -0.74070E+02
  1057    0.11117E+04    0.31198E+02    0.10898E+00   -0.74398E+02
  1058    0.11143E+04    0.30932E+02    0.10900E+00   -0.74707E+02
  1059    0.11169E+04    0.30665E+02    0.10902E+00   -0.74989E+02
  1060    0.11194E+04    0.30396E+02    0.10905E+00   -0.75253E+02
  1061    0.11220E+04    0.30128E+02    0.10907E+00   -0.75489E+02
  1062    0.11246E+04    0.29858E+02    0.10909E+00   -0.75707E+02
  1063    0.11270E+04    0.29588E+02    0.10912E+00   -0.75899E+02
  1064    0.11297E+04    0.29318E+02    0.10914E+00   -0.76078E+02
  1065    0.11323E+04    0.29046E+02    0.10917E+00   -0.76232E+02
  1066    0.11348E+04    0.28774E+02    0.10920E+00   -0.76359E+02
  1067    0.11375E+04    0.28503E+02    0.10922E+00   -0.76459E+02
  1068    0.11401E+04    0.28231E+02    0.10925E+00   -0.76541E+02
  1069    0.11427E+04    0.27960E+02    0.10927E+00   -0.76611E+02
  1070    0.11453E+04    0.27687E+02    0.10930E+00   -0.76654E+02
  1071    0.11479E+04    0.27417E+02    0.10933E+00   -0.76672E+02
  1072    0.11505E+04    0.27145E+02    0.10936E+00   -0.76663E+02
  1073    0.11532E+04    0.26875E+02    0.10939E+00   -0.76635E+02
  1074    0.11557E+04    0.26605E+02    0.10941E+00   -0.76588E+02
  1075    0.11583E+04    0.26335E+02    0.10944E+00   -0.76522E+02
  1076    0.11608E+04    0.26066E+02    0.10947E+00   -0.76430E+02
  1077    0.11634E+04    0.25798E+02    0.10950E+00   -0.76326E+02
  1078    0.11659E+04    0.25531E+02    0.10953E+00   -0.76181E+02
  1079    0.11684E+04    0.25264E+02    0.10956E+00   -0.76032E+02
  1080    0.11709E+04    0.24999E+02    0.10959E+00   -0.75864E+02
  1081    0.11733E+04    0.24736E+02    0.10962E+00   -0.75669E+02
  1082    0.11757E+04    0.24474E+02    0.10965E+00   -0.75456E+02
  1083    0.11781E+04    0.24212E+02    0.10968E+00   -0.75223E+02
  1084    0.11805E+04    0.23953E+02    0.10971E+00   -0.74972E+02
  1085    0.11829E+04    0.23695E+02    0.10974E+00   -0.74694E+02
  1086    0.11852E+04    0.23439E+02    0.10977E+00   -0.74412E+02
  1087    0.11875E+04    0.23185E+02    0.10979E+00   -0.74088E+02
  1088    0.11897E+04    0.22931E+02    0.10982E+00   -0.73760E+02
  1089    0.11919E+04    0.22681E+02    0.10985E+00   -0.73406E+02
  1090    0.11940E+04    0.22433E+02    0.10988E+00   -0.73048E+02
  1091    0.11962E+04    0.22186E+02    0.10991E+00   -0.72655E+02
  1092    0.11983E+04    0.21941E+02    0.10994E+00   -0.72250E+02
  1093    0.12003E+04    0.21699E+02    0.10997E+00   -0.71827E+02
  1094    0.12022E+04    0.21459E+02    0.11000E+00   -0.71391E+02
  1095    0.12042E+04    0.21223E+02    0.11002E+00   -0.70944E+02
  1096    0.12061E+04    0.20988E+02    0.11005E+00   -0.70470E+02
  1097    0.12079E+04    0.20756E+02    0.11008E+00   -0.69976E+02
  1098    0.12098E+04    0.20527E+02    0.11011E+00   -0.69470E+02
  1099    0.12115E+04    0.20301E+02    0.11013E+00   -0.68953E+02
  1100    0.12132E+04    0.20078E+02    0.11016E+00   -0.68416E+02
  1101    0.12148E+04    0.19858E+02    0.11019E+00   -0.67864E+02
  1102    0.12165E+04    0.19640E+02    0.11021E+00   -0.67296E+02
  1103    0.12180E+04    0.19426E+02    0.11024E+00   -0.66714E+02
  1104    0.12195E+04    0.19217E+02    0.11026E+00   -0.66117E+02
  1105    0.12209E+04    0.19009E+02    0.11029E+00   -0.65507E+02
  1106    0.12223E+04    0.18804E+02    0.11031E+00   -0.64883E+02
  1107    0.12236E+04    0.18604E+02    0.11034E+00   -0.64245E+02
  1108    0.12248E+04    0.18405E+02    0.11036E+00   -0.63595E+02
  1109    0.12259E+04    0.18209E+02    0.11038E+00   -0.62932E+02
  1110    0.12271E+04    0.18019E+02    0.11040E+00   -0.62257E+02
  1111    0.12280E+04    0.17832E+02    0.11042E+00   -0.61569E+02
  1112    0.12291E+04    0.17648E+02    0.11044E+00   -0.60872E+02
  1113    0.12300E+04    0.17469E+02    0.11046E+00   -0.60161E+02
  1114    0.12307E+04    0.17292E+02    0.11048E+00   -0.59441E+02
  1115    0.12315E+04    0.17120E+02    0.11050E+00   -0.58711E+02
  1116    0.12323E+04    0.16952E+02    0.11052E+00   -0.57971E+02
  1117    0.12329E+04    0.16788E+02    0.11054E+00   -0.57221E+02
  1118    0.12334E+04    0.16628E+02    0.11056E+00   -0.56461E+02
  1119    0.12340E+04    0.16471E+02    0.11057E+00   -0.55693E+02
  1120    0.12344E+04    0.16320E+02    0.11059E+00   -0.54916E+02
  1121    0.12347E+04    0.16171E+02    0.11060E+00   -0.54130E+02
  1122    0.12350E+04    0.16027E+02    0.11062E+00   -0.53338E+02
  1123    0.12352E+04    0.15888E+02    0.11063E+00   -0.52538E+02
  1124    0.12354E+04    0.15752E+02    0.11064E+00   -0.51731E+02
  1125    0.12354E+04    0.15621E+02    0.11065E+00   -0.50917E+02
  1126    0.12354E+04    0.15494E+02    0.11066E+00   -0.50097E+02
  1127    0.12353E+04    0.15371E+02    0.11067E+00   -0.49272E+02
  1128    0.12351E+04    0.15253E+02    0.11068E+00   -0.48442E+02
  1129    0.12349E+04    0.15140E+02    0.11069E+00   -0.47606E+02
  1130    0.12345E+04    0.15030E+02    0.11069E+00   -0.46766E+02
  1131    0.12342E+04    0.14925E+02    0.11070E+00   -0.45922E+02
  1132    0.12337E+04    0.14825E+02    0.11071E+00   -0.45074E+02
  1133    0.12331E+04    0.14729E+02    0.11071E+00   -0.44223E+02
  1134    0.12325E+04    0.14637E+02    0.11071E+00   -0.43369E+02
  1135    0.12318E+04    0.14550E+02    0.11071E+00   -0.42511E+02
  1136    0.12310E+04    0.14468E+02    0.11071E+00   -0.41653E+02
  1137    0.12301E+04    0.14390E+02    0.11071E+00   -0.40792E+02
  1138    0.12292E+04    0.14317E+02    0.11071E+00   -0.39930E+02
  1139    0.12283E+04    0.14248E+02    0.11071E+00   -0.39066E+02
  1140    0.12272E+04    0.14184E+02    0.11071E+00   -0.38203E+02
  1141    0.12260E+04    0.14123E+02    0.11070E+00   -0.37339E+02
  1142    0.12248E+04    0.14069E+02    0.11070E+00   -0.36475E+02
  1143    0.12235E+04    0.14018E+02    0.11069E+00   -0.35612E+02
  1144    0.12220E+04    0.13971E+02    0.11068E+00   -0.34750E+02
  1145    0.12206E+04    0.13930E+02    0.11067E+00   -0.33890E+02
  1146    0.12191E+04    0.13893E+02    0.11066E+00   -0.33030E+02
  1147    0.12175E+04    0.13861E+02    0.11065E+00   -0.32174E+02
  1148    0.12158E+04    0.13832E+02    0.11064E+00   -0.31319E+02
  1149    0.12141E+04    0.13809E+02    0.11063E+00   -0.30468E+02
  1150    0.12122E+04    0.13790E+02    0.11061E+00   -0.29620E+02
  1151    0.12104E+04    0.13776E+02    0.11060E+00   -0.28775E+02
  1152    0.12083E+04    0.13765E+02    0.11058E+00   -0.27935E+02
  1153    0.12064E+04    0.13760E+02    0.11056E+00   -0.27100E+02
  1154    0.12043E+04    0.13760E+02    0.11054E+00   -0.26267E+02
  1155    0.12021E+04    0.13764E+02    0.11052E+00   -0.25441E+02
  1156    0.11998E+04    0.13771E+02    0.11050E+00   -0.24620E+02
  1157    0.11975E+04    0.13783E+02    0.11047E+00   -0.23804E+02
  1158    0.11951E+04    0.13800E+02    0.11045E+00   -0.22995E+02
  1159    0.11927E+04    0.13820E+02    0.11042E+00   -0.22191E+02
  1160    0.11901E+04    0.13846E+02    0.11040E+00   -0.21396E+02
  1161    0.11876E+04    0.13875E+02    0.11037E+00   -0.20607E+02
  1162    0.11850E+04    0.13909E+02    0.11034E+00   -0.19825E+02
  1163    0.11823E+04    0.13947E+02    0.11031E+00   -0.19051E+02
  1164    0.11796E+04    0.13989E+02    0.11028E+00   -0.18286E+02
  1165    0.11767E+04    0.14035E+02    0.11025E+00   -0.17527E+02
  1166    0.11737E+04    0.14085E+02    0.11021E+00   -0.16778E+02
  1167    0.11709E+04    0.14139E+02    0.11018E+00   -0.16039E+02
  1168    0.11678E+04    0.14198E+02    0.11014E+00   -0.15307E+02
  1169    0.11648E+04    0.14260E+02    0.11010E+00   -0.14586E+02
  1170    0.11618E+04    0.14325E+02    0.11006E+00   -0.13874E+02
  1171    0.11585E+04    0.14396E+02    0.11002E+00   -0.13173E+02
