#    L    TT             EE             BB             TE          
   394    0.17874E+04    0.21598E+02    0.49613E-01    0.10199E+02
   395    0.17809E+04    0.21598E+02    0.49756E-01    0.82826E+01
   396    0.17748E+04    0.21594E+02    0.49899E-01    0.63736E+01
   397    0.17691E+04    0.21586E+02    0.50043E-01    0.44710E+01
   398    0.17639E+04    0.21574E+02    0.50188E-01    0.25761E+01
   399    0.17590E+04    0.21559E+02    0.50334E-01    0.68982E+00
   400    0.17545E+04    0.21539E+02    0.50480E-01   -0.11870E+01
   401    0.17505E+04    0.21516E+02    0.50627E-01   -0.30538E+01
   402    0.17469E+04    0.21487E+02    0.50775E-01   -0.49096E+01
   403    0.17437E+04    0.21456E+02    0.50924E-01   -0.67539E+01
   404    0.17409E+04    0.21421E+02    0.51074E-01   -0.85850E+01
   405    0.17385E+04    0.21381E+02    0.51224E-01   -0.10404E+02
   406    0.17364E+04    0.21338E+02    0.51376E-01   -0.12208E+02
   407    0.17347E+04    0.21291E+02    0.51528E-01   -0.14000E+02
   408    0.17335E+04    0.21240E+02    0.51681E-01   -0.15774E+02
   409    0.17326E+04    0.21186E+02    0.51835E-01   -0.17532E+02
   410    0.17321E+04    0.21127E+02    0.51991E-01   -0.19275E+02
   411    0.17320E+04    0.21065E+02    0.52147E-01   -0.21000E+02
   412    0.17323E+04    0.20999E+02    0.52304E-01   -0.22707E+02
   413    0.17328E+04    0.20930E+02    0.52462E-01   -0.24396E+02
   414    0.17337E+04    0.20857E+02    0.52621E-01   -0.26065E+02
   415    0.17351E+04    0.20781E+02    0.52781E-01   -0.27714E+02
   416    0.17367E+04    0.20701E+02    0.52943E-01   -0.29343E+02
   417    0.17386E+04    0.20618E+02    0.53105E-01   -0.30952E+02
   418    0.17409E+04    0.20530E+02    0.53269E-01   -0.32537E+02
   419    0.17436E+04    0.20440E+02    0.53433E-01   -0.34100E+02
   420    0.17465E+04    0.20346E+02    0.53599E-01   -0.35641E+02
   421    0.17498E+04    0.20249E+02    0.53766E-01   -0.37157E+02
   422    0.17535E+04    0.20149E+02    0.53934E-01   -0.38650E+02
   423    0.17573E+04    0.20045E+02    0.54104E-01   -0.40118E+02
   424    0.17615E+04    0.19938E+02    0.54274E-01   -0.41562E+02
   425    0.17660E+04    0.19827E+02    0.54446E-01   -0.42978E+02
   426    0.17708E+04    0.19714E+02    0.54619E-01   -0.44368E+02
   427    0.17758E+04    0.19597E+02    0.54793E-01   -0.45733E+02
   428    0.17811E+04    0.19478E+02    0.54968E-01   -0.47069E+02
   429    0.17867E+04    0.19356E+02    0.55145E-01   -0.48378E+02
   430    0.17926E+04    0.19231E+02    0.55323E-01   -0.49658E+02
   431    0.17987E+04    0.19103E+02    0.55502E-01   -0.50910E+02
   432    0.18050E+04    0.18972E+02    0.55683E-01   -0.52134E+02
   433    0.18117E+04    0.18840E+02    0.55864E-01   -0.53326E+02
   434    0.18185E+04    0.18704E+02    0.56047E-01   -0.54490E+02
   435    0.18255E+04    0.18567E+02    0.56231E-01   -0.55624E+02
   436    0.18328E+04    0.18426E+02    0.56417E-01   -0.56727E+02
   437    0.18404E+04    0.18283E+02    0.56604E-01   -0.57799E+02
   438    0.18480E+04    0.18138E+02    0.56791E-01   -0.58838E+02
   439    0.18560E+04    0.17991E+02    0.56981E-01   -0.59847E+02
   440    0.18641E+04    0.17842E+02    0.57171E-01   -0.60823E+02
   441    0.18725E+04    0.17690E+02    0.57363E-01   -0.61767E+02
   442    0.18809E+04    0.17536E+02    0.57556E-01   -0.62679E+02
   443    0.18896E+04    0.17381E+02    0.57750E-01   -0.63558E+02
   444    0.18985E+04    0.17224E+02    0.57945E-01   -0.64402E+02
   445    0.19075E+04    0.17064E+02    0.58142E-01   -0.65214E+02
   446    0.19166E+04    0.16904E+02    0.58340E-01   -0.65990E+02
   447    0.19259E+04    0.16742E+02    0.58538E-01   -0.66734E+02
   448    0.19352E+04    0.16578E+02    0.58739E-01   -0.67444E+02
   449    0.19448E+04    0.16413E+02    0.58940E-01   -0.68119E+02
   450    0.19546E+04    0.16247E+02    0.59142E-01   -0.68761E+02
   451    0.19644E+04    0.16079E+02    0.59346E-01   -0.69366E+02
   452    0.19743E+04    0.15910E+02    0.59550E-01   -0.69939E+02
   453    0.19844E+04    0.15741E+02    0.59756E-01   -0.70477E+02
   454    0.19945E+04    0.15570E+02    0.59963E-01   -0.70980E+02
   455    0.20046E+04    0.15399E+02    0.60170E-01   -0.71450E+02
   456    0.20150E+04    0.15226E+02    0.60379E-01   -0.71879E+02
   457    0.20253E+04    0.15053E+02    0.60589E-01   -0.72281E+02
   458    0.20358E+04    0.14880E+02    0.60800E-01   -0.72639E+02
   459    0.20464E+04    0.14707E+02    0.61012E-01   -0.72967E+02
   460    0.20570E+04    0.14532E+02    0.61225E-01   -0.73260E+02
   461    0.20676E+04    0.14358E+02    0.61438E-01   -0.73518E+02
   462    0.20783E+04    0.14182E+02    0.61653E-01   -0.73736E+02
   463    0.20889E+04    0.14008E+02    0.61869E-01   -0.73933E+02
   464    0.20996E+04    0.13834E+02    0.62085E-01   -0.74077E+02
   465    0.21103E+04    0.13659E+02    0.62303E-01   -0.74200E+02
   466    0.21210E+04    0.13484E+02    0.62521E-01   -0.74279E+02
   467    0.21319E+04    0.13310E+02    0.62740E-01   -0.74328E+02
   468    0.21426E+04    0.13137E+02    0.62960E-01   -0.74341E+02
   469    0.21534E+04    0.12963E+02    0.63180E-01   -0.74324E+02
   470    0.21642E+04    0.12790E+02    0.63401E-01   -0.74271E+02
   471    0.21748E+04    0.12619E+02    0.63624E-01   -0.74182E+02
   472    0.21855E+04    0.12448E+02    0.63846E-01   -0.74063E+02
   473    0.21962E+04    0.12278E+02    0.64070E-01   -0.73908E+02
   474    0.22069E+04    0.12110E+02    0.64294E-01   -0.73723E+02
   475    0.22175E+04    0.11941E+02    0.64519E-01   -0.73502E+02
   476    0.22280E+04    0.11775E+02    0.64744E-01   -0.73247E+02
   477    0.22385E+04    0.11610E+02    0.64970E-01   -0.72967E+02
   478    0.22489E+04    0.11445E+02    0.65197E-01   -0.72643E+02
   479    0.22593E+04    0.11283E+02    0.65424E-01   -0.72302E+02
   480    0.22696E+04    0.11122E+02    0.65652E-01   -0.71922E+02
   481    0.22798E+04    0.10963E+02    0.65880E-01   -0.71507E+02
   482    0.22900E+04    0.10806E+02    0.66109E-01   -0.71065E+02
   483    0.23000E+04    0.10651E+02    0.66338E-01   -0.70596E+02
   484    0.23098E+04    0.10497E+02    0.66567E-01   -0.70095E+02
   485    0.23197E+04    0.10346E+02    0.66797E-01   -0.69564E+02
   486    0.23295E+04    0.10197E+02    0.67028E-01   -0.69004E+02
   487    0.23391E+04    0.10051E+02    0.67259E-01   -0.68417E+02
   488    0.23486E+04    0.99059E+01    0.67490E-01   -0.67800E+02
   489    0.23580E+04    0.97641E+01    0.67721E-01   -0.67155E+02
   490    0.23673E+04    0.96252E+01    0.67953E-01   -0.66482E+02
   491    0.23763E+04    0.94886E+01    0.68185E-01   -0.65784E+02
   492    0.23854E+04    0.93549E+01    0.68417E-01   -0.65059E+02
   493    0.23942E+04    0.92228E+01    0.68650E-01   -0.64308E+02
   494    0.24029E+04    0.90951E+01    0.68882E-01   -0.63532E+02
   495    0.24115E+04    0.89697E+01    0.69115E-01   -0.62731E+02
   496    0.24198E+04    0.88480E+01    0.69348E-01   -0.61906E+02
   497    0.24280E+04    0.87293E+01    0.69581E-01   -0.61056E+02
   498    0.24361E+04    0.86128E+01    0.69814E-01   -0.60185E+02
   499    0.24441E+04    0.85008E+01    0.70047E-01   -0.59289E+02
   500    0.24518E+04    0.83910E+01    0.70280E-01   -0.58372E+02
   501    0.24593E+04    0.82856E+01    0.70513E-01   -0.57434E+02
   502    0.24667E+04    0.81839E+01    0.70745E-01   -0.56475E+02
   503    0.24739E+04    0.80852E+01    0.70978E-01   -0.55496E+02
   504    0.24809E+04    0.79902E+01    0.71211E-01   -0.54496E+02
   505    0.24878E+04    0.78996E+01    0.71443E-01   -0.53479E+02
   506    0.24944E+04    0.78129E+01    0.71675E-01   -0.52442E+02
   507    0.25009E+04    0.77297E+01    0.71907E-01   -0.51388E+02
   508    0.25071E+04    0.76511E+01    0.72139E-01   -0.50317E+02
   509    0.25131E+04    0.75761E+01    0.72370E-01   -0.49230E+02
   510    0.25189E+04    0.75053E+01    0.72601E-01   -0.48127E+02
   511    0.25246E+04    0.74385E+01    0.72831E-01   -0.47009E+02
   512    0.25300E+04    0.73761E+01    0.73061E-01   -0.45877E+02
   513    0.25353E+04    0.73179E+01    0.73291E-01   -0.44732E+02
   514    0.25403E+04    0.72642E+01    0.73520E-01   -0.43574E+02
   515    0.25451E+04    0.72149E+01    0.73748E-01   -0.42403E+02
   516    0.25497E+04    0.71700E+01    0.73976E-01   -0.41221E+02
   517    0.25540E+04    0.71298E+01    0.74203E-01   -0.40028E+02
   518    0.25582E+04    0.70940E+01    0.74430E-01   -0.38826E+02
   519    0.25622E+04    0.70629E+01    0.74656E-01   -0.37613E+02
   520    0.25659E+04    0.70364E+01    0.74881E-01   -0.36392E+02
   521    0.25693E+04    0.70146E+01    0.75105E-01   -0.35164E+02
   522    0.25725E+04    0.69976E+01    0.75329E-01   -0.33928E+02
   523    0.25756E+04    0.69854E+01    0.75551E-01   -0.32687E+02
   524    0.25784E+04    0.69780E+01    0.75773E-01   -0.31439E+02
   525    0.25809E+04    0.69754E+01    0.75994E-01   -0.30186E+02
   526    0.25832E+04    0.69777E+01    0.76214E-01   -0.28928E+02
   527    0.25855E+04    0.69849E+01    0.76433E-01   -0.27668E+02
   528    0.25874E+04    0.69969E+01    0.76651E-01   -0.26405E+02
   529    0.25890E+04    0.70141E+01    0.76867E-01   -0.25140E+02
   530    0.25904E+04    0.70363E+01    0.77083E-01   -0.23875E+02
   531    0.25918E+04    0.70633E+01    0.77298E-01   -0.22607E+02
   532    0.25928E+04    0.70955E+01    0.77511E-01   -0.21340E+02
   533    0.25935E+04    0.71327E+01    0.77723E-01   -0.20075E+02
   534    0.25940E+04    0.71749E+01    0.77935E-01   -0.18812E+02
   535    0.25943E+04    0.72223E+01    0.78144E-01   -0.17551E+02
   536    0.25944E+04    0.72748E+01    0.78353E-01   -0.16293E+02
   537    0.25943E+04    0.73322E+01    0.78560E-01   -0.15039E+02
   538    0.25939E+04    0.73949E+01    0.78766E-01   -0.13789E+02
   539    0.25933E+04    0.74626E+01    0.78971E-01   -0.12545E+02
   540    0.25925E+04    0.75355E+01    0.79174E-01   -0.11308E+02
   541    0.25914E+04    0.76134E+01    0.79376E-01   -0.10076E+02
   542    0.25902E+04    0.76964E+01    0.79576E-01   -0.88535E+01
   543    0.25886E+04    0.77847E+01    0.79775E-01   -0.76385E+01
   544    0.25870E+04    0.78780E+01    0.79973E-01   -0.64325E+01
   545    0.25850E+04    0.79763E+01    0.80169E-01   -0.52360E+01
   546    0.25829E+04    0.80795E+01    0.80364E-01   -0.40499E+01
   547    0.25805E+04    0.81877E+01    0.80557E-01   -0.28747E+01
   548    0.25780E+04    0.83009E+01    0.80749E-01   -0.17112E+01
   549    0.25752E+04    0.84193E+01    0.80939E-01   -0.56028E+00
   550    0.25723E+04    0.85426E+01    0.81127E-01    0.57763E+00
   551    0.25692E+04    0.86710E+01    0.81314E-01    0.17019E+01
   552    0.25658E+04    0.88045E+01    0.81500E-01    0.28115E+01
   553    0.25622E+04    0.89415E+01    0.81683E-01    0.39062E+01
   554    0.25584E+04    0.90850E+01    0.81866E-01    0.49852E+01
   555    0.25545E+04    0.92328E+01    0.82046E-01    0.60478E+01
   556    0.25503E+04    0.93856E+01    0.82225E-01    0.70938E+01
   557    0.25459E+04    0.95427E+01    0.82403E-01    0.81214E+01
   558    0.25414E+04    0.97056E+01    0.82578E-01    0.91313E+01
   559    0.25366E+04    0.98721E+01    0.82752E-01    0.10123E+02
   560    0.25317E+04    0.10043E+02    0.82925E-01    0.11094E+02
   561    0.25265E+04    0.10218E+02    0.83096E-01    0.12046E+02
   562    0.25213E+04    0.10399E+02    0.83265E-01    0.12977E+02
   563    0.25159E+04    0.10583E+02    0.83432E-01    0.13889E+02
   564    0.25103E+04    0.10773E+02    0.83597E-01    0.14777E+02
   565    0.25046E+04    0.10966E+02    0.83761E-01    0.15644E+02
   566    0.24986E+04    0.11164E+02    0.83924E-01    0.16487E+02
   567    0.24926E+04    0.11365E+02    0.84084E-01    0.17308E+02
   568    0.24864E+04    0.11572E+02    0.84243E-01    0.18105E+02
   569    0.24799E+04    0.11782E+02    0.84400E-01    0.18880E+02
   570    0.24734E+04    0.11996E+02    0.84555E-01    0.19628E+02
   571    0.24667E+04    0.12215E+02    0.84709E-01    0.20351E+02
   572    0.24599E+04    0.12437E+02    0.84860E-01    0.21049E+02
   573    0.24530E+04    0.12662E+02    0.85010E-01    0.21721E+02
   574    0.24459E+04    0.12892E+02    0.85158E-01    0.22366E+02
   575    0.24387E+04    0.13124E+02    0.85305E-01    0.22984E+02
   576    0.24314E+04    0.13361E+02    0.85450E-01    0.23576E+02
   577    0.24239E+04    0.13601E+02    0.85592E-01    0.24140E+02
   578    0.24163E+04    0.13844E+02    0.85734E-01    0.24676E+02
   579    0.24087E+04    0.14091E+02    0.85873E-01    0.25184E+02
   580    0.24010E+04    0.14341E+02    0.86010E-01    0.25663E+02
   581    0.23930E+04    0.14594E+02    0.86146E-01    0.26113E+02
   582    0.23850E+04    0.14850E+02    0.86280E-01    0.26535E+02
   583    0.23770E+04    0.15109E+02    0.86412E-01    0.26925E+02
   584    0.23689E+04    0.15371E+02    0.86542E-01    0.27287E+02
   585    0.23607E+04    0.15635E+02    0.86671E-01    0.27618E+02
   586    0.23523E+04    0.15902E+02    0.86798E-01    0.27918E+02
   587    0.23440E+04    0.16172E+02    0.86923E-01    0.28189E+02
   588    0.23355E+04    0.16444E+02    0.87046E-01    0.28427E+02
   589    0.23270E+04    0.16719E+02    0.87167E-01    0.28635E+02
   590    0.23184E+04    0.16996E+02    0.87287E-01    0.28812E+02
   591    0.23098E+04    0.17275E+02    0.87405E-01    0.28957E+02
   592    0.23011E+04    0.17556E+02    0.87521E-01    0.29070E+02
   593    0.22923E+04    0.17840E+02    0.87635E-01    0.29152E+02
   594    0.22835E+04    0.18125E+02    0.87748E-01    0.29201E+02
   595    0.22746E+04    0.18410E+02    0.87859E-01    0.29219E+02
   596    0.22658E+04    0.18700E+02    0.87968E-01    0.29203E+02
   597    0.22569E+04    0.18988E+02    0.88075E-01    0.29156E+02
   598    0.22481E+04    0.19279E+02    0.88181E-01    0.29077E+02
   599    0.22393E+04    0.19572E+02    0.88285E-01    0.28966E+02
   600    0.22303E+04    0.19866E+02    0.88387E-01    0.28821E+02
   601    0.22214E+04    0.20161E+02    0.88488E-01    0.28644E+02
   602    0.22124E+04    0.20456E+02    0.88587E-01    0.28434E+02
   603    0.22034E+04    0.20753E+02    0.88685E-01    0.28193E+02
   604    0.21946E+04    0.21050E+02    0.88780E-01    0.27919E+02
   605    0.21856E+04    0.21347E+02    0.88875E-01    0.27613E+02
   606    0.21768E+04    0.21645E+02    0.88967E-01    0.27274E+02
   607    0.21677E+04    0.21944E+02    0.89058E-01    0.26903E+02
   608    0.21589E+04    0.22243E+02    0.89148E-01    0.26500E+02
   609    0.21501E+04    0.22542E+02    0.89236E-01    0.26065E+02
   610    0.21413E+04    0.22840E+02    0.89323E-01    0.25597E+02
   611    0.21325E+04    0.23139E+02    0.89408E-01    0.25098E+02
   612    0.21238E+04    0.23439E+02    0.89492E-01    0.24569E+02
   613    0.21150E+04    0.23735E+02    0.89574E-01    0.24006E+02
   614    0.21064E+04    0.24033E+02    0.89655E-01    0.23412E+02
   615    0.20978E+04    0.24329E+02    0.89735E-01    0.22788E+02
   616    0.20893E+04    0.24626E+02    0.89813E-01    0.22133E+02
   617    0.20809E+04    0.24922E+02    0.89890E-01    0.21447E+02
   618    0.20725E+04    0.25217E+02    0.89966E-01    0.20730E+02
   619    0.20641E+04    0.25513E+02    0.90041E-01    0.19985E+02
   620    0.20559E+04    0.25805E+02    0.90115E-01    0.19209E+02
   621    0.20477E+04    0.26097E+02    0.90187E-01    0.18403E+02
   622    0.20396E+04    0.26387E+02    0.90258E-01    0.17568E+02
   623    0.20316E+04    0.26675E+02    0.90328E-01    0.16705E+02
   624    0.20237E+04    0.26962E+02    0.90397E-01    0.15813E+02
   625    0.20158E+04    0.27247E+02    0.90465E-01    0.14892E+02
   626    0.20081E+04    0.27530E+02    0.90533E-01    0.13943E+02
   627    0.20005E+04    0.27811E+02    0.90599E-01    0.12967E+02
   628    0.19930E+04    0.28090E+02    0.90664E-01    0.11964E+02
   629    0.19856E+04    0.28367E+02    0.90728E-01    0.10934E+02
   630    0.19782E+04    0.28642E+02    0.90792E-01    0.98759E+01
   631    0.19710E+04    0.28914E+02    0.90854E-01    0.87936E+01
   632    0.19640E+04    0.29183E+02    0.90916E-01    0.76847E+01
   633    0.19570E+04    0.29451E+02    0.90978E-01    0.65512E+01
   634    0.19502E+04    0.29714E+02    0.91038E-01    0.53932E+01
   635    0.19436E+04    0.29975E+02    0.91098E-01    0.42110E+01
   636    0.19370E+04    0.30235E+02    0.91157E-01    0.30054E+01
   637    0.19305E+04    0.30489E+02    0.91215E-01    0.17756E+01
   638    0.19243E+04    0.30742E+02    0.91273E-01    0.52396E+00
   639    0.19181E+04    0.30990E+02    0.91330E-01   -0.75060E+00
   640    0.19121E+04    0.31237E+02    0.91387E-01   -0.20465E+01
   641    0.19063E+04    0.31479E+02    0.91443E-01   -0.33637E+01
   642    0.19005E+04    0.31717E+02    0.91499E-01   -0.47016E+01
   643    0.18950E+04    0.31953E+02    0.91555E-01   -0.60595E+01
   644    0.18896E+04    0.32183E+02    0.91610E-01   -0.74370E+01
   645    0.18844E+04    0.32410E+02    0.91664E-01   -0.88336E+01
   646    0.18792E+04    0.32633E+02    0.91718E-01   -0.10249E+02
   647    0.18744E+04    0.32852E+02    0.91772E-01   -0.11682E+02
   648    0.18696E+04    0.33068E+02    0.91826E-01   -0.13132E+02
   649    0.18650E+04    0.33278E+02    0.91879E-01   -0.14600E+02
   650    0.18606E+04    0.33484E+02    0.91932E-01   -0.16083E+02
   651    0.18564E+04    0.33687E+02    0.91985E-01   -0.17581E+02
   652    0.18523E+04    0.33885E+02    0.92038E-01   -0.19095E+02
   653    0.18484E+04    0.34077E+02    0.92091E-01   -0.20623E+02
   654    0.18447E+04    0.34265E+02    0.92143E-01   -0.22163E+02
   655    0.18411E+04    0.34449E+02    0.92196E-01   -0.23717E+02
   656    0.18377E+04    0.34628E+02    0.92248E-01   -0.25283E+02
   657    0.18346E+04    0.34802E+02    0.92301E-01   -0.26860E+02
   658    0.18315E+04    0.34972E+02    0.92353E-01   -0.28448E+02
   659    0.18287E+04    0.35136E+02    0.92405E-01   -0.30046E+02
   660    0.18261E+04    0.35295E+02    0.92458E-01   -0.31653E+02
   661    0.18236E+04    0.35449E+02    0.92510E-01   -0.33269E+02
   662    0.18214E+04    0.35598E+02    0.92563E-01   -0.34893E+02
   663    0.18193E+04    0.35743E+02    0.92616E-01   -0.36525E+02
   664    0.18174E+04    0.35881E+02    0.92669E-01   -0.38163E+02
   665    0.18156E+04    0.36014E+02    0.92722E-01   -0.39807E+02
   666    0.18141E+04    0.36142E+02    0.92775E-01   -0.41457E+02
   667    0.18127E+04    0.36264E+02    0.92829E-01   -0.43111E+02
   668    0.18115E+04    0.36381E+02    0.92883E-01   -0.44769E+02
   669    0.18106E+04    0.36492E+02    0.92937E-01   -0.46430E+02
   670    0.18097E+04    0.36598E+02    0.92992E-01   -0.48092E+02
   671    0.18092E+04    0.36699E+02    0.93047E-01   -0.49758E+02
   672    0.18087E+04    0.36794E+02    0.93102E-01   -0.51424E+02
   673    0.18085E+04    0.36884E+02    0.93158E-01   -0.53090E+02
   674    0.18085E+04    0.36967E+02    0.93214E-01   -0.54755E+02
   675    0.18086E+04    0.37045E+02    0.93271E-01   -0.56420E+02
   676    0.18089E+04    0.37117E+02    0.93328E-01   -0.58082E+02
   677    0.18094E+04    0.37184E+02    0.93386E-01   -0.59742E+02
   678    0.18102E+04    0.37244E+02    0.93445E-01   -0.61398E+02
   679    0.18110E+04    0.37299E+02    0.93504E-01   -0.63051E+02
   680    0.18122E+04    0.37349E+02    0.93563E-01   -0.64699E+02
   681    0.18135E+04    0.37392E+02    0.93624E-01   -0.66340E+02
   682    0.18149E+04    0.37429E+02    0.93685E-01   -0.67977E+02
   683    0.18166E+04    0.37461E+02    0.93746E-01   -0.69608E+02
   684    0.18184E+04    0.37486E+02    0.93809E-01   -0.71231E+02
   685    0.18203E+04    0.37506E+02    0.93872E-01   -0.72846E+02
   686    0.18225E+04    0.37519E+02    0.93936E-01   -0.74444E+02
   687    0.18249E+04    0.37527E+02    0.94001E-01   -0.76036E+02
   688    0.18274E+04    0.37529E+02    0.94067E-01   -0.77621E+02
   689    0.18301E+04    0.37525E+02    0.94134E-01   -0.79191E+02
   690    0.18329E+04    0.37515E+02    0.94201E-01   -0.80753E+02
   691    0.18360E+04    0.37498E+02    0.94270E-01   -0.82300E+02
   692    0.18392E+04    0.37477E+02    0.94339E-01   -0.83832E+02
   693    0.18426E+04    0.37450E+02    0.94409E-01   -0.85356E+02
   694    0.18460E+04    0.37416E+02    0.94481E-01   -0.86858E+02
   695    0.18498E+04    0.37378E+02    0.94553E-01   -0.88345E+02
   696    0.18537E+04    0.37333E+02    0.94626E-01   -0.89832E+02
   697    0.18577E+04    0.37282E+02    0.94701E-01   -0.91289E+02
   698    0.18619E+04    0.37225E+02    0.94776E-01   -0.92732E+02
   699    0.18662E+04    0.37163E+02    0.94853E-01   -0.94152E+02
   700    0.18707E+04    0.37095E+02    0.94930E-01   -0.95558E+02
   701    0.18754E+04    0.37021E+02    0.95009E-01   -0.96949E+02
   702    0.18802E+04    0.36943E+02    0.95089E-01   -0.98310E+02
   703    0.18851E+04    0.36858E+02    0.95170E-01   -0.99671E+02
   704    0.18902E+04    0.36768E+02    0.95252E-01   -0.10100E+03
   705    0.18953E+04    0.36672E+02    0.95335E-01   -0.10230E+03
   706    0.19007E+04    0.36571E+02    0.95420E-01   -0.10359E+03
   707    0.19061E+04    0.36464E+02    0.95506E-01   -0.10485E+03
   708    0.19118E+04    0.36353E+02    0.95592E-01   -0.10608E+03
   709    0.19175E+04    0.36236E+02    0.95680E-01   -0.10731E+03
   710    0.19234E+04    0.36113E+02    0.95769E-01   -0.10850E+03
   711    0.19294E+04    0.35986E+02    0.95860E-01   -0.10967E+03
   712    0.19355E+04    0.35853E+02    0.95951E-01   -0.11082E+03
   713    0.19418E+04    0.35716E+02    0.96044E-01   -0.11193E+03
   714    0.19481E+04    0.35574E+02    0.96138E-01   -0.11302E+03
   715    0.19545E+04    0.35426E+02    0.96233E-01   -0.11409E+03
   716    0.19611E+04    0.35274E+02    0.96330E-01   -0.11514E+03
   717    0.19678E+04    0.35117E+02    0.96427E-01   -0.11614E+03
   718    0.19745E+04    0.34956E+02    0.96526E-01   -0.11714E+03
   719    0.19814E+04    0.34789E+02    0.96626E-01   -0.11808E+03
   720    0.19882E+04    0.34618E+02    0.96727E-01   -0.11902E+03
   721    0.19954E+04    0.34443E+02    0.96829E-01   -0.11991E+03
   722    0.20024E+04    0.34264E+02    0.96932E-01   -0.12077E+03
   723    0.20097E+04    0.34080E+02    0.97037E-01   -0.12162E+03
   724    0.20169E+04    0.33892E+02    0.97143E-01   -0.12243E+03
   725    0.20243E+04    0.33701E+02    0.97249E-01   -0.12321E+03
   726    0.20317E+04    0.33507E+02    0.97357E-01   -0.12395E+03
   727    0.20392E+04    0.33307E+02    0.97467E-01   -0.12467E+03
   728    0.20467E+04    0.33103E+02    0.97577E-01   -0.12535E+03
   729    0.20543E+04    0.32896E+02    0.97688E-01   -0.12601E+03
   730    0.20619E+04    0.32686E+02    0.97801E-01   -0.12663E+03
   731    0.20697E+04    0.32470E+02    0.97914E-01   -0.12722E+03
   732    0.20775E+04    0.32254E+02    0.98029E-01   -0.12777E+03
   733    0.20853E+04    0.32032E+02    0.98144E-01   -0.12829E+03
   734    0.20932E+04    0.31809E+02    0.98261E-01   -0.12877E+03
   735    0.21011E+04    0.31580E+02    0.98379E-01   -0.12924E+03
   736    0.21090E+04    0.31350E+02    0.98498E-01   -0.12965E+03
   737    0.21170E+04    0.31117E+02    0.98617E-01   -0.13005E+03
   738    0.21249E+04    0.30882E+02    0.98738E-01   -0.13039E+03
   739    0.21329E+04    0.30643E+02    0.98860E-01   -0.13071E+03
   740    0.21409E+04    0.30402E+02    0.98983E-01   -0.13100E+03
   741    0.21489E+04    0.30157E+02    0.99106E-01   -0.13125E+03
   742    0.21569E+04    0.29912E+02    0.99231E-01   -0.13146E+03
   743    0.21650E+04    0.29666E+02    0.99356E-01   -0.13164E+03
   744    0.21731E+04    0.29416E+02    0.99483E-01   -0.13178E+03
   745    0.21811E+04    0.29164E+02    0.99610E-01   -0.13190E+03
   746    0.21891E+04    0.28911E+02    0.99738E-01   -0.13197E+03
   747    0.21970E+04    0.28655E+02    0.99867E-01   -0.13201E+03
   748    0.22050E+04    0.28399E+02    0.99997E-01   -0.13201E+03
   749    0.22130E+04    0.28140E+02    0.10013E+00   -0.13199E+03
   750    0.22210E+04    0.27880E+02    0.10026E+00   -0.13193E+03
   751    0.22289E+04    0.27619E+02    0.10039E+00   -0.13183E+03
   752    0.22368E+04    0.27357E+02    0.10052E+00   -0.13169E+03
   753    0.22447E+04    0.27093E+02    0.10066E+00   -0.13152E+03
   754    0.22525E+04    0.26829E+02    0.10079E+00   -0.13131E+03
   755    0.22603E+04    0.26564E+02    0.10093E+00   -0.13107E+03
   756    0.22679E+04    0.26299E+02    0.10106E+00   -0.13080E+03
   757    0.22757E+04    0.26033E+02    0.10120E+00   -0.13048E+03
   758    0.22832E+04    0.25767E+02    0.10134E+00   -0.13013E+03
   759    0.22909E+04    0.25499E+02    0.10148E+00   -0.12975E+03
   760    0.22983E+04    0.25232E+02    0.10162E+00   -0.12934E+03
   761    0.23057E+04    0.24965E+02    0.10175E+00   -0.12889E+03
   762    0.23132E+04    0.24698E+02    0.10189E+00   -0.12841E+03
   763    0.23204E+04    0.24432E+02    0.10203E+00   -0.12789E+03
   764    0.23277E+04    0.24166E+02    0.10217E+00   -0.12735E+03
   765    0.23348E+04    0.23899E+02    0.10232E+00   -0.12676E+03
   766    0.23419E+04    0.23635E+02    0.10246E+00   -0.12615E+03
   767    0.23488E+04    0.23371E+02    0.10260E+00   -0.12550E+03
   768    0.23557E+04    0.23107E+02    0.10274E+00   -0.12481E+03
   769    0.23625E+04    0.22843E+02    0.10289E+00   -0.12410E+03
   770    0.23692E+04    0.22581E+02    0.10303E+00   -0.12335E+03
   771    0.23757E+04    0.22321E+02    0.10317E+00   -0.12257E+03
   772    0.23822E+04    0.22062E+02    0.10332E+00   -0.12175E+03
   773    0.23885E+04    0.21804E+02    0.10346E+00   -0.12090E+03
   774    0.23948E+04    0.21548E+02    0.10360E+00   -0.12003E+03
   775    0.24010E+04    0.21294E+02    0.10375E+00   -0.11913E+03
   776    0.24069E+04    0.21041E+02    0.10389E+00   -0.11820E+03
   777    0.24128E+04    0.20791E+02    0.10404E+00   -0.11723E+03
   778    0.24187E+04    0.20542E+02    0.10418E+00   -0.11623E+03
   779    0.24243E+04    0.20296E+02    0.10433E+00   -0.11521E+03
   780    0.24298E+04    0.20050E+02    0.10447E+00   -0.11415E+03
   781    0.24352E+04    0.19809E+02    0.10462E+00   -0.11308E+03
   782    0.24404E+04    0.19570E+02    0.10476E+00   -0.11198E+03
   783    0.24456E+04    0.19333E+02    0.10491E+00   -0.11084E+03
   784    0.24506E+04    0.19099E+02    0.10505E+00   -0.10968E+03
