#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   716    0.19478E+04   -0.12050E+03    0.94944E-05   -0.12050E+03    0.36258E+02   -0.11686E-05    0.94944E-05   -0.11686E-05    0.11494E-07
   717    0.19550E+04   -0.12161E+03    0.95418E-05   -0.12161E+03    0.36092E+02   -0.11647E-05    0.95418E-05   -0.11647E-05    0.11465E-07
   718    0.19623E+04   -0.12270E+03    0.95884E-05   -0.12270E+03    0.35920E+02   -0.11606E-05    0.95884E-05   -0.11606E-05    0.11437E-07
   719    0.19698E+04   -0.12375E+03    0.96343E-05   -0.12375E+03    0.35742E+02   -0.11564E-05    0.96343E-05   -0.11564E-05    0.11408E-07
   720    0.19772E+04   -0.12478E+03    0.96793E-05   -0.12478E+03    0.35560E+02   -0.11521E-05    0.96793E-05   -0.11521E-05    0.11380E-07
   721    0.19850E+04   -0.12577E+03    0.97235E-05   -0.12577E+03    0.35374E+02   -0.11476E-05    0.97235E-05   -0.11476E-05    0.11351E-07
   722    0.19926E+04   -0.12673E+03    0.97670E-05   -0.12673E+03    0.35183E+02   -0.11431E-05    0.97670E-05   -0.11431E-05    0.11323E-07
   723    0.20005E+04   -0.12766E+03    0.98096E-05   -0.12766E+03    0.34987E+02   -0.11384E-05    0.98096E-05   -0.11384E-05    0.11295E-07
   724    0.20084E+04   -0.12857E+03    0.98514E-05   -0.12857E+03    0.34786E+02   -0.11337E-05    0.98514E-05   -0.11337E-05    0.11267E-07
   725    0.20164E+04   -0.12943E+03    0.98925E-05   -0.12943E+03    0.34581E+02   -0.11288E-05    0.98925E-05   -0.11288E-05    0.11239E-07
   726    0.20245E+04   -0.13026E+03    0.99327E-05   -0.13026E+03    0.34374E+02   -0.11238E-05    0.99327E-05   -0.11238E-05    0.11212E-07
   727    0.20327E+04   -0.13107E+03    0.99721E-05   -0.13107E+03    0.34160E+02   -0.11187E-05    0.99721E-05   -0.11187E-05    0.11184E-07
   728    0.20409E+04   -0.13184E+03    0.10011E-04   -0.13184E+03    0.33941E+02   -0.11135E-05    0.10011E-04   -0.11135E-05    0.11156E-07
   729    0.20492E+04   -0.13258E+03    0.10048E-04   -0.13258E+03    0.33719E+02   -0.11082E-05    0.10048E-04   -0.11082E-05    0.11129E-07
   730    0.20575E+04   -0.13328E+03    0.10085E-04   -0.13328E+03    0.33493E+02   -0.11027E-05    0.10085E-04   -0.11027E-05    0.11101E-07
   731    0.20660E+04   -0.13394E+03    0.10121E-04   -0.13394E+03    0.33262E+02   -0.10972E-05    0.10121E-04   -0.10972E-05    0.11074E-07
   732    0.20745E+04   -0.13456E+03    0.10157E-04   -0.13456E+03    0.33030E+02   -0.10916E-05    0.10157E-04   -0.10916E-05    0.11047E-07
   733    0.20831E+04   -0.13517E+03    0.10191E-04   -0.13517E+03    0.32792E+02   -0.10858E-05    0.10191E-04   -0.10858E-05    0.11020E-07
   734    0.20917E+04   -0.13571E+03    0.10225E-04   -0.13571E+03    0.32551E+02   -0.10800E-05    0.10225E-04   -0.10800E-05    0.10993E-07
   735    0.21003E+04   -0.13625E+03    0.10257E-04   -0.13625E+03    0.32306E+02   -0.10740E-05    0.10257E-04   -0.10740E-05    0.10966E-07
   736    0.21090E+04   -0.13673E+03    0.10289E-04   -0.13673E+03    0.32057E+02   -0.10680E-05    0.10289E-04   -0.10680E-05    0.10939E-07
   737    0.21177E+04   -0.13719E+03    0.10320E-04   -0.13719E+03    0.31806E+02   -0.10618E-05    0.10320E-04   -0.10618E-05    0.10912E-07
   738    0.21264E+04   -0.13759E+03    0.10350E-04   -0.13759E+03    0.31553E+02   -0.10556E-05    0.10350E-04   -0.10556E-05    0.10886E-07
   739    0.21352E+04   -0.13797E+03    0.10380E-04   -0.13797E+03    0.31295E+02   -0.10492E-05    0.10380E-04   -0.10492E-05    0.10859E-07
   740    0.21439E+04   -0.13831E+03    0.10408E-04   -0.13831E+03    0.31035E+02   -0.10428E-05    0.10408E-04   -0.10428E-05    0.10833E-07
   741    0.21528E+04   -0.13862E+03    0.10436E-04   -0.13862E+03    0.30770E+02   -0.10362E-05    0.10436E-04   -0.10362E-05    0.10806E-07
   742    0.21616E+04   -0.13888E+03    0.10463E-04   -0.13888E+03    0.30506E+02   -0.10296E-05    0.10463E-04   -0.10296E-05    0.10780E-07
   743    0.21704E+04   -0.13911E+03    0.10488E-04   -0.13911E+03    0.30240E+02   -0.10228E-05    0.10488E-04   -0.10228E-05    0.10754E-07
   744    0.21794E+04   -0.13930E+03    0.10513E-04   -0.13930E+03    0.29969E+02   -0.10160E-05    0.10513E-04   -0.10160E-05    0.10728E-07
   745    0.21882E+04   -0.13946E+03    0.10538E-04   -0.13946E+03    0.29697E+02   -0.10091E-05    0.10538E-04   -0.10091E-05    0.10702E-07
   746    0.21970E+04   -0.13956E+03    0.10561E-04   -0.13956E+03    0.29422E+02   -0.10021E-05    0.10561E-04   -0.10021E-05    0.10676E-07
   747    0.22058E+04   -0.13964E+03    0.10583E-04   -0.13964E+03    0.29145E+02   -0.99495E-06    0.10583E-04   -0.99495E-06    0.10650E-07
   748    0.22146E+04   -0.13968E+03    0.10605E-04   -0.13968E+03    0.28867E+02   -0.98774E-06    0.10605E-04   -0.98774E-06    0.10624E-07
   749    0.22234E+04   -0.13969E+03    0.10625E-04   -0.13969E+03    0.28586E+02   -0.98045E-06    0.10625E-04   -0.98045E-06    0.10599E-07
   750    0.22322E+04   -0.13966E+03    0.10645E-04   -0.13966E+03    0.28304E+02   -0.97306E-06    0.10645E-04   -0.97306E-06    0.10573E-07
   751    0.22410E+04   -0.13959E+03    0.10664E-04   -0.13959E+03    0.28020E+02   -0.96559E-06    0.10664E-04   -0.96559E-06    0.10548E-07
   752    0.22498E+04   -0.13947E+03    0.10682E-04   -0.13947E+03    0.27736E+02   -0.95803E-06    0.10682E-04   -0.95803E-06    0.10522E-07
   753    0.22585E+04   -0.13932E+03    0.10699E-04   -0.13932E+03    0.27449E+02   -0.95039E-06    0.10699E-04   -0.95039E-06    0.10497E-07
   754    0.22671E+04   -0.13913E+03    0.10715E-04   -0.13913E+03    0.27162E+02   -0.94266E-06    0.10715E-04   -0.94266E-06    0.10472E-07
   755    0.22758E+04   -0.13891E+03    0.10730E-04   -0.13891E+03    0.26874E+02   -0.93485E-06    0.10730E-04   -0.93485E-06    0.10446E-07
   756    0.22843E+04   -0.13864E+03    0.10744E-04   -0.13864E+03    0.26584E+02   -0.92696E-06    0.10744E-04   -0.92696E-06    0.10421E-07
   757    0.22929E+04   -0.13834E+03    0.10758E-04   -0.13834E+03    0.26295E+02   -0.91899E-06    0.10758E-04   -0.91899E-06    0.10396E-07
   758    0.23013E+04   -0.13799E+03    0.10771E-04   -0.13799E+03    0.26004E+02   -0.91094E-06    0.10771E-04   -0.91094E-06    0.10371E-07
   759    0.23098E+04   -0.13762E+03    0.10783E-04   -0.13762E+03    0.25713E+02   -0.90282E-06    0.10783E-04   -0.90282E-06    0.10347E-07
   760    0.23181E+04   -0.13720E+03    0.10794E-04   -0.13720E+03    0.25421E+02   -0.89462E-06    0.10794E-04   -0.89462E-06    0.10322E-07
   761    0.23264E+04   -0.13675E+03    0.10804E-04   -0.13675E+03    0.25130E+02   -0.88635E-06    0.10804E-04   -0.88635E-06    0.10297E-07
   762    0.23347E+04   -0.13626E+03    0.10813E-04   -0.13626E+03    0.24838E+02   -0.87801E-06    0.10813E-04   -0.87801E-06    0.10273E-07
   763    0.23428E+04   -0.13574E+03    0.10822E-04   -0.13574E+03    0.24547E+02   -0.86961E-06    0.10822E-04   -0.86961E-06    0.10248E-07
   764    0.23509E+04   -0.13518E+03    0.10830E-04   -0.13518E+03    0.24256E+02   -0.86113E-06    0.10830E-04   -0.86113E-06    0.10224E-07
   765    0.23589E+04   -0.13458E+03    0.10837E-04   -0.13458E+03    0.23964E+02   -0.85259E-06    0.10837E-04   -0.85259E-06    0.10200E-07
   766    0.23668E+04   -0.13394E+03    0.10843E-04   -0.13394E+03    0.23674E+02   -0.84398E-06    0.10843E-04   -0.84398E-06    0.10175E-07
   767    0.23746E+04   -0.13327E+03    0.10849E-04   -0.13327E+03    0.23385E+02   -0.83532E-06    0.10849E-04   -0.83532E-06    0.10151E-07
   768    0.23823E+04   -0.13255E+03    0.10854E-04   -0.13255E+03    0.23096E+02   -0.82659E-06    0.10854E-04   -0.82659E-06    0.10127E-07
   769    0.23900E+04   -0.13182E+03    0.10858E-04   -0.13182E+03    0.22806E+02   -0.81780E-06    0.10858E-04   -0.81780E-06    0.10103E-07
   770    0.23975E+04   -0.13104E+03    0.10861E-04   -0.13104E+03    0.22519E+02   -0.80895E-06    0.10861E-04   -0.80895E-06    0.10079E-07
   771    0.24049E+04   -0.13022E+03    0.10864E-04   -0.13022E+03    0.22233E+02   -0.80005E-06    0.10864E-04   -0.80005E-06    0.10055E-07
   772    0.24122E+04   -0.12936E+03    0.10866E-04   -0.12936E+03    0.21948E+02   -0.79109E-06    0.10866E-04   -0.79109E-06    0.10031E-07
   773    0.24194E+04   -0.12848E+03    0.10867E-04   -0.12848E+03    0.21665E+02   -0.78209E-06    0.10867E-04   -0.78209E-06    0.10008E-07
   774    0.24264E+04   -0.12757E+03    0.10867E-04   -0.12757E+03    0.21383E+02   -0.77303E-06    0.10867E-04   -0.77303E-06    0.99842E-08
   775    0.24335E+04   -0.12661E+03    0.10867E-04   -0.12661E+03    0.21103E+02   -0.76392E-06    0.10867E-04   -0.76392E-06    0.99606E-08
   776    0.24402E+04   -0.12563E+03    0.10866E-04   -0.12563E+03    0.20825E+02   -0.75476E-06    0.10866E-04   -0.75476E-06    0.99372E-08
   777    0.24469E+04   -0.12461E+03    0.10865E-04   -0.12461E+03    0.20549E+02   -0.74556E-06    0.10865E-04   -0.74556E-06    0.99138E-08
   778    0.24537E+04   -0.12355E+03    0.10862E-04   -0.12355E+03    0.20275E+02   -0.73631E-06    0.10862E-04   -0.73631E-06    0.98905E-08
   779    0.24600E+04   -0.12247E+03    0.10859E-04   -0.12247E+03    0.20003E+02   -0.72702E-06    0.10859E-04   -0.72702E-06    0.98672E-08
   780    0.24663E+04   -0.12136E+03    0.10856E-04   -0.12136E+03    0.19732E+02   -0.71769E-06    0.10856E-04   -0.71769E-06    0.98441E-08
   781    0.24725E+04   -0.12021E+03    0.10851E-04   -0.12021E+03    0.19465E+02   -0.70831E-06    0.10851E-04   -0.70831E-06    0.98210E-08
   782    0.24785E+04   -0.11905E+03    0.10847E-04   -0.11905E+03    0.19200E+02   -0.69891E-06    0.10847E-04   -0.69891E-06    0.97980E-08
   783    0.24844E+04   -0.11784E+03    0.10841E-04   -0.11784E+03    0.18938E+02   -0.68946E-06    0.10841E-04   -0.68946E-06    0.97751E-08
   784    0.24902E+04   -0.11660E+03    0.10835E-04   -0.11660E+03    0.18679E+02   -0.67998E-06    0.10835E-04   -0.67998E-06    0.97522E-08
   785    0.24957E+04   -0.11534E+03    0.10828E-04   -0.11534E+03    0.18422E+02   -0.67047E-06    0.10828E-04   -0.67047E-06    0.97294E-08
   786    0.25012E+04   -0.11402E+03    0.10821E-04   -0.11402E+03    0.18169E+02   -0.66092E-06    0.10821E-04   -0.66092E-06    0.97067E-08
   787    0.25064E+04   -0.11269E+03    0.10813E-04   -0.11269E+03    0.17919E+02   -0.65135E-06    0.10813E-04   -0.65135E-06    0.96841E-08
   788    0.25115E+04   -0.11134E+03    0.10804E-04   -0.11134E+03    0.17671E+02   -0.64174E-06    0.10804E-04   -0.64174E-06    0.96615E-08
   789    0.25164E+04   -0.10996E+03    0.10795E-04   -0.10996E+03    0.17426E+02   -0.63211E-06    0.10795E-04   -0.63211E-06    0.96390E-08
   790    0.25213E+04   -0.10855E+03    0.10786E-04   -0.10855E+03    0.17186E+02   -0.62246E-06    0.10786E-04   -0.62246E-06    0.96166E-08
   791    0.25259E+04   -0.10710E+03    0.10775E-04   -0.10710E+03    0.16949E+02   -0.61278E-06    0.10775E-04   -0.61278E-06    0.95942E-08
   792    0.25304E+04   -0.10564E+03    0.10765E-04   -0.10564E+03    0.16717E+02   -0.60308E-06    0.10765E-04   -0.60308E-06    0.95719E-08
   793    0.25346E+04   -0.10414E+03    0.10753E-04   -0.10414E+03    0.16489E+02   -0.59336E-06    0.10753E-04   -0.59336E-06    0.95497E-08
   794    0.25386E+04   -0.10263E+03    0.10741E-04   -0.10263E+03    0.16265E+02   -0.58363E-06    0.10741E-04   -0.58363E-06    0.95276E-08
   795    0.25425E+04   -0.10109E+03    0.10729E-04   -0.10109E+03    0.16044E+02   -0.57387E-06    0.10729E-04   -0.57387E-06    0.95055E-08
   796    0.25464E+04   -0.99528E+02    0.10716E-04   -0.99528E+02    0.15828E+02   -0.56410E-06    0.10716E-04   -0.56410E-06    0.94835E-08
   797    0.25498E+04   -0.97938E+02    0.10702E-04   -0.97938E+02    0.15615E+02   -0.55432E-06    0.10702E-04   -0.55432E-06    0.94616E-08
   798    0.25532E+04   -0.96333E+02    0.10689E-04   -0.96333E+02    0.15408E+02   -0.54452E-06    0.10689E-04   -0.54452E-06    0.94397E-08
   799    0.25563E+04   -0.94705E+02    0.10674E-04   -0.94705E+02    0.15205E+02   -0.53472E-06    0.10674E-04   -0.53472E-06    0.94179E-08
   800    0.25594E+04   -0.93055E+02    0.10659E-04   -0.93055E+02    0.15005E+02   -0.52491E-06    0.10659E-04   -0.52491E-06    0.93962E-08
   801    0.25622E+04   -0.91389E+02    0.10644E-04   -0.91389E+02    0.14812E+02   -0.51509E-06    0.10644E-04   -0.51509E-06    0.93745E-08
   802    0.25647E+04   -0.89685E+02    0.10628E-04   -0.89685E+02    0.14622E+02   -0.50526E-06    0.10628E-04   -0.50526E-06    0.93529E-08
   803    0.25672E+04   -0.87980E+02    0.10611E-04   -0.87980E+02    0.14437E+02   -0.49543E-06    0.10611E-04   -0.49543E-06    0.93314E-08
   804    0.25693E+04   -0.86246E+02    0.10595E-04   -0.86246E+02    0.14258E+02   -0.48559E-06    0.10595E-04   -0.48559E-06    0.93100E-08
   805    0.25715E+04   -0.84496E+02    0.10577E-04   -0.84496E+02    0.14083E+02   -0.47574E-06    0.10577E-04   -0.47574E-06    0.92886E-08
   806    0.25733E+04   -0.82731E+02    0.10559E-04   -0.82731E+02    0.13912E+02   -0.46590E-06    0.10559E-04   -0.46590E-06    0.92672E-08
   807    0.25748E+04   -0.80950E+02    0.10541E-04   -0.80950E+02    0.13748E+02   -0.45604E-06    0.10541E-04   -0.45604E-06    0.92460E-08
   808    0.25762E+04   -0.79147E+02    0.10522E-04   -0.79147E+02    0.13589E+02   -0.44619E-06    0.10522E-04   -0.44619E-06    0.92248E-08
   809    0.25775E+04   -0.77335E+02    0.10503E-04   -0.77335E+02    0.13436E+02   -0.43633E-06    0.10503E-04   -0.43633E-06    0.92037E-08
   810    0.25784E+04   -0.75501E+02    0.10483E-04   -0.75501E+02    0.13287E+02   -0.42647E-06    0.10483E-04   -0.42647E-06    0.91826E-08
   811    0.25792E+04   -0.73653E+02    0.10463E-04   -0.73653E+02    0.13144E+02   -0.41661E-06    0.10463E-04   -0.41661E-06    0.91616E-08
   812    0.25798E+04   -0.71794E+02    0.10442E-04   -0.71794E+02    0.13008E+02   -0.40674E-06    0.10442E-04   -0.40674E-06    0.91407E-08
   813    0.25801E+04   -0.69925E+02    0.10421E-04   -0.69925E+02    0.12875E+02   -0.39688E-06    0.10421E-04   -0.39688E-06    0.91198E-08
   814    0.25804E+04   -0.68043E+02    0.10400E-04   -0.68043E+02    0.12750E+02   -0.38701E-06    0.10400E-04   -0.38701E-06    0.90990E-08
   815    0.25804E+04   -0.66150E+02    0.10378E-04   -0.66150E+02    0.12629E+02   -0.37715E-06    0.10378E-04   -0.37715E-06    0.90783E-08
   816    0.25801E+04   -0.64246E+02    0.10355E-04   -0.64246E+02    0.12515E+02   -0.36728E-06    0.10355E-04   -0.36728E-06    0.90576E-08
   817    0.25796E+04   -0.62333E+02    0.10332E-04   -0.62333E+02    0.12406E+02   -0.35742E-06    0.10332E-04   -0.35742E-06    0.90370E-08
   818    0.25790E+04   -0.60410E+02    0.10308E-04   -0.60410E+02    0.12304E+02   -0.34756E-06    0.10308E-04   -0.34756E-06    0.90164E-08
   819    0.25782E+04   -0.58479E+02    0.10284E-04   -0.58479E+02    0.12207E+02   -0.33769E-06    0.10284E-04   -0.33769E-06    0.89959E-08
   820    0.25772E+04   -0.56539E+02    0.10260E-04   -0.56539E+02    0.12116E+02   -0.32784E-06    0.10260E-04   -0.32784E-06    0.89755E-08
   821    0.25759E+04   -0.54594E+02    0.10235E-04   -0.54594E+02    0.12031E+02   -0.31798E-06    0.10235E-04   -0.31798E-06    0.89551E-08
   822    0.25744E+04   -0.52642E+02    0.10210E-04   -0.52642E+02    0.11953E+02   -0.30813E-06    0.10210E-04   -0.30813E-06    0.89348E-08
   823    0.25727E+04   -0.50684E+02    0.10184E-04   -0.50684E+02    0.11880E+02   -0.29828E-06    0.10184E-04   -0.29828E-06    0.89146E-08
   824    0.25707E+04   -0.48720E+02    0.10157E-04   -0.48720E+02    0.11814E+02   -0.28844E-06    0.10157E-04   -0.28844E-06    0.88944E-08
   825    0.25686E+04   -0.46754E+02    0.10131E-04   -0.46754E+02    0.11754E+02   -0.27860E-06    0.10131E-04   -0.27860E-06    0.88743E-08
   826    0.25663E+04   -0.44783E+02    0.10103E-04   -0.44783E+02    0.11701E+02   -0.26877E-06    0.10103E-04   -0.26877E-06    0.88542E-08
   827    0.25637E+04   -0.42811E+02    0.10076E-04   -0.42811E+02    0.11653E+02   -0.25894E-06    0.10076E-04   -0.25894E-06    0.88342E-08
   828    0.25610E+04   -0.40837E+02    0.10047E-04   -0.40837E+02    0.11612E+02   -0.24912E-06    0.10047E-04   -0.24912E-06    0.88143E-08
   829    0.25580E+04   -0.38861E+02    0.10019E-04   -0.38861E+02    0.11578E+02   -0.23931E-06    0.10019E-04   -0.23931E-06    0.87944E-08
   830    0.25549E+04   -0.36887E+02    0.99896E-05   -0.36887E+02    0.11550E+02   -0.22950E-06    0.99896E-05   -0.22950E-06    0.87746E-08
   831    0.25515E+04   -0.34914E+02    0.99600E-05   -0.34914E+02    0.11528E+02   -0.21970E-06    0.99600E-05   -0.21970E-06    0.87549E-08
   832    0.25479E+04   -0.32941E+02    0.99299E-05   -0.32941E+02    0.11512E+02   -0.20991E-06    0.99299E-05   -0.20991E-06    0.87352E-08
   833    0.25442E+04   -0.30971E+02    0.98994E-05   -0.30971E+02    0.11503E+02   -0.20013E-06    0.98994E-05   -0.20013E-06    0.87155E-08
   834    0.25401E+04   -0.29003E+02    0.98684E-05   -0.29003E+02    0.11499E+02   -0.19036E-06    0.98684E-05   -0.19036E-06    0.86960E-08
   835    0.25360E+04   -0.27039E+02    0.98369E-05   -0.27039E+02    0.11504E+02   -0.18060E-06    0.98369E-05   -0.18060E-06    0.86764E-08
   836    0.25315E+04   -0.25078E+02    0.98050E-05   -0.25078E+02    0.11514E+02   -0.17085E-06    0.98050E-05   -0.17085E-06    0.86570E-08
   837    0.25269E+04   -0.23123E+02    0.97726E-05   -0.23123E+02    0.11530E+02   -0.16111E-06    0.97726E-05   -0.16111E-06    0.86376E-08
   838    0.25221E+04   -0.21173E+02    0.97397E-05   -0.21173E+02    0.11554E+02   -0.15138E-06    0.97397E-05   -0.15138E-06    0.86182E-08
   839    0.25170E+04   -0.19228E+02    0.97064E-05   -0.19228E+02    0.11583E+02   -0.14166E-06    0.97064E-05   -0.14166E-06    0.85989E-08
   840    0.25118E+04   -0.17291E+02    0.96726E-05   -0.17291E+02    0.11620E+02   -0.13196E-06    0.96726E-05   -0.13196E-06    0.85797E-08
   841    0.25064E+04   -0.15363E+02    0.96383E-05   -0.15363E+02    0.11662E+02   -0.12227E-06    0.96383E-05   -0.12227E-06    0.85605E-08
   842    0.25007E+04   -0.13440E+02    0.96036E-05   -0.13440E+02    0.11711E+02   -0.11259E-06    0.96036E-05   -0.11259E-06    0.85414E-08
   843    0.24949E+04   -0.11530E+02    0.95684E-05   -0.11530E+02    0.11766E+02   -0.10293E-06    0.95684E-05   -0.10293E-06    0.85224E-08
   844    0.24888E+04   -0.96286E+01    0.95328E-05   -0.96286E+01    0.11828E+02   -0.93277E-07    0.95328E-05   -0.93277E-07    0.85033E-08
   845    0.24826E+04   -0.77382E+01    0.94967E-05   -0.77382E+01    0.11895E+02   -0.83643E-07    0.94967E-05   -0.83643E-07    0.84844E-08
   846    0.24763E+04   -0.58597E+01    0.94601E-05   -0.58597E+01    0.11971E+02   -0.74023E-07    0.94601E-05   -0.74023E-07    0.84655E-08
   847    0.24698E+04   -0.39927E+01    0.94231E-05   -0.39927E+01    0.12051E+02   -0.64420E-07    0.94231E-05   -0.64420E-07    0.84467E-08
   848    0.24631E+04   -0.21393E+01    0.93856E-05   -0.21393E+01    0.12138E+02   -0.54832E-07    0.93856E-05   -0.54832E-07    0.84279E-08
   849    0.24561E+04   -0.29881E+00    0.93477E-05   -0.29881E+00    0.12231E+02   -0.45262E-07    0.93477E-05   -0.45262E-07    0.84092E-08
   850    0.24491E+04    0.15276E+01    0.93093E-05    0.15276E+01    0.12331E+02   -0.35709E-07    0.93093E-05   -0.35709E-07    0.83905E-08
   851    0.24417E+04    0.33393E+01    0.92704E-05    0.33393E+01    0.12437E+02   -0.26174E-07    0.92704E-05   -0.26174E-07    0.83719E-08
   852    0.24343E+04    0.51360E+01    0.92311E-05    0.51360E+01    0.12550E+02   -0.16658E-07    0.92311E-05   -0.16658E-07    0.83533E-08
   853    0.24266E+04    0.69168E+01    0.91914E-05    0.69168E+01    0.12668E+02   -0.71628E-08    0.91914E-05   -0.71628E-08    0.83348E-08
   854    0.24188E+04    0.86804E+01    0.91512E-05    0.86804E+01    0.12793E+02    0.23109E-08    0.91512E-05    0.23109E-08    0.83163E-08
   855    0.24107E+04    0.10428E+02    0.91106E-05    0.10428E+02    0.12924E+02    0.11761E-07    0.91106E-05    0.11761E-07    0.82979E-08
